time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2021.0,149657015580000.0,149451306543000.0,149676008294000.0,149595149870000.0,149628395281000.0
2022.0,149469694595000.0,148700938786000.0,149448905395000.0,148832278400000.0,149291948895000.0
2023.0,148977817392000.0,147785338696000.0,149041899548000.0,148351725865000.0,148409713283000.0
2024.0,148357938376000.0,147002352917000.0,148617483019000.0,147930920249000.0,147696227614000.0
2025.0,147876152017000.0,146061380726000.0,148174250731000.0,147304246817000.0,147134500272000.0
2026.0,147452509769000.0,145275166948000.0,147912775881000.0,146550978366000.0,146575302053000.0
2027.0,147017676025000.0,144334594299000.0,147489881847000.0,146077468713000.0,146001494546000.0
2028.0,146594252676000.0,143206108352000.0,147110600057000.0,145391467406000.0,145343005608000.0
2029.0,146111045300000.0,142211983461000.0,146824093947000.0,144756238837000.0,144755297254000.0
2030.0,145461133898000.0,141360392521000.0,146465899786000.0,144001912363000.0,144284543982000.0
2031.0,144911477183000.0,140317618620000.0,146025613508000.0,143097964653000.0,143505876660000.0
2032.0,144254078171000.0,139264891995000.0,145614395362000.0,142294266682000.0,142817180824000.0
2033.0,143796384212000.0,137941101172000.0,145068987412000.0,141671404667000.0,142195795730000.0
2034.0,143280563020000.0,136735169295000.0,144598759150000.0,141069089318000.0,141467608631000.0
2035.0,142870409775000.0,135499972488000.0,144175053415000.0,140580250854000.0,140782080092000.0
2036.0,142464591488000.0,134343626424000.0,143738896368000.0,140075680252000.0,140163267175000.0
2037.0,142097775786000.0,133081183863000.0,143276353122000.0,139464998380000.0,139409467143000.0
2038.0,141587447759000.0,131956845306000.0,142689468346000.0,138786122061000.0,138497669296000.0
2039.0,140983147254000.0,130738010720000.0,142169374897000.0,138087304153000.0,137642568410000.0
2040.0,140376145098000.0,129425132864000.0,141692170340000.0,137222332712000.0,136913262844000.0
2041.0,139870438987000.0,127949638591000.0,141241903847000.0,136408011941000.0,135952055394000.0
2042.0,139172846073000.0,126455061646000.0,140781408181000.0,135520289738000.0,134993910342000.0
2043.0,138661447188000.0,125137921306000.0,140207218007000.0,134550652081000.0,134168841920000.0
2044.0,138042824796000.0,123711619854000.0,139747742283000.0,133633623560000.0,132988132165000.0
2045.0,137434886019000.0,122213535945000.0,139252200882000.0,132670026509000.0,131995649131000.0
2046.0,136725082409000.0,120821609528000.0,138713285776000.0,131572703749000.0,130878289004000.0
2047.0,136186763758000.0,119302888944000.0,138247311794000.0,130458476172000.0,129834706920000.0
2048.0,135627928639000.0,117545771000000.0,137592979093000.0,129425739322000.0,128626051707000.0
2049.0,135158277645000.0,115619077126000.0,137013448136000.0,128202167510000.0,127587635794000.0
2050.0,134500846737000.0,113974366705500.0,136471381483000.0,126994926773000.0,126434682749000.0
2051.0,133915757869000.0,112301315487500.0,135694486025000.0,125755807292000.0,125194533554000.0
2052.0,133305935127000.0,110645349470600.0,135123301699000.0,124619731184000.0,124396622742000.0
2053.0,132580036002000.0,108858190466600.0,134469084645000.0,123524097558000.0,123383889345000.0
2054.0,131905244784000.0,107052204703100.0,133859746482000.0,122343240538000.0,122255803310000.0
2055.0,131143579787000.0,105332640866900.0,133266461079000.0,121205515191000.0,121008876545000.0
2056.0,130423816364000.0,103746501265400.0,132561695763000.0,119947085598000.0,119941088986000.0
2057.0,129654931089000.0,102116434819800.0,131994155721000.0,118584580999000.0,119044343515000.0
2058.0,129091760479000.0,100296685207300.0,131420880372000.0,117239271302000.0,118041248556000.0
2059.0,128369290489000.0,98326779945300.0,130760614249000.0,116010291903700.0,117096996477000.0
2060.0,127713470214000.0,96581994868300.0,130163464346000.0,114704731567000.0,115992788348000.0
2061.0,127039817611000.0,94938141926400.0,129452528225000.0,113571133118400.0,114801337962000.0
2062.0,126293689766000.0,93249703420000.0,128808647142000.0,112105540519000.0,113640577468000.0
2063.0,125663003475000.0,91574940948700.0,127963320737000.0,110823702571400.0,112612832451000.0
2064.0,125110368460000.0,89721596091800.0,127284171001000.0,109309122036300.0,111343240770000.0
2065.0,124267264831000.0,88094955160970.0,126667475804000.0,107908206785000.0,110741718318000.0
2066.0,123359614753000.0,86488878731000.0,126077871071000.0,106525907275800.0,109615372598500.0
2067.0,122574158610300.0,84738588194400.0,125358601231000.0,105093436407100.0,108531325624400.0
2068.0,121765664463600.0,83061802715600.0,124614819459000.0,103580192555500.0,107312791286700.0
2069.0,121036379827600.0,81257561146800.0,123934744637000.0,102197271912700.0,106320946124000.0
2070.0,120332069310400.0,79591458332500.0,123390131532000.0,100736416562200.0,105348515326600.0
2071.0,119613409805800.0,77749282812500.0,122714536518000.0,99156539444400.0,104167648925600.0
2072.0,118872851679400.0,76003611608100.0,122039377335600.0,97568061474300.0,103022629057600.0
2073.0,118266110138000.0,74121454036500.0,121349262759700.0,96156868874500.0,101944281106400.0
2074.0,117556745180000.0,72383856307900.0,120567999544000.0,94666539377600.0,100754108632400.0
2075.0,116755226477600.0,70656373487800.0,119888654748400.0,93142803151400.0,99721711090700.0
2076.0,115991361627000.0,68977966334550.0,119098221033000.0,91799301306000.0,98632303714200.0
2077.0,115197754702000.0,67085834405300.0,118376656124300.0,90224605501300.0,97166504881000.0
2078.0,114493287558000.0,65299886706720.0,117602324246300.0,88641017392000.0,96087764461700.0
2079.0,113593468309100.0,63432277516710.0,116867114188000.0,87254714023800.0,94735330110000.0
2080.0,112837286123000.0,61735627776520.0,116244871512000.0,85834888885300.0,93495099917300.0
2081.0,112044753816700.0,60030731113160.0,115445969055000.0,84126481109700.0,92123285334500.0
2082.0,111309091047300.0,58338115474140.0,114657592099400.0,82452541296600.0,90946750742400.0
2083.0,110454471887500.0,56667947630980.0,113697257996000.0,81039578020000.0,89929264415800.0
2084.0,109550639357200.0,55068620664780.0,112842600977700.0,79495013269760.0,88772534379000.0
2085.0,108567714832600.0,53395657806400.0,112085012141000.0,78011910662900.0,87653545534300.0
2086.0,107621007896900.0,51766535127840.0,111303018037000.0,76558167550260.0,86429805744500.0
2087.0,106749368029700.0,50056332998920.0,110698766871700.0,74929704232700.0,85419609343200.0
2088.0,105780341713300.0,48476489823940.0,109756854469000.0,73403645211800.0,84251328825700.0
2089.0,105004485272700.0,46861654812930.0,108942654580300.0,71889284060140.0,83102411368100.0
2090.0,103915337120600.0,45165867697980.0,108254326154100.0,70287071444020.0,81817650086600.0
2091.0,102964499996100.0,43515781659650.0,107560216734300.0,68680154035860.0,80491323231300.0
2092.0,102089134635300.0,41941235688450.0,106726378829900.0,66913195945280.0,79151521743700.0
2093.0,101076695243300.0,40379876945270.0,105982184108800.0,65355558371600.0,77828351359200.0
2094.0,100127743930500.0,38930510184962.0,105217990679700.0,63949950026210.0,76547819598500.0
2095.0,99259867017600.0,37596968941316.0,104354424922000.0,62473750706600.0,75264629378100.0
2096.0,98438204802000.0,36180587332380.0,103547658373700.0,61017260116380.0,74008101289200.0
2097.0,97383187075200.0,34857076694142.0,102626407066100.0,59557460654680.0,72715702775300.0
2098.0,96377869235000.0,33540638667108.0,101855601644700.0,58123397351380.0,71339894617000.0
2099.0,95494842155500.0,32274379035512.0,101062122428900.0,56640795836180.0,70147623179000.0
2100.0,94455013086600.0,31075655942840.0,100035651877200.0,55164087460650.0,69051228140600.0
