time,MIROC6,CANESM5,CNRM-CM6-1,CESM2-WACCM,TAIESM1,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3,IPSL-CM6A-LR,MPI-ESM1-2-HR
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4623714000000.0,4678218700000.0,4625391400000.0,4665904700000.0,4664443000000.0,4647166000000.0,4637242000000.0,4642949000000.0,4669001700000.0,4656186500000.0,4656942500000.0,4659181000000.0,4679808300000.0,4687083300000.0
2022.0,4582706500000.0,4650528000000.0,4563118600000.0,4625482000000.0,4622903700000.0,4607246000000.0,4563992600000.0,4610895000000.0,4651932000000.0,4639601700000.0,4620524000000.0,4613546700000.0,4643800000000.0,4692577000000.0
2023.0,4558181400000.0,4611712000000.0,4547164000000.0,4554797600000.0,4601054500000.0,4552919600000.0,4511670000000.0,4573165000000.0,4632757000000.0,4610561000000.0,4609013000000.0,4554622500000.0,4642446000000.0,4678318300000.0
2024.0,4523541000000.0,4583123300000.0,4489402000000.0,4514826400000.0,4581146000000.0,4528176400000.0,4456792000000.0,4513272400000.0,4607730000000.0,4584438000000.0,4586518000000.0,4523864000000.0,4616934000000.0,4655384000000.0
2025.0,4459311700000.0,4562314300000.0,4450921500000.0,4498327600000.0,4530270000000.0,4516520400000.0,4363689400000.0,4470209000000.0,4562953000000.0,4540109700000.0,4586538000000.0,4501989000000.0,4581963000000.0,4622317000000.0
2026.0,4435155000000.0,4543798000000.0,4396712200000.0,4453144000000.0,4515452400000.0,4459623600000.0,4312349500000.0,4451957000000.0,4531643500000.0,4504302400000.0,4578575000000.0,4470124000000.0,4517275000000.0,4594922400000.0
2027.0,4397802000000.0,4519561300000.0,4354068200000.0,4446476000000.0,4475550400000.0,4420438000000.0,4251819700000.0,4455351700000.0,4509065500000.0,4481618500000.0,4557555400000.0,4442493600000.0,4490062700000.0,4566030500000.0
2028.0,4372092400000.0,4480648600000.0,4315023400000.0,4412123600000.0,4414234000000.0,4382116300000.0,4196744600000.0,4412724500000.0,4455915300000.0,4465470500000.0,4527386300000.0,4422679000000.0,4452078600000.0,4544098000000.0
2029.0,4344295200000.0,4454999400000.0,4292284300000.0,4368386200000.0,4373551300000.0,4330727700000.0,4149552300000.0,4416128700000.0,4441127000000.0,4433463000000.0,4490293000000.0,4373673700000.0,4435408300000.0,4505956000000.0
2030.0,4325573000000.0,4422809700000.0,4256489800000.0,4328570700000.0,4341866200000.0,4273092700000.0,4081078800000.0,4408984700000.0,4428280000000.0,4409958000000.0,4458792000000.0,4314318000000.0,4404997000000.0,4473118000000.0
2031.0,4286115200000.0,4388108400000.0,4190695000000.0,4293945000000.0,4287335200000.0,4252144500000.0,4019945700000.0,4396756800000.0,4398185000000.0,4372074900000.0,4439171000000.0,4304563900000.0,4371279000000.0,4462501400000.0
2032.0,4253127800000.0,4341440200000.0,4158536800000.0,4270942800000.0,4232891300000.0,4220482200000.0,3966055200000.0,4347974000000.0,4377096500000.0,4343835100000.0,4419907000000.0,4293289800000.0,4339049000000.0,4437431500000.0
2033.0,4232156000000.0,4287365000000.0,4128380600000.0,4217664400000.0,4198159000000.0,4203256700000.0,3902759000000.0,4323965700000.0,4346606300000.0,4305990000000.0,4398110500000.0,4261594000000.0,4282722300000.0,4398384000000.0
2034.0,4189564400000.0,4245538000000.0,4115793700000.0,4204406200000.0,4165911400000.0,4149768600000.0,3858098600000.0,4313236600000.0,4321192400000.0,4273196800000.0,4359321600000.0,4217501400000.0,4224481200000.0,4365618000000.0
2035.0,4157415600000.0,4195687300000.0,4077167300000.0,4148153000000.0,4143638600000.0,4090934300000.0,3808565100000.0,4299598600000.0,4285242500000.0,4204825000000.0,4297720300000.0,4167817800000.0,4191164300000.0,4333489000000.0
2036.0,4132858200000.0,4171019000000.0,4024538200000.0,4092955000000.0,4096229000000.0,4035124400000.0,3757473800000.0,4272756400000.0,4258086000000.0,4180755600000.0,4264767300000.0,4119756800000.0,4161164500000.0,4337226500000.0
2037.0,4098133900000.0,4141739400000.0,3989086000000.0,4041067500000.0,4037042000000.0,3993771700000.0,3705270000000.0,4243865000000.0,4238912800000.0,4168510300000.0,4241481800000.0,4093696500000.0,4121012200000.0,4293199100000.0
2038.0,4070925000000.0,4113200800000.0,3938874800000.0,3988725200000.0,3985125000000.0,3950263000000.0,3653524800000.0,4224764600000.0,4206207000000.0,4140020300000.0,4208983000000.0,4068103400000.0,4071811700000.0,4279043400000.0
2039.0,4051545400000.0,4082337600000.0,3918298000000.0,3956317400000.0,3948994600000.0,3931286300000.0,3604627300000.0,4215287000000.0,4180329400000.0,4139479700000.0,4171776100000.0,4037880600000.0,4028855500000.0,4262387300000.0
2040.0,4043743000000.0,4035718400000.0,3873171000000.0,3913127300000.0,3904728200000.0,3919970800000.0,3558656700000.0,4205142300000.0,4159297300000.0,4118413600000.0,4156844700000.0,4011571500000.0,3996063000000.0,4244365000000.0
2041.0,4074390700000.0,4011131000000.0,3854460300000.0,3878034900000.0,3876539000000.0,3876197200000.0,3527899000000.0,4176417700000.0,4133239000000.0,4093293400000.0,4144297000000.0,3957165700000.0,3973008600000.0,4219245400000.0
2042.0,4047185000000.0,3984253300000.0,3824364300000.0,3821131000000.0,3818918000000.0,3860448000000.0,3485281300000.0,4134736000000.0,4105113700000.0,4079705400000.0,4128065500000.0,3929423500000.0,3942087000000.0,4191458000000.0
2043.0,4008291900000.0,3969999200000.0,3775687600000.0,3778166000000.0,3776912800000.0,3824286200000.0,3458239600000.0,4080179000000.0,4073153000000.0,4056994000000.0,4108988200000.0,3921795600000.0,3904487300000.0,4188125500000.0
2044.0,3989498200000.0,3937394000000.0,3750167300000.0,3741370800000.0,3727462500000.0,3806218400000.0,3427799400000.0,4027515400000.0,4030609200000.0,4040943500000.0,4095427500000.0,3902968200000.0,3886429200000.0,4181524000000.0
2045.0,3965549500000.0,3876674900000.0,3726705700000.0,3714450200000.0,3681598800000.0,3767151000000.0,3395476500000.0,3988307800000.0,4020150700000.0,4016843000000.0,4058800700000.0,3884973800000.0,3867772700000.0,4171434600000.0
2046.0,3925877200000.0,3846525700000.0,3691532500000.0,3685923000000.0,3653448200000.0,3704631000000.0,3364560800000.0,3954563600000.0,3976385300000.0,3979865000000.0,4027955300000.0,3862253500000.0,3847217200000.0,4173945000000.0
2047.0,3907638300000.0,3799239000000.0,3662656600000.0,3670813700000.0,3616491200000.0,3642906600000.0,3333372000000.0,3936990500000.0,3935988400000.0,3952584700000.0,4010876600000.0,3842388500000.0,3825226500000.0,4158477000000.0
2048.0,3890346000000.0,3776148400000.0,3646312000000.0,3649824600000.0,3572684800000.0,3614133500000.0,3302607600000.0,3914974400000.0,3910310600000.0,3911950500000.0,3995991500000.0,3796727200000.0,3813096000000.0,4139432300000.0
2049.0,3866978200000.0,3753549000000.0,3621348200000.0,3631240200000.0,3533306300000.0,3596561200000.0,3282488300000.0,3899876700000.0,3884670500000.0,3905528800000.0,3980343400000.0,3755754400000.0,3782754700000.0,4123926700000.0
2050.0,3852615300000.0,3746962300000.0,3602027400000.0,3593471800000.0,3506440200000.0,3572861200000.0,3255451300000.0,3880913000000.0,3852792500000.0,3877045000000.0,3973692000000.0,3742511100000.0,3739990600000.0,4108880000000.0
2051.0,3823512600000.0,3713775700000.0,3590871800000.0,3560053000000.0,3458022200000.0,3547359000000.0,3205850000000.0,3857160000000.0,3835606000000.0,3860640800000.0,3947527000000.0,3718429300000.0,3728837000000.0,4059330000000.0
2052.0,3783517500000.0,3692823800000.0,3542532800000.0,3533818000000.0,3413673500000.0,3525830800000.0,3172216000000.0,3846704000000.0,3819184800000.0,3828760700000.0,3921689400000.0,3699335500000.0,3710628400000.0,4035883600000.0
2053.0,3772286500000.0,3651912000000.0,3522796200000.0,3488820000000.0,3364581800000.0,3503123300000.0,3149590000000.0,3813883500000.0,3790622000000.0,3804529400000.0,3890523400000.0,3673819000000.0,3696994800000.0,4028193800000.0
2054.0,3774134600000.0,3640194800000.0,3507249200000.0,3449487600000.0,3334621400000.0,3459954800000.0,3122208200000.0,3785127000000.0,3768162700000.0,3775525800000.0,3878034600000.0,3649640300000.0,3686241000000.0,4005006700000.0
2055.0,3772795600000.0,3614119600000.0,3487299500000.0,3408805000000.0,3312562000000.0,3424086000000.0,3093570300000.0,3752412600000.0,3754670200000.0,3764636600000.0,3859347400000.0,3614460000000.0,3685115000000.0,3995682200000.0
2056.0,3758272300000.0,3584272600000.0,3456828000000.0,3364252500000.0,3262043700000.0,3388989200000.0,3068576100000.0,3741797300000.0,3734779200000.0,3740009800000.0,3846592000000.0,3606132300000.0,3675906000000.0,3992328000000.0
2057.0,3752449500000.0,3544937400000.0,3424452300000.0,3335772700000.0,3219513100000.0,3367084200000.0,3055082000000.0,3739151200000.0,3706287300000.0,3713820500000.0,3839146600000.0,3576315800000.0,3661926500000.0,3989299000000.0
2058.0,3733225200000.0,3518041400000.0,3393744800000.0,3302271200000.0,3180141700000.0,3324646800000.0,3037931000000.0,3709985000000.0,3649825000000.0,3690960800000.0,3822125800000.0,3542555600000.0,3641715700000.0,3990097000000.0
2059.0,3737027000000.0,3494618900000.0,3371774800000.0,3254609000000.0,3133086600000.0,3295491700000.0,3022561200000.0,3677199500000.0,3617294400000.0,3676382200000.0,3821701000000.0,3510685000000.0,3618888700000.0,3981134000000.0
2060.0,3716983300000.0,3470527800000.0,3335914300000.0,3246166600000.0,3091123000000.0,3288596000000.0,2999855600000.0,3638335000000.0,3593793000000.0,3674150800000.0,3808084400000.0,3482686800000.0,3609191500000.0,3962160000000.0
2061.0,3691333300000.0,3447066500000.0,3317353200000.0,3209930700000.0,3077702000000.0,3270784600000.0,2978257300000.0,3601704200000.0,3544124800000.0,3665860500000.0,3790161600000.0,3460309700000.0,3585471700000.0,3940928000000.0
2062.0,3687712000000.0,3422585600000.0,3309368000000.0,3160288500000.0,3058009400000.0,3247590900000.0,2950664000000.0,3574114500000.0,3506420300000.0,3668775300000.0,3759751800000.0,3426819800000.0,3563257600000.0,3936182000000.0
2063.0,3664030700000.0,3397640000000.0,3305359800000.0,3133923700000.0,3034649700000.0,3234967000000.0,2935216000000.0,3548764000000.0,3457681500000.0,3678048600000.0,3731340000000.0,3394727000000.0,3544757800000.0,3904627800000.0
2064.0,3661214000000.0,3383705700000.0,3284566300000.0,3089288000000.0,3012192400000.0,3197124000000.0,2914284500000.0,3521054200000.0,3436733300000.0,3660676900000.0,3713930600000.0,3371120000000.0,3524561500000.0,3870178000000.0
2065.0,3649911700000.0,3369945800000.0,3263311000000.0,3053820000000.0,2974201200000.0,3191248800000.0,2892530700000.0,3493257000000.0,3419326600000.0,3640444000000.0,3703507500000.0,3356221200000.0,3505471600000.0,3864248700000.0
2066.0,3642179200000.0,3343626000000.0,3247011300000.0,3025494000000.0,2951259400000.0,3182576300000.0,2873309000000.0,3488565200000.0,3398290400000.0,3613842200000.0,3695451300000.0,3328866800000.0,3477205200000.0,3850572700000.0
2067.0,3631064000000.0,3321465400000.0,3222911600000.0,2992203600000.0,2937863000000.0,3165261700000.0,2855355000000.0,3453968700000.0,3350631500000.0,3591182200000.0,3694470400000.0,3304430500000.0,3481176000000.0,3828250300000.0
2068.0,3610291200000.0,3299396600000.0,3193114500000.0,2960717800000.0,2924533300000.0,3143413800000.0,2828017600000.0,3453723000000.0,3318366000000.0,3558922300000.0,3679937000000.0,3286179300000.0,3477599400000.0,3816301500000.0
2069.0,3601393000000.0,3259059700000.0,3167023000000.0,2931290000000.0,2894625800000.0,3106081600000.0,2802698000000.0,3441880700000.0,3286725600000.0,3544284100000.0,3663392400000.0,3272190500000.0,3463849000000.0,3802560500000.0
2070.0,3589535700000.0,3226580800000.0,3146390000000.0,2902922600000.0,2849962000000.0,3069555200000.0,2795021500000.0,3417521300000.0,3273208600000.0,3527936600000.0,3643047000000.0,3245036300000.0,3462203200000.0,3783694500000.0
2071.0,3597493000000.0,3200056000000.0,3123733600000.0,2887707500000.0,2839269300000.0,3026236000000.0,2780658000000.0,3390374200000.0,3243680200000.0,3531738000000.0,3640742400000.0,3214223900000.0,3436743800000.0,3778886500000.0
2072.0,3581835500000.0,3167887000000.0,3110503400000.0,2857733200000.0,2816868600000.0,3020675000000.0,2759918000000.0,3374962700000.0,3234130600000.0,3521188500000.0,3614937700000.0,3187595000000.0,3424661000000.0,3766525600000.0
2073.0,3567863000000.0,3143975800000.0,3074000400000.0,2808899400000.0,2795771300000.0,2993893000000.0,2749146000000.0,3348477200000.0,3230878400000.0,3494648200000.0,3605141700000.0,3169275300000.0,3389925600000.0,3763766000000.0
2074.0,3548126400000.0,3122864300000.0,3042443300000.0,2783041300000.0,2753058800000.0,2958558800000.0,2723808500000.0,3318317300000.0,3194822000000.0,3488675800000.0,3590915000000.0,3165493100000.0,3370413500000.0,3734959000000.0
2075.0,3538829400000.0,3094271500000.0,3010665400000.0,2750024500000.0,2725618400000.0,2927420500000.0,2701136500000.0,3303458000000.0,3181103000000.0,3454033500000.0,3582662500000.0,3134830000000.0,3355598700000.0,3723529800000.0
2076.0,3536154800000.0,3080578000000.0,3006045600000.0,2714313000000.0,2701012500000.0,2903641400000.0,2681027200000.0,3296537300000.0,3164161000000.0,3437060200000.0,3577569000000.0,3116809300000.0,3340418700000.0,3713622900000.0
2077.0,3517973500000.0,3051927000000.0,2983819700000.0,2678612800000.0,2665879000000.0,2895610000000.0,2656562800000.0,3266016700000.0,3132215500000.0,3427877800000.0,3567012300000.0,3087023200000.0,3324980800000.0,3705241300000.0
2078.0,3500766400000.0,3041737000000.0,2955443000000.0,2640898200000.0,2639843600000.0,2872371300000.0,2635309500000.0,3231742200000.0,3116714000000.0,3398597000000.0,3554070500000.0,3062354100000.0,3318646800000.0,3688968000000.0
2079.0,3497056500000.0,3024976600000.0,2940506500000.0,2629772500000.0,2617631300000.0,2870902500000.0,2613284400000.0,3201324500000.0,3111769300000.0,3385977200000.0,3505003700000.0,3031443200000.0,3291617700000.0,3645564500000.0
2080.0,3488129500000.0,2998003000000.0,2930377000000.0,2602837700000.0,2599183700000.0,2862972000000.0,2587638000000.0,3177291000000.0,3086707000000.0,3359569000000.0,3483197000000.0,3026602200000.0,3283708500000.0,3624186400000.0
2081.0,3488810500000.0,2986508000000.0,2897213700000.0,2567542000000.0,2578212000000.0,2857066600000.0,2555185200000.0,3167250500000.0,3051061000000.0,3361105800000.0,3470639200000.0,3004723600000.0,3257168800000.0,3592355800000.0
2082.0,3483771600000.0,2972418600000.0,2869902400000.0,2565576300000.0,2554158000000.0,2831275500000.0,2531544500000.0,3161414000000.0,3022580600000.0,3361858700000.0,3450061500000.0,2993106200000.0,3228174000000.0,3577252700000.0
2083.0,3473790000000.0,2962978500000.0,2864346800000.0,2554713000000.0,2530598000000.0,2800277500000.0,2506691700000.0,3134131000000.0,2991743600000.0,3359811600000.0,3427466700000.0,2980887400000.0,3211079500000.0,3564998200000.0
2084.0,3434038000000.0,2949659500000.0,2844711700000.0,2529946000000.0,2512478300000.0,2798899400000.0,2485496800000.0,3117876500000.0,2970927200000.0,3348315500000.0,3415305600000.0,2948525500000.0,3179012000000.0,3543307400000.0
2085.0,3415744000000.0,2930101000000.0,2842152000000.0,2477231200000.0,2480869500000.0,2800130200000.0,2463638500000.0,3101917000000.0,2930901000000.0,3329697800000.0,3419630700000.0,2931240200000.0,3164123400000.0,3536297000000.0
2086.0,3410916800000.0,2902580500000.0,2824330500000.0,2458798500000.0,2432471700000.0,2780895400000.0,2434373000000.0,3104745700000.0,2898070000000.0,3319121800000.0,3395791600000.0,2911218200000.0,3159252500000.0,3502410800000.0
2087.0,3392086500000.0,2874910200000.0,2797931300000.0,2425706000000.0,2406129300000.0,2750737800000.0,2411505000000.0,3083713600000.0,2881776800000.0,3265952700000.0,3380121000000.0,2900733500000.0,3156801000000.0,3501484400000.0
2088.0,3399805300000.0,2863471800000.0,2791435000000.0,2396477200000.0,2384139600000.0,2731850900000.0,2382095700000.0,3071762800000.0,2842515000000.0,3244071800000.0,3364911300000.0,2863421200000.0,3150207500000.0,3490759800000.0
2089.0,3382040000000.0,2857864500000.0,2787866000000.0,2373085000000.0,2358175900000.0,2720354500000.0,2360278000000.0,3062693600000.0,2822868800000.0,3227989300000.0,3369713500000.0,2845608500000.0,3119874800000.0,3480427700000.0
2090.0,3380897600000.0,2839841300000.0,2777543300000.0,2341155600000.0,2330432600000.0,2709444000000.0,2343909200000.0,3048069700000.0,2803973500000.0,3210811500000.0,3338323000000.0,2845047500000.0,3106244400000.0,3450479600000.0
2091.0,3381887800000.0,2813079800000.0,2762403500000.0,2328204700000.0,2311580000000.0,2688476300000.0,2320754300000.0,3038393000000.0,2782277000000.0,3185425300000.0,3318412700000.0,2817954700000.0,3095566700000.0,3461471800000.0
2092.0,3364290000000.0,2776805700000.0,2736543200000.0,2310384600000.0,2298294000000.0,2656806600000.0,2310864400000.0,3033084000000.0,2750246000000.0,3178066600000.0,3316086200000.0,2803010600000.0,3073525000000.0,3455020400000.0
2093.0,3352947300000.0,2774339000000.0,2720688000000.0,2284718000000.0,2278494600000.0,2623887600000.0,2291153500000.0,3014676400000.0,2739164700000.0,3152103600000.0,3322409600000.0,2793111000000.0,3056739300000.0,3447088500000.0
2094.0,3346353600000.0,2767305600000.0,2701012200000.0,2277318300000.0,2258564800000.0,2611407500000.0,2274354800000.0,2997836000000.0,2724794700000.0,3145443000000.0,3311346400000.0,2786076000000.0,3044048600000.0,3452549000000.0
2095.0,3355696400000.0,2762071000000.0,2683983600000.0,2257213700000.0,2239740000000.0,2602217800000.0,2255197300000.0,2991193300000.0,2705092800000.0,3144226000000.0,3320503300000.0,2781021700000.0,3040778400000.0,3438259700000.0
2096.0,3362341300000.0,2755060300000.0,2661645800000.0,2239595000000.0,2222959600000.0,2586987700000.0,2238147200000.0,2979784800000.0,2681997600000.0,3138501500000.0,3310875800000.0,2767071200000.0,3046015000000.0,3425858500000.0
2097.0,3371545700000.0,2731670500000.0,2626778800000.0,2213208000000.0,2203654800000.0,2569992400000.0,2221735100000.0,2965437700000.0,2667065000000.0,3124917700000.0,3308881700000.0,2764719000000.0,3030357000000.0,3407798000000.0
2098.0,3387633400000.0,2716593600000.0,2612564000000.0,2197770100000.0,2187396300000.0,2566397600000.0,2210472400000.0,2951363200000.0,2654360300000.0,3121585000000.0,3285242000000.0,2737416700000.0,3027750000000.0,3395012500000.0
2099.0,3379059000000.0,2712062700000.0,2606476000000.0,2190007900000.0,2158764600000.0,2557540600000.0,2195974800000.0,2937779700000.0,2649515400000.0,3114440900000.0,3278881400000.0,2717152700000.0,3015058000000.0,3393215300000.0
2100.0,3364651500000.0,2705961000000.0,2608831000000.0,2158310000000.0,2140206000000.0,2552696000000.0,2184302200000.0,2933211300000.0,2644869400000.0,3098234800000.0,3273371000000.0,2699830000000.0,2989066600000.0,3389070200000.0
