time,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,MPI-ESM-LR,GFDL-ESM2G,CCSM4,CANESM2,GISS-E2-R,IPSL-CM5A-LR,GFDL-CM3
2023.0,14252747000.0,13853976000.0,13772205000.0,13716547000.0,13796375000.0,13738483000.0,13780151000.0,13865419000.0,13824892000.0,13831800000.0
2024.0,14006453000.0,13808551000.0,13729278000.0,13639088000.0,13578849000.0,13428002000.0,13694270000.0,13769362000.0,13706050000.0,13650376000.0
2025.0,13822891000.0,14044616000.0,13735697000.0,13567927000.0,13429815000.0,13305903000.0,13549661000.0,13665284000.0,13585278000.0,13586480000.0
2026.0,13643069000.0,13726979000.0,13823482000.0,13465000000.0,13464940000.0,13029072000.0,13414016000.0,13600325000.0,13423536000.0,13387058000.0
2027.0,13703461000.0,13495662000.0,13530467000.0,13308141000.0,13343617000.0,12737114000.0,13355792000.0,13483430000.0,13265015000.0,13122052000.0
2028.0,13523079000.0,13324138000.0,13299174000.0,13198989000.0,13140200000.0,12624417000.0,13450043000.0,13400162000.0,13047444000.0,12862844000.0
2029.0,13309416000.0,13199272000.0,13127370000.0,13247373000.0,13041825000.0,12261052000.0,13097382000.0,13644860000.0,12856530000.0,12677448000.0
2030.0,13204296000.0,12934207000.0,12926500000.0,13390155000.0,12721349000.0,11895941000.0,13154577000.0,13421062000.0,12617192000.0,12453536000.0
2031.0,13059066000.0,12813799000.0,12743947000.0,13173061000.0,12503418000.0,11763434000.0,12782554000.0,13226855000.0,12351252000.0,12097787000.0
2032.0,12866167000.0,12570540000.0,12559994000.0,13373509000.0,12382339000.0,11426019000.0,12587297000.0,13088239000.0,12086097000.0,11922315000.0
2033.0,12775521000.0,12426543000.0,12425073000.0,12892451000.0,12362016000.0,11017363000.0,12329670000.0,12894887000.0,11717790000.0,11648953000.0
2034.0,12663507000.0,12263281000.0,12302188000.0,12832780000.0,11883894000.0,10619219000.0,12233692000.0,12807653000.0,11894500000.0,11325399000.0
2035.0,12528574000.0,12003797000.0,12112229000.0,12474608000.0,11611452000.0,10262463000.0,11978510000.0,12687686000.0,11395353000.0,11249163000.0
2036.0,12488345000.0,11840675000.0,11794990000.0,12366486000.0,11334527000.0,9722461000.0,11674260000.0,12582307000.0,10982760000.0,10743845000.0
2037.0,12263542000.0,11431458000.0,11575882000.0,12165221000.0,11302489000.0,9454147000.0,11408033000.0,12479448000.0,10649334000.0,10414645000.0
2038.0,11997266000.0,11277057000.0,11363624000.0,11908449000.0,10941648000.0,9056944000.0,11123964000.0,12394862000.0,10368566000.0,10053224000.0
2039.0,11888913000.0,11012729000.0,11086653000.0,11809656000.0,10637651000.0,8566829000.0,10958434000.0,12182194000.0,10032906000.0,9636252000.0
2040.0,11609102000.0,10767201000.0,10786092000.0,11623535000.0,10329697000.0,8294133000.0,10727057000.0,11994789000.0,9917767000.0,9264793000.0
2041.0,11344740000.0,10536347000.0,10602166000.0,11441069000.0,10041920000.0,7962696700.0,10516920000.0,11750213000.0,9476615000.0,9034157000.0
2042.0,11031043000.0,10232954000.0,10412534000.0,11204835000.0,9827069000.0,7685143600.0,10195967000.0,11477566000.0,9238748000.0,8564775000.0
2043.0,10804041000.0,9998023000.0,10338128000.0,10970791000.0,9648865000.0,7397036500.0,9894899000.0,11260039000.0,8809753000.0,8304523000.0
2044.0,10565359000.0,9692339000.0,10261053000.0,10694493000.0,9451781000.0,7040029000.0,9611039000.0,11130885000.0,8440618000.0,7902644000.0
2045.0,10464288000.0,9264243000.0,10173001000.0,10490338000.0,9206156000.0,6708190000.0,9363693000.0,10922885000.0,8025164000.0,7545315300.0
2046.0,10016690000.0,8956258000.0,9916630000.0,10406206000.0,8912919000.0,6319207000.0,9292108000.0,10754105000.0,7520009700.0,7232784000.0
2047.0,9608191000.0,8567731700.0,9667209000.0,10052103000.0,8718011000.0,6234937000.0,8751451000.0,10578398000.0,7346556400.0,6864358000.0
2048.0,9289861000.0,8270946300.0,9414178000.0,9843754000.0,8438260000.0,5953939500.0,8364434400.0,10351319000.0,6997725700.0,6506989600.0
2049.0,8932376000.0,7987582000.0,9179820000.0,9716546000.0,8153369000.0,5698698000.0,8011197400.0,10082164000.0,6555560400.0,6165585400.0
2050.0,8654812000.0,7651531000.0,8988551000.0,9471450000.0,7945614000.0,5410498600.0,7685270500.0,9851981000.0,6207670300.0,5845156400.0
2051.0,8414997500.0,7280613000.0,8722258000.0,9345547000.0,7749699600.0,5150930400.0,7323624400.0,9598020000.0,5908648400.0,5497062000.0
2052.0,8119632000.0,7003635700.0,8542688000.0,9060111000.0,7313154600.0,4948511000.0,6937262000.0,9450931000.0,5675300000.0,5224929300.0
2053.0,7691595000.0,6768536000.0,8283207000.0,8871500000.0,7079514000.0,4777798700.0,6635917000.0,9174034000.0,5405517000.0,4951785500.0
2054.0,7325613000.0,6390278000.0,8142354400.0,8657896000.0,6935052000.0,4620467700.0,6258269700.0,8962945000.0,5126190600.0,4691598300.0
2055.0,7018836500.0,6057828400.0,7961490000.0,8439833600.0,6679132700.0,4443481600.0,6028688400.0,8743041000.0,4896049000.0,4526434000.0
2056.0,6679831600.0,5824359400.0,7752019500.0,8032045000.0,6392894500.0,4248636400.0,5731301400.0,8553210000.0,4621966300.0,4325572000.0
2057.0,6375148000.0,5635614700.0,7475107000.0,7783786500.0,6168194600.0,4048984000.0,5468211000.0,8275675600.0,4354645500.0,4056787700.0
2058.0,6017129000.0,5456406000.0,7211047000.0,7558899000.0,5922959400.0,3912106000.0,5211852300.0,8068162000.0,4167839700.0,3872016100.0
2059.0,5864283000.0,5261539000.0,7156752000.0,7368487400.0,5722638300.0,3767937300.0,5031547000.0,7859260400.0,3968992500.0,3633347800.0
2060.0,5606265300.0,5064839700.0,6893320700.0,7135890000.0,5597224000.0,3539913000.0,4714758700.0,7675357000.0,3819382300.0,3416771600.0
2061.0,5325677000.0,4809825000.0,6711156000.0,6971297000.0,5440458000.0,3405560300.0,4436564500.0,7432833500.0,3641867500.0,3274096600.0
2062.0,5064642000.0,4561007600.0,6557823000.0,6818082000.0,5305852000.0,3203423200.0,4176899800.0,7258221000.0,3440498200.0,3080946200.0
2063.0,4815737300.0,4401697300.0,6577503000.0,6609174000.0,5135100000.0,3037306000.0,3938997200.0,7145452000.0,3293245000.0,2881791200.0
2064.0,4519057000.0,4252528000.0,6246843000.0,6341065700.0,5023585000.0,2925215200.0,3719963000.0,6903208400.0,3119276300.0,2710928000.0
2065.0,4423680500.0,4056265500.0,6050214000.0,6167374000.0,4879267000.0,2745042400.0,3502182000.0,6864206000.0,2954366500.0,2568870700.0
2066.0,4147867400.0,3758861000.0,5803032600.0,5952457000.0,4700202500.0,2621525200.0,3318180600.0,6630298600.0,2821805600.0,2429214700.0
2067.0,3885394200.0,3613974300.0,5583935000.0,5675330600.0,4554296000.0,2493089300.0,3105984500.0,6466365400.0,2608814800.0,2307757000.0
2068.0,3718056000.0,3404375600.0,5282896400.0,5511374000.0,4361242600.0,2390882000.0,2883724300.0,6377110500.0,2498630100.0,2159285200.0
2069.0,3543576300.0,3237772300.0,5134878700.0,5267250700.0,4291232500.0,2302655000.0,2716827600.0,6512537600.0,2359637200.0,2032169700.0
2070.0,3370725400.0,3086941400.0,4918606000.0,5083994600.0,4072846000.0,2163521800.0,2567688200.0,6067002000.0,2211239700.0,1931343100.0
2071.0,3139572500.0,2984235000.0,4774807000.0,4856240000.0,3981720800.0,2053366800.0,2420336600.0,5882899000.0,2077633200.0,1804647600.0
2072.0,2991414800.0,2802058800.0,4908447000.0,4638358000.0,3807042800.0,1987510900.0,2269011000.0,5794505000.0,1946907800.0,1692189700.0
2073.0,2787179500.0,2595385000.0,4393257000.0,4493461000.0,3708450000.0,1904841200.0,2086625700.0,5634299400.0,1802474500.0,1595502700.0
2074.0,2650710000.0,2426024400.0,4072800000.0,4298829300.0,3566281000.0,1782251300.0,2000650500.0,5482674700.0,1692025500.0,1483669400.0
2075.0,2503696000.0,2286113300.0,3865898500.0,4134458400.0,3448924000.0,1647163600.0,1901799600.0,5323727000.0,1539695700.0,1358037000.0
2076.0,2413440500.0,2105862800.0,3692110300.0,3996638700.0,3318113800.0,1534235000.0,1807471000.0,5170672600.0,1402369200.0,1214438100.0
2077.0,2329594000.0,1994648200.0,3504275200.0,3804571000.0,3218080000.0,1397560800.0,1650123900.0,5038038000.0,1270736400.0,1066947900.0
2078.0,2175583700.0,1920310000.0,3382543400.0,3607054300.0,3082596400.0,1287404700.0,1467286300.0,4985997300.0,1166963700.0,973330900.0
2079.0,2096332200.0,1824447200.0,3240239000.0,3580914400.0,2969775900.0,1174372700.0,1323147000.0,4844974000.0,1033284160.0,876746100.0
2080.0,1971167700.0,1734951000.0,3063516200.0,3376739800.0,2851803000.0,1081077900.0,1160757800.0,4723389400.0,959575300.0,820363100.0
2081.0,1864700200.0,1613327500.0,2856893000.0,3246919400.0,2731551200.0,1028170000.0,1015913860.0,4567214000.0,877023800.0,748211140.0
2082.0,1725140000.0,1444204900.0,2730831400.0,3154233600.0,2639854800.0,963405300.0,922440100.0,4425600000.0,799444100.0,700375300.0
2083.0,1612170100.0,1327065300.0,2538235100.0,3041642800.0,2544082000.0,848964540.0,835987200.0,4284868600.0,684462300.0,611104400.0
2084.0,1455461500.0,1211912100.0,2410037000.0,2943527400.0,2428774000.0,785261400.0,746087800.0,4182188300.0,612248500.0,552327300.0
2085.0,1311919900.0,1102839700.0,2278471000.0,2834521600.0,2371471600.0,704522560.0,659640100.0,4069560000.0,567755460.0,522411800.0
2086.0,1139557600.0,1006683260.0,2101711200.0,2727971000.0,2189860400.0,629534200.0,585840640.0,3935866400.0,500861760.0,455690530.0
2087.0,1057903000.0,890799200.0,1910344600.0,2594009000.0,2070799500.0,581620540.0,521523700.0,3824604200.0,478368740.0,420629600.0
2088.0,965847040.0,829856700.0,1774693100.0,2463406300.0,1914974700.0,521014980.0,471426700.0,3737511400.0,423942900.0,373910940.0
2089.0,900447000.0,736877700.0,1685240300.0,2336165600.0,1825058600.0,482029020.0,427337600.0,3645458000.0,385534660.0,350425280.0
2090.0,827402750.0,695800640.0,1523932200.0,2219224300.0,1729541200.0,457497380.0,359630850.0,3550285800.0,357305300.0,324745660.0
2091.0,770150300.0,646877400.0,1386826400.0,2089456500.0,1623409000.0,407217500.0,323771040.0,3447673600.0,328366180.0,301441200.0
2092.0,700922800.0,587316540.0,1247523300.0,1920174000.0,1510555900.0,366727520.0,271038300.0,3331446500.0,309783970.0,242974370.0
2093.0,662964540.0,545508350.0,1131748000.0,1763864700.0,1421455100.0,310774660.0,225053810.0,3270091000.0,267929860.0,227900660.0
2094.0,623486100.0,485254900.0,1039498000.0,1614419700.0,1319329200.0,293145200.0,180883980.0,3196565000.0,226922740.0,197913980.0
2095.0,563030660.0,455032130.0,939562100.0,1553977300.0,1247090400.0,242831400.0,166438740.0,3101062400.0,200264060.0,189139220.0
2096.0,519154020.0,417950270.0,881259970.0,1466564600.0,1181909400.0,227051420.0,143022900.0,3026983400.0,190856210.0,180088260.0
2097.0,477451970.0,389777660.0,838447940.0,1367864300.0,1169203300.0,202070900.0,133576856.0,2914336300.0,164439100.0,172288240.0
2098.0,458638660.0,372313920.0,756547700.0,1281380600.0,1060455500.0,195903580.0,121518660.0,2851294200.0,161875170.0,141379820.0
2099.0,431591840.0,330142180.0,698571840.0,1175051100.0,997796300.0,172764240.0,102806980.0,2790274600.0,138622530.0,135583410.0
2100.0,395540860.0,304592060.0,659638800.0,1121095800.0,961202800.0,165060340.0,83489736.0,2717264400.0,125709350.0,125468890.0
