time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,GISS-E2-R,CANESM2,GFDL-CM3,CNRM-CM5,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G
2021.0,2624203500.0,2629443800.0,2628173800.0,2624871400.0,2631257900.0,2624287200.0,2626720800.0,2628786000.0,2642942200.0,2625575700.0
2022.0,2639236400.0,2620762400.0,2645572000.0,2618205000.0,2624319200.0,2608561200.0,2614990800.0,2616881700.0,2616214800.0,2611343400.0
2023.0,2620165000.0,2615398100.0,2616312000.0,2608762400.0,2631073000.0,2585149200.0,2623294700.0,2602740000.0,2597498000.0,2599924200.0
2024.0,2609212000.0,2600212000.0,2596724700.0,2597987000.0,2615766300.0,2569831200.0,2681276000.0,2635739100.0,2587443700.0,2588924000.0
2025.0,2611459600.0,2595446000.0,2590757000.0,2577573000.0,2596041200.0,2546989300.0,2615420700.0,2657980200.0,2564473000.0,2579745300.0
2026.0,2605440500.0,2575009300.0,2580068600.0,2564018200.0,2581709300.0,2520638000.0,2613488000.0,2637676800.0,2560498200.0,2568849700.0
2027.0,2613895000.0,2556021800.0,2560806000.0,2559516000.0,2570035200.0,2497054200.0,2608619000.0,2593518000.0,2530549800.0,2544119300.0
2028.0,2618114600.0,2530879700.0,2568454700.0,2534328800.0,2544395800.0,2471616000.0,2590618000.0,2589995000.0,2510716000.0,2530437000.0
2029.0,2668935400.0,2535655000.0,2545034000.0,2505615000.0,2527321900.0,2440646400.0,2575253000.0,2584168200.0,2495250200.0,2512447500.0
2030.0,2627629600.0,2506018300.0,2556418600.0,2506881300.0,2513951000.0,2400129800.0,2552543700.0,2571824000.0,2465296400.0,2492389000.0
2031.0,2579413500.0,2511869000.0,2550529500.0,2470563300.0,2482368800.0,2368625000.0,2539765200.0,2564800800.0,2428521700.0,2459690000.0
2032.0,2569028900.0,2484346000.0,2523203300.0,2454864400.0,2466814200.0,2336355800.0,2525027800.0,2538934800.0,2387263500.0,2444186000.0
2033.0,2563792100.0,2461851600.0,2507570700.0,2421114000.0,2429210400.0,2313561600.0,2508302000.0,2539274800.0,2352245200.0,2422960600.0
2034.0,2550410200.0,2428258800.0,2486235100.0,2399158000.0,2400296700.0,2273728500.0,2497426700.0,2530185000.0,2304152800.0,2399768300.0
2035.0,2544088300.0,2399520800.0,2462274000.0,2381432600.0,2391818500.0,2235067000.0,2471948500.0,2505002000.0,2256517000.0,2386647000.0
2036.0,2516152000.0,2371837700.0,2434958600.0,2341331200.0,2362788400.0,2223396900.0,2453954800.0,2487366400.0,2209941800.0,2360375000.0
2037.0,2511002000.0,2642781700.0,2410843400.0,2301190000.0,2320518700.0,2180755500.0,2432756700.0,2497899500.0,2147460400.0,2347132400.0
2038.0,2500107000.0,2381524500.0,2396264700.0,2262365400.0,2283571000.0,2138653800.0,2415726800.0,2466849500.0,2105989900.0,2317271300.0
2039.0,2492277000.0,2362913500.0,2377727700.0,2223885300.0,2242262500.0,2087015700.0,2390670300.0,2431803600.0,2051379300.0,2294440200.0
2040.0,2461172500.0,2306445600.0,2358875600.0,2177281000.0,2212989700.0,2028750100.0,2389374500.0,2412188700.0,1984130700.0,2266052900.0
2041.0,2442615600.0,2289484300.0,2335268600.0,2131969700.0,2177080300.0,1990612200.0,2364009000.0,2394218800.0,1969815200.0,2230994400.0
2042.0,2440296000.0,2240569300.0,2310822100.0,2075008300.0,2123423000.0,1931219700.0,2339687200.0,2409639000.0,1914597400.0,2194413600.0
2043.0,2434609400.0,2195332900.0,2304795400.0,2003881600.0,2097462900.0,1878213400.0,2319757600.0,2361079300.0,1847288200.0,2179377200.0
2044.0,2400609500.0,2152914000.0,2280003000.0,1969901700.0,2068861200.0,1811361500.0,2289705200.0,2328516900.0,1789797500.0,2141827600.0
2045.0,2367517700.0,2172908800.0,2282827000.0,1906241700.0,2027056800.0,1755518500.0,2259576800.0,2300045800.0,1721547900.0,2246467300.0
2046.0,2334864400.0,2097659800.0,2229909200.0,1834667300.0,1971485400.0,1696227100.0,2233799400.0,2334160400.0,1635004500.0,2188518700.0
2047.0,2311419600.0,2065629200.0,2194584000.0,1769288800.0,1914689800.0,1646129900.0,2202213400.0,2284037400.0,1567781800.0,2119789400.0
2048.0,2306092300.0,2011819100.0,2160641800.0,1691008800.0,1866140300.0,1595663000.0,2179264500.0,2252118800.0,1493957100.0,2066507100.0
2049.0,2290417000.0,1977490300.0,2125841900.0,1625495800.0,1812218600.0,1537558100.0,2147172600.0,2219549700.0,1439416300.0,2038747900.0
2050.0,2284030500.0,1942058000.0,2087910100.0,1552646300.0,1767840100.0,1492693100.0,2101733600.0,2199549400.0,1369892900.0,1969583100.0
2051.0,2289021200.0,1891114000.0,2045606700.0,1504559400.0,1723327900.0,1418771200.0,2093503200.0,2159008800.0,1320160600.0,1940835000.0
2052.0,2221938400.0,1841305600.0,1998815000.0,1459293000.0,1660992600.0,1359118000.0,2043097200.0,2122289700.0,1255068700.0,1904399200.0
2053.0,2187534300.0,1801788400.0,1973888300.0,1418783900.0,1620558300.0,1314515700.0,1999636000.0,2092951200.0,1213142800.0,1863142800.0
2054.0,2168877000.0,1878599000.0,1908619400.0,1387512000.0,1565763200.0,1268278500.0,1951772800.0,2052559000.0,1143186300.0,1802181900.0
2055.0,2148038700.0,1766488600.0,1878118800.0,1330318100.0,1517220500.0,1227269100.0,1907636900.0,2018978200.0,1087661600.0,1754628000.0
2056.0,2113099100.0,1725316200.0,1843144800.0,1285397500.0,1469946900.0,1188172300.0,1867338100.0,1989074300.0,1055818600.0,1713163000.0
2057.0,2089320200.0,1684775200.0,1810345700.0,1251482900.0,1416694300.0,1139646000.0,1828717400.0,1960701700.0,1016532860.0,1665815400.0
2058.0,2069344400.0,1648569200.0,1767546800.0,1213836900.0,1362019700.0,1103010600.0,1780623900.0,1927028100.0,980021760.0,1617212400.0
2059.0,2100130000.0,1611587000.0,1730004400.0,1175718500.0,1474326800.0,1061707600.0,1778673800.0,1898856100.0,932351700.0,1583785200.0
2060.0,2316063000.0,1575206900.0,1685028900.0,1127756400.0,1302714400.0,1008395970.0,1708464800.0,1862915700.0,880435600.0,1538824100.0
2061.0,2111819400.0,1532593400.0,1652482200.0,1111038600.0,1252270200.0,963545800.0,1671398100.0,1835175000.0,844472400.0,1500852400.0
2062.0,2025602800.0,1485778700.0,1610556200.0,1082654200.0,1220310500.0,920746700.0,1628825200.0,1896113300.0,808036900.0,1452000300.0
2063.0,1998113900.0,1438595300.0,1568079100.0,1043513150.0,1177452000.0,885201900.0,1568253800.0,1787722800.0,770803600.0,1416063200.0
2064.0,1962515700.0,1406282600.0,1514287600.0,1016776500.0,1147431600.0,854847800.0,1541754900.0,1740972400.0,731537000.0,1376405000.0
2065.0,1921787900.0,1355703700.0,1482069600.0,986573250.0,1108681500.0,822446800.0,1486187400.0,1695356800.0,708718700.0,1338453100.0
2066.0,1886310000.0,1340007000.0,1452978400.0,982335900.0,1074504400.0,793615600.0,1493885600.0,1653253500.0,680176000.0,1308321000.0
2067.0,1857975600.0,1315678100.0,1422012700.0,955384100.0,1039513540.0,755770200.0,1420747400.0,1613801900.0,646674300.0,1263114800.0
2068.0,1830755700.0,1276789800.0,1371054200.0,926023000.0,1022293950.0,723656900.0,1380067200.0,1566157300.0,626880700.0,1249199100.0
2069.0,1788849400.0,1233078900.0,1321112800.0,897359300.0,994127040.0,684964500.0,1349958300.0,1516719000.0,599218750.0,1207707000.0
2070.0,1764783100.0,1196410200.0,1288430800.0,933576260.0,957345900.0,658051700.0,1302382200.0,1476607100.0,567668860.0,1159600600.0
2071.0,1723712100.0,1162534400.0,1243317900.0,884821700.0,927887000.0,631735000.0,1267013400.0,1442014000.0,545937340.0,1130169900.0
2072.0,1671604500.0,1124372100.0,1212082400.0,859628000.0,898824260.0,599895200.0,1235558900.0,1388636400.0,519730530.0,1155568800.0
2073.0,1632593900.0,1086760100.0,1186962700.0,839063200.0,866626940.0,574632770.0,1187223000.0,1337769500.0,494635600.0,1081969700.0
2074.0,1598065000.0,1048428700.0,1161072900.0,814419650.0,837803100.0,552498700.0,1148655900.0,1289059700.0,473475970.0,1047263200.0
2075.0,1566133400.0,1013365060.0,1137469700.0,790211800.0,807430600.0,526825060.0,1115956600.0,1235772800.0,451468450.0,1022141700.0
2076.0,1537167100.0,981628300.0,1099918500.0,764528450.0,779950340.0,501751550.0,1075216500.0,1197778000.0,430129000.0,984592900.0
2077.0,1502954000.0,950524350.0,1069986940.0,722660350.0,754035460.0,482612200.0,1038636100.0,1142931300.0,407570720.0,943557300.0
2078.0,1481091100.0,908436160.0,1041758100.0,699753200.0,712140800.0,463330530.0,1002569540.0,1110427100.0,392548860.0,923757500.0
2079.0,1432232600.0,890476700.0,1013181600.0,678095600.0,691860540.0,446865760.0,971856640.0,1086573700.0,375492930.0,898550140.0
2080.0,1403296600.0,875649860.0,978992260.0,658062340.0,654878460.0,426118530.0,938193500.0,1036715650.0,358049300.0,868308860.0
2081.0,1374019000.0,848425300.0,955144060.0,631032100.0,633620500.0,411886720.0,900506940.0,1017121150.0,336286050.0,843695400.0
2082.0,1344663900.0,827832400.0,923075840.0,613194300.0,622549400.0,392344060.0,870939460.0,983563900.0,321952480.0,816957500.0
2083.0,1309052900.0,821279550.0,881527900.0,591485250.0,602415900.0,363778600.0,845508600.0,943545200.0,313926720.0,794444700.0
2084.0,1263384800.0,781501440.0,871277000.0,579216900.0,574253250.0,345837220.0,827896500.0,915194700.0,305198750.0,765564740.0
2085.0,1241000300.0,747115800.0,840389600.0,564371460.0,555069250.0,325176200.0,793436500.0,877619400.0,284327040.0,743368260.0
2086.0,1210644100.0,825114500.0,831928260.0,540355840.0,523383100.0,307797820.0,768171700.0,856951700.0,268289660.0,718979800.0
2087.0,1181092500.0,737573440.0,794651200.0,525209600.0,506176900.0,286319700.0,736693250.0,824087940.0,244523340.0,687952900.0
2088.0,1149533800.0,703183600.0,774763140.0,513347840.0,488134000.0,269819620.0,705202750.0,803270140.0,222130910.0,654913200.0
2089.0,1130196900.0,690731300.0,747984450.0,500368320.0,468513700.0,251650080.0,679344000.0,780227650.0,200171200.0,630803840.0
2090.0,1080924500.0,658933500.0,725747500.0,489402460.0,442865100.0,233257040.0,654999000.0,760665300.0,185619490.0,607765000.0
2091.0,1040778000.0,637760260.0,700571650.0,479110560.0,424670200.0,218371550.0,633947000.0,734861500.0,164010320.0,587951400.0
2092.0,1009511900.0,633402430.0,676070400.0,471202660.0,404475000.0,199399040.0,615981400.0,721779200.0,146748660.0,567053400.0
2093.0,965754750.0,599868100.0,653754500.0,461987600.0,390421440.0,185606560.0,592343000.0,686991040.0,136018910.0,543348200.0
2094.0,943969900.0,579159800.0,641133200.0,442501860.0,372144420.0,170300380.0,570085600.0,663261000.0,123668376.0,533089900.0
2095.0,913309400.0,556481200.0,617936000.0,430799700.0,359870940.0,149252670.0,549867140.0,637989700.0,111408344.0,515416580.0
2096.0,872557100.0,544101570.0,594719000.0,417427000.0,344180160.0,135908880.0,533917800.0,619940540.0,102531480.0,500582940.0
2097.0,837938000.0,532516700.0,578549700.0,401969500.0,322586620.0,124839330.0,515564740.0,598208100.0,90368660.0,482018620.0
2098.0,806828740.0,516564380.0,567354000.0,386537570.0,306846100.0,104657944.0,496433250.0,582205950.0,80160710.0,464328930.0
2099.0,777797440.0,502747420.0,538693440.0,372934700.0,288744100.0,89965060.0,476065300.0,553963140.0,68716490.0,440494100.0
2100.0,748435400.0,489160800.0,521852400.0,364645660.0,274320130.0,81614190.0,457538620.0,533010560.0,58034916.0,427130940.0
