time,CANESM2,IPSL-CM5A-LR,CCSM4,GFDL-ESM2G,MPI-ESM-LR,GFDL-CM3,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,CNRM-CM5,NORESM1-M
2011.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0
2012.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0
2013.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0
2014.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0
2015.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0
2016.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0
2017.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0
2018.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0
2019.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0
2020.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0
2021.0,149499836448000.0,149479937752000.0,149645503285000.0,149900943716000.0,149644702403000.0,149401508594000.0,149733233526000.0,149568709532000.0,149357580949000.0,149398508679000.0,149466694936000.0
2022.0,148938249897000.0,148913996953000.0,149369676446000.0,149579229960000.0,149177223657000.0,148807235760000.0,149258657158000.0,149159164900000.0,148711163240000.0,148785967008000.0,149178458537000.0
2023.0,148401966872000.0,148123951221000.0,148996015650000.0,149400465189000.0,148719543286000.0,148204099682000.0,148887374007000.0,148674535640000.0,148139814657000.0,148415423632000.0,148598969764000.0
2024.0,147784944708000.0,147397785698000.0,148596319712000.0,149168423593000.0,148281462068000.0,147632792879000.0,148630351584000.0,148162588089000.0,147649343882000.0,148010684128000.0,148003192362000.0
2025.0,147419666380000.0,146435147238000.0,148113021887000.0,148752983366000.0,147921384087000.0,146973532881000.0,148110584034000.0,147441015302000.0,146991698307000.0,147628359781000.0,147464410319000.0
2026.0,147009659515000.0,145708097210000.0,147641413681000.0,148350657494000.0,147486897142000.0,146370629782000.0,147755674606000.0,146775305217000.0,146218941309000.0,147343728846000.0,146858480850000.0
2027.0,146583832108000.0,145106175585000.0,147193788881000.0,148010927438000.0,146994066816000.0,145815687951000.0,147564162106000.0,146272329340000.0,145457105490000.0,146762404260000.0,146390523381000.0
2028.0,146251007462000.0,144439204340000.0,146592639866000.0,147737003304000.0,146389326329000.0,145074870759000.0,147283463221000.0,145760576695000.0,144708172314000.0,146242679919000.0,145805654323000.0
2029.0,145547928086000.0,143811631381000.0,146075820381000.0,147466549994000.0,145675181254000.0,144661128199000.0,146890115450000.0,145269167730000.0,144059466773000.0,145698797210000.0,145024476726000.0
2030.0,144853207246000.0,143182010626000.0,145365888384000.0,147017012362000.0,145230522793000.0,144058913455000.0,146556534476000.0,144781007573000.0,143315096394000.0,145245848591000.0,144345386410000.0
2031.0,144188758723000.0,142785375600000.0,144587356955000.0,146679334034000.0,144794231678000.0,143253160595000.0,146397237324000.0,144307832181000.0,142592391017000.0,144797727300000.0,143661526024000.0
2032.0,143554319801000.0,142282829156000.0,143939132258000.0,146274206064000.0,144124655956000.0,142740630475000.0,145774659681000.0,143771291950000.0,141869197037000.0,144387102507000.0,143108633515000.0
2033.0,142790191204000.0,141708015470000.0,143433917940000.0,146049208867000.0,143537960493000.0,141882965089000.0,145356046792000.0,143282652641000.0,140924988634000.0,143841422475000.0,142450528068000.0
2034.0,142115017805000.0,140949315618000.0,142825227400000.0,145761189038000.0,143061514369000.0,141244849450000.0,145106979350000.0,142732657719000.0,140119441918000.0,143475858757000.0,141807600676000.0
2035.0,141508663185000.0,140384739560000.0,142476850789000.0,145576823107000.0,142527220728000.0,140633108203000.0,144686170721000.0,142131471962000.0,139264105644000.0,142962302842000.0,141048708966000.0
2036.0,140772972004000.0,139761591319000.0,141936053217000.0,145257864325000.0,141977745874000.0,139983785485000.0,144403856047000.0,141742415096000.0,138468789721000.0,142505272125000.0,140376288327000.0
2037.0,140177074712000.0,139143026906000.0,141207569240000.0,144857666416000.0,141560221241000.0,139228500222000.0,144084104001000.0,141389868895000.0,137803599609000.0,142021905110000.0,139797296882000.0
2038.0,139480191712000.0,138502654464000.0,140563064821000.0,144536883137000.0,140937003502000.0,138667654891000.0,143796419325000.0,140943539599000.0,137095420994000.0,141670800618000.0,139249394690000.0
2039.0,138795115506000.0,137827483979000.0,140050309092000.0,144055968715000.0,140259301361000.0,138119010909000.0,143532074698000.0,140225988038000.0,136299274293000.0,141114405275000.0,138875908874000.0
2040.0,138264950130000.0,137063791713000.0,139600521750000.0,143799880617000.0,139654854041000.0,137427010279000.0,143030330586000.0,139844442208000.0,135329559482000.0,140542076811000.0,138224305627000.0
2041.0,137829846914000.0,136627596387000.0,139117394295000.0,143485789476000.0,139099637200000.0,136759144732000.0,142604003940000.0,139326970310000.0,134478575089000.0,140108891501000.0,137564867621000.0
2042.0,137219260439000.0,136246342376000.0,138773754489000.0,143343394032000.0,138580788685000.0,135954700138000.0,142251061692000.0,138742834529000.0,133371354974000.0,139636806905000.0,136928320656000.0
2043.0,136464348875000.0,135618920295000.0,138320005734000.0,142982778132000.0,138100179424000.0,135195806869000.0,141999169631000.0,138293839926000.0,132198545591000.0,139081653554000.0,136339953781000.0
2044.0,135775780599000.0,135056124809000.0,137822850506000.0,142666895316000.0,137511259350000.0,134419340255000.0,141472480917000.0,137790818219000.0,131383375141000.0,138482612395000.0,135598140749000.0
2045.0,135161645936000.0,134404383605000.0,137096954891000.0,142342457733000.0,136681088265000.0,133641123756000.0,141053507619000.0,137330400371000.0,130638910179000.0,137890798859000.0,134874741064000.0
2046.0,134585510095000.0,133705010748000.0,136436553663000.0,141935591226000.0,135982991434000.0,132932637995000.0,140766497145000.0,136791569626000.0,129812625409000.0,137432417072000.0,134212669116000.0
2047.0,134091860929000.0,133060322105000.0,135858322565000.0,141459926623000.0,135312114655000.0,132320069866000.0,140608327947000.0,136295526450000.0,129051256299000.0,136688408094000.0,133588588928000.0
2048.0,133373866760000.0,132367893627000.0,135291080887000.0,141161307934000.0,134837667929000.0,131648017558000.0,140064170702000.0,135785392276000.0,128256310326000.0,136311622458000.0,133067045422000.0
2049.0,132840810162000.0,131698853861000.0,134699605210000.0,140907255993000.0,134327906650000.0,130869289916000.0,139622926183000.0,135323332169000.0,127272796410000.0,135734747057000.0,132548201998000.0
2050.0,132302069494000.0,131190969396000.0,134225778446000.0,140577217000000.0,133783399448000.0,130096606664000.0,139159967317000.0,134718926146000.0,126475486366000.0,135013577101000.0,131936324652000.0
2051.0,131415842052000.0,130540754662000.0,133924916145000.0,140462276074000.0,133452428128000.0,129358107591000.0,138801231573000.0,134205418854000.0,125794330111000.0,134543331005000.0,131378725916000.0
2052.0,130654292366000.0,129776457024000.0,133593502818000.0,140004817933000.0,132912532918000.0,128413046027000.0,138491995741000.0,133722304711000.0,124862508985000.0,133969298871000.0,130969737958000.0
2053.0,130079704921000.0,129112081071000.0,133148564551000.0,139765586142000.0,132364347728000.0,127715398151000.0,138293188850000.0,133295730644000.0,123909331992000.0,133345730627000.0,130603985379000.0
2054.0,129373234895000.0,128549031194000.0,132755002556000.0,139560401125000.0,131889249481000.0,126703495250000.0,137942471367000.0,132768667830000.0,123048605670000.0,132862565073000.0,129902301621000.0
2055.0,128717719879000.0,127993535154000.0,132134860409000.0,139386117313000.0,131325652373000.0,125992409621000.0,137753417024000.0,132226054855000.0,122227831278000.0,132258882169000.0,129305425501000.0
2056.0,128006159447000.0,127431584703000.0,131863066439000.0,139051804193000.0,130950907898000.0,125309056843000.0,137464110167000.0,131799886127000.0,121391827509000.0,131606150403000.0,128921539370000.0
2057.0,127346485780000.0,126921974464000.0,131535060088000.0,138828267976000.0,130610677234000.0,124476354805000.0,137110708008000.0,131214722843000.0,120515105689000.0,130929875755000.0,128558901024000.0
2058.0,126835605380000.0,126376315484000.0,131301175931000.0,138635125632000.0,130319216538000.0,123760888575000.0,136786879905000.0,130737335166000.0,119629527915000.0,130357207444000.0,127933807120000.0
2059.0,126177119542000.0,126126199576000.0,130930016392000.0,138234550333000.0,130079253249000.0,122983521295000.0,136327858093000.0,130134580847000.0,118652260727000.0,129703358347000.0,127306721876000.0
2060.0,125562836930000.0,125548222642000.0,130513328071000.0,138021299789000.0,129718925503000.0,122405575112000.0,135860388267000.0,129645522057000.0,117741556967000.0,128785624027000.0,126663028795000.0
2061.0,124997197684000.0,125123280833000.0,130216523351000.0,137859830356000.0,129119552519000.0,121569971707000.0,135584000022000.0,129285323354000.0,116652501185000.0,128019514963000.0,125945100772000.0
2062.0,124385235112000.0,124601463365000.0,129770784408000.0,137579429681000.0,128672894671000.0,121020913810000.0,135427657719000.0,128862513449000.0,115583954479000.0,127293409525000.0,125427701453000.0
2063.0,123822845768000.0,124126795481000.0,129356160834000.0,137339360500000.0,128249540180000.0,120323015147000.0,135048123413000.0,128457747630000.0,114507992720000.0,126587458688000.0,124946985052000.0
2064.0,123300403226000.0,123594357128000.0,128981910764000.0,137150293603000.0,127804220764000.0,119693422687000.0,134641868204000.0,127994175103000.0,113539579518000.0,125783905238000.0,124570270454000.0
2065.0,122820165789000.0,123085694618000.0,128678921582000.0,136920042658000.0,127419146075000.0,119067659870000.0,134426910537000.0,127520635010000.0,112549271337000.0,125072394581000.0,124118063424000.0
2066.0,121999836753000.0,122562355039000.0,128359633861000.0,136774203596000.0,126990210298000.0,118518406158000.0,134172815671000.0,127182828208000.0,111628752781000.0,124558320657000.0,123593562422000.0
2067.0,121395636396000.0,121889503608000.0,128165897925000.0,136728370587000.0,126683734587000.0,117845602435000.0,133866383395000.0,126762780924000.0,110762274046000.0,123921211132000.0,123168275822000.0
2068.0,120654063078000.0,121352444024000.0,127838443798000.0,136393436525000.0,126067729343000.0,117075074186000.0,133535746017000.0,126273900679000.0,109974717479000.0,123360694610000.0,122679603327000.0
2069.0,120114791029000.0,120815938299000.0,127542098159000.0,136241709008000.0,125623468676000.0,116330981252000.0,133351832633000.0,125782974159000.0,109134831061000.0,122766532550000.0,122131947121000.0
2070.0,119606445873000.0,120228050782000.0,127148623262000.0,135943554498000.0,125290236077000.0,115764889662000.0,133237258624000.0,125353259592000.0,108326216174000.0,122193492923000.0,121590344740000.0
2071.0,119052551683000.0,119694049360000.0,126768969896000.0,135851079997000.0,124958972614000.0,115110361754000.0,132946700615000.0,124955526900000.0,107429657042000.0,121453640454000.0,121097953693000.0
2072.0,118693370137000.0,119006077834000.0,126185024280000.0,135836504496000.0,124575517073000.0,114442321739000.0,132613832714000.0,124524950563000.0,106471118734000.0,120773323144000.0,120574635144000.0
2073.0,118130921588000.0,118448294235000.0,125841781771000.0,135677789188000.0,124215025314000.0,113827240430000.0,132522900856000.0,124279741983000.0,105648666990000.0,120301890331000.0,120044679356000.0
2074.0,117726322347000.0,117837211614000.0,125570422668000.0,135525514977000.0,123889364311000.0,113068078929000.0,132371499554000.0,123954855048000.0,104769561586000.0,119802699615000.0,119614405845000.0
2075.0,117410770768000.0,117375246807000.0,125078928882000.0,135603790490000.0,123398942630000.0,112471775675000.0,132134058909000.0,123545725839000.0,104022525229000.0,119219469623000.0,119059813129000.0
2076.0,117025431632000.0,116860489225000.0,124470639115000.0,135443380438000.0,122965835752000.0,111815566909000.0,131773713147000.0,123137323303000.0,103210210940000.0,118669884234000.0,118668259000000.0
2077.0,116605139989000.0,116219249309000.0,124204958254000.0,135300638998000.0,122650991451000.0,111199617660000.0,131478635501000.0,122783245074000.0,102521586678000.0,118013646189000.0,118127410606000.0
2078.0,116219266450000.0,115751709860000.0,123915113926000.0,135202483181000.0,122320471765000.0,110522850762000.0,131126840205000.0,122281278018000.0,101787276480000.0,117411487981000.0,117716767181000.0
2079.0,115757810648000.0,115108088173000.0,123400506511000.0,134935812031000.0,122086608150000.0,109771884672000.0,130858719226000.0,121902933069000.0,100936139096000.0,116732390613000.0,117161074542000.0
2080.0,115231474023000.0,114499522670000.0,123090952245000.0,134705186842000.0,121726411836000.0,109219068512000.0,130729585200000.0,121324504348000.0,99868806934000.0,116187310782000.0,116764922939000.0
2081.0,114729682955000.0,113862728057000.0,122736086402000.0,134579717352000.0,121319694077000.0,108648061558000.0,130423011865000.0,120912232026000.0,99158979092000.0,115648199706000.0,116278566913000.0
2082.0,114407243540000.0,113484120744000.0,122406490852000.0,134532735183000.0,121033300336000.0,108069333374000.0,130186008714000.0,120428729976000.0,98504611905000.0,115142440714000.0,115761176644000.0
2083.0,113874375286000.0,112835977644000.0,122029420067000.0,134319247353000.0,120769225517000.0,107642311536000.0,129891894217000.0,119941046311000.0,97895692503000.0,114546645838000.0,115133427353000.0
2084.0,113405365237000.0,112256796090000.0,121741707728000.0,134127640834000.0,120325679761000.0,107217204089000.0,129800660389000.0,119440011382000.0,97208454655000.0,114331925359000.0,114331391307000.0
2085.0,112945868113000.0,111685165562000.0,121488123916000.0,134065771765000.0,120130239698000.0,106759024391000.0,129513952978000.0,119115043259000.0,96569467581000.0,113799512801000.0,113867859411000.0
2086.0,112331699060000.0,111144714977000.0,121297279119000.0,133841335997000.0,119768219380000.0,106197939941000.0,129228466136000.0,118679236574000.0,95931643772000.0,113142099861000.0,113365111734000.0
2087.0,111829492100000.0,110707755530000.0,120956507659000.0,133729275733000.0,119387747134000.0,105680074629000.0,128943805599000.0,118119282091000.0,95346777858000.0,112550363489000.0,112845182788000.0
2088.0,111511739308000.0,110149602941000.0,120775082029000.0,133657497855000.0,119238925401000.0,105227829853400.0,128742504948000.0,117602489624000.0,94615716964000.0,112117969194000.0,112395003270000.0
2089.0,111085477546000.0,109731473490000.0,120495554391000.0,133612006619000.0,119143329015000.0,104679199365500.0,128399200723000.0,117060038318000.0,93968196773000.0,111420988697000.0,111802971129000.0
2090.0,110607142293000.0,109370833297000.0,120118390310000.0,133432173418000.0,118890949320000.0,104131032681000.0,128294712793000.0,116695136042000.0,93170899057000.0,110906639011000.0,111296166207000.0
2091.0,109966134652000.0,108896324434000.0,119815608496000.0,133319831362000.0,118618586027000.0,103588197048600.0,128159628668000.0,116226477398000.0,92391008725000.0,110336663775000.0,110852378052000.0
2092.0,109501797050000.0,108466943862000.0,119580476581000.0,133116644897000.0,118418095759000.0,102943294960400.0,128000369471000.0,115778163563000.0,91643985434000.0,109927573727000.0,110298947316000.0
2093.0,108991099719000.0,107844078811000.0,119222063801000.0,132917261133000.0,118179104897000.0,102247427549000.0,127771726310000.0,115296881124000.0,90814140031000.0,109502785676000.0,109887277001000.0
2094.0,108535031358000.0,107496978340000.0,118763314720000.0,132838637005000.0,117968534149000.0,101807520333000.0,127610797633000.0,114752082883000.0,90107399105000.0,108993499276000.0,109485998477000.0
2095.0,108116025144000.0,107060970186000.0,118417647809000.0,132788028649000.0,117666637515000.0,101241626609700.0,127491301765000.0,114380400890000.0,89465370596000.0,108325884177000.0,109062945676000.0
2096.0,107669159297000.0,106643496617000.0,118125250543000.0,132715741472000.0,117438510793000.0,100884770478600.0,127353495519000.0,113853603015000.0,88833128686000.0,107780584668000.0,108849397836000.0
2097.0,107249909444000.0,106289618187000.0,117887162382000.0,132690361110000.0,117097394352000.0,100377539754700.0,127024896949000.0,113347905800000.0,88156615555000.0,107221224395000.0,108343214814000.0
2098.0,106824429801000.0,105776061811000.0,117719574055000.0,132731710044000.0,116765870517000.0,99891695714500.0,126812319498000.0,112679788244000.0,87476691712000.0,106721001347000.0,107945064528000.0
2099.0,106371411315000.0,105475191697000.0,117333307425000.0,132661384340000.0,116499662715000.0,99435550510400.0,126561583944000.0,112149362648000.0,86702878548000.0,106347753838000.0,107542020996000.0
2100.0,105893870185000.0,105159973683000.0,117192650212000.0,132476443999000.0,116246369700000.0,98749568275000.0,126275812175000.0,111692710349000.0,86034192334000.0,105968825733000.0,107065431350000.0
