time,NORESM1-M,MPI-ESM-LR,CANESM2,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,GFDL-ESM2G
2013.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0
2014.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0
2015.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0
2016.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0
2017.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0
2018.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0
2019.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0
2020.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0
2021.0,44309424000000.0,44335630000000.0,44154915000000.0,44314223000000.0,44325100000000.0,44313880000000.0,44231230000000.0,44352533000000.0,44111250000000.0,44356250000000.0,44342650000000.0
2022.0,44296158000000.0,44274520000000.0,44074397000000.0,44257780000000.0,44137223000000.0,44147260000000.0,44142118000000.0,44335307000000.0,44116855000000.0,44332230000000.0,44238947000000.0
2023.0,44199647000000.0,44250406000000.0,44013030000000.0,44231582000000.0,43937947000000.0,44028140000000.0,44076917000000.0,44279372000000.0,44092814000000.0,44312813000000.0,44196200000000.0
2024.0,44107427000000.0,44210980000000.0,43921166000000.0,44167615000000.0,43810930000000.0,43963847000000.0,43978162000000.0,44268127000000.0,44043760000000.0,44230020000000.0,44157430000000.0
2025.0,44001323000000.0,44234183000000.0,43925770000000.0,44116696000000.0,43411734000000.0,43723635000000.0,43872567000000.0,44248833000000.0,43935427000000.0,44193318000000.0,43989050000000.0
2026.0,43853970000000.0,44191065000000.0,43869257000000.0,44047020000000.0,43223170000000.0,43562704000000.0,43749288000000.0,44126320000000.0,43897342000000.0,44237282000000.0,43913230000000.0
2027.0,43815063000000.0,44135113000000.0,43886567000000.0,44062195000000.0,43094825000000.0,43488586000000.0,43586083000000.0,44052293000000.0,43856230000000.0,44340106000000.0,43875683000000.0
2028.0,43703080000000.0,44105992000000.0,43932240000000.0,43912106000000.0,43026220000000.0,43477665000000.0,43448158000000.0,44091600000000.0,43774894000000.0,44445177000000.0,43859887000000.0
2029.0,43579820000000.0,44103975000000.0,43829533000000.0,43766065000000.0,42959980000000.0,43356013000000.0,43328842000000.0,44136804000000.0,43696580000000.0,44500316000000.0,43849200000000.0
2030.0,43481213000000.0,44096542000000.0,43707870000000.0,43561664000000.0,42941200000000.0,43148823000000.0,43201264000000.0,44113085000000.0,43569870000000.0,44454505000000.0,43798690000000.0
2031.0,43326270000000.0,44058480000000.0,43590390000000.0,43290217000000.0,42954400000000.0,43047694000000.0,42999975000000.0,44090767000000.0,43488213000000.0,44401674000000.0,43799905000000.0
2032.0,43273590000000.0,44001772000000.0,43513736000000.0,43039720000000.0,42897060000000.0,42910544000000.0,42782080000000.0,44040160000000.0,43314800000000.0,44405070000000.0,43676806000000.0
2033.0,43160785000000.0,44010396000000.0,43290552000000.0,42961420000000.0,42881200000000.0,42877585000000.0,42663250000000.0,44004788000000.0,43167974000000.0,44334284000000.0,43711484000000.0
2034.0,43042426000000.0,43894250000000.0,43200765000000.0,42796887000000.0,42813673000000.0,42805473000000.0,42564103000000.0,44016972000000.0,43120675000000.0,44250090000000.0,43635437000000.0
2035.0,42987795000000.0,43853655000000.0,43024530000000.0,42747160000000.0,42827275000000.0,42766750000000.0,42365700000000.0,43911343000000.0,43017847000000.0,44303238000000.0,43626970000000.0
2036.0,42909773000000.0,43817374000000.0,42923220000000.0,42616440000000.0,42779710000000.0,42667110000000.0,42215020000000.0,43874907000000.0,42973150000000.0,44268470000000.0,43606937000000.0
2037.0,42837840000000.0,43736298000000.0,42766140000000.0,42427558000000.0,42780953000000.0,42647452000000.0,42132420000000.0,43871937000000.0,42868245000000.0,44346210000000.0,43563425000000.0
2038.0,42783457000000.0,43629385000000.0,42543100000000.0,42321580000000.0,42792227000000.0,42584995000000.0,42048630000000.0,43872720000000.0,42840294000000.0,44370976000000.0,43596180000000.0
2039.0,42740738000000.0,43602040000000.0,42403793000000.0,42286063000000.0,42766524000000.0,42434290000000.0,41927320000000.0,43894860000000.0,42722384000000.0,44445670000000.0,43542206000000.0
2040.0,42652100000000.0,43595336000000.0,42239150000000.0,42219067000000.0,42621930000000.0,42345940000000.0,41804280000000.0,43843570000000.0,42589617000000.0,44464194000000.0,43578588000000.0
2041.0,42549553000000.0,43514440000000.0,42207046000000.0,42137160000000.0,42664810000000.0,42166570000000.0,41488377000000.0,43732080000000.0,42552753000000.0,44503038000000.0,43630730000000.0
2042.0,42503437000000.0,43477665000000.0,42079015000000.0,42104043000000.0,42604590000000.0,41983620000000.0,41165127000000.0,43743500000000.0,42421430000000.0,44535195000000.0,43675760000000.0
2043.0,42411443000000.0,43398556000000.0,41947784000000.0,42040767000000.0,42478250000000.0,41946916000000.0,40889636000000.0,43707190000000.0,42302374000000.0,44561645000000.0,43681610000000.0
2044.0,42231667000000.0,43378763000000.0,41866918000000.0,41904810000000.0,42375320000000.0,41861450000000.0,40774763000000.0,43548640000000.0,42089870000000.0,44523840000000.0,43670292000000.0
2045.0,42100008000000.0,43362270000000.0,41760605000000.0,41674610000000.0,42333958000000.0,41741390000000.0,40643682000000.0,43503397000000.0,41851973000000.0,44492825000000.0,43586045000000.0
2046.0,42043355000000.0,43250858000000.0,41681106000000.0,41526063000000.0,42105968000000.0,41626550000000.0,40429177000000.0,43500100000000.0,41707320000000.0,44577160000000.0,43566220000000.0
2047.0,41991157000000.0,43191085000000.0,41619034000000.0,41465100000000.0,41976180000000.0,41472070000000.0,40249644000000.0,43529175000000.0,41493980000000.0,44700677000000.0,43503470000000.0
2048.0,41895384000000.0,43135170000000.0,41457570000000.0,41320685000000.0,41849730000000.0,41308605000000.0,40009020000000.0,43409696000000.0,41256445000000.0,44802603000000.0,43514390000000.0
2049.0,41832734000000.0,43119735000000.0,41369293000000.0,41151004000000.0,41736890000000.0,41252737000000.0,39745700000000.0,43283288000000.0,40992405000000.0,44831108000000.0,43537865000000.0
2050.0,41745035000000.0,43023390000000.0,41289907000000.0,41061690000000.0,41580880000000.0,41112270000000.0,39515364000000.0,43264890000000.0,40790150000000.0,44833255000000.0,43616706000000.0
2051.0,41639054000000.0,43020620000000.0,41028938000000.0,41025340000000.0,41442000000000.0,41027030000000.0,39232576000000.0,43235196000000.0,40592285000000.0,44859423000000.0,43648060000000.0
2052.0,41634240000000.0,42996435000000.0,40767855000000.0,40968754000000.0,41335877000000.0,40949620000000.0,38978347000000.0,43123275000000.0,40402833000000.0,44707275000000.0,43608028000000.0
2053.0,41627465000000.0,42950885000000.0,40687223000000.0,40888122000000.0,41250750000000.0,40839820000000.0,38716860000000.0,43142905000000.0,40371860000000.0,44780503000000.0,43513194000000.0
2054.0,41495927000000.0,42984955000000.0,40526053000000.0,40824335000000.0,41264150000000.0,40691770000000.0,38519050000000.0,43185812000000.0,40238610000000.0,44733364000000.0,43458736000000.0
2055.0,41420660000000.0,42950076000000.0,40304644000000.0,40710090000000.0,41137125000000.0,40516515000000.0,38346070000000.0,43195000000000.0,40066286000000.0,44767187000000.0,43401425000000.0
2056.0,41350200000000.0,42999840000000.0,40172430000000.0,40609470000000.0,41022638000000.0,40377906000000.0,38250550000000.0,43139935000000.0,39856575000000.0,44804810000000.0,43353620000000.0
2057.0,41297640000000.0,43005170000000.0,40041666000000.0,40564112000000.0,40942896000000.0,40262353000000.0,38008910000000.0,43055880000000.0,39630390000000.0,44724187000000.0,43382554000000.0
2058.0,41232512000000.0,43069620000000.0,39933570000000.0,40527886000000.0,40990413000000.0,40119530000000.0,37843430000000.0,43008450000000.0,39393067000000.0,44642842000000.0,43405030000000.0
2059.0,41200598000000.0,43111653000000.0,39776150000000.0,40464095000000.0,40999443000000.0,39957820000000.0,37578080000000.0,42817385000000.0,39182560000000.0,44571710000000.0,43343887000000.0
2060.0,41018100000000.0,43121200000000.0,39637990000000.0,40412010000000.0,40998613000000.0,39819946000000.0,37431800000000.0,42781242000000.0,39004520000000.0,44628430000000.0,43341048000000.0
2061.0,40915800000000.0,43103474000000.0,39579017000000.0,40311145000000.0,40973030000000.0,39697347000000.0,37085440000000.0,42705548000000.0,38784863000000.0,44556210000000.0,43311800000000.0
2062.0,40886965000000.0,43039226000000.0,39422762000000.0,40208154000000.0,40917298000000.0,39609333000000.0,36811880000000.0,42643376000000.0,38531255000000.0,44620466000000.0,43282093000000.0
2063.0,40846238000000.0,43056963000000.0,39283897000000.0,40072787000000.0,40861820000000.0,39489255000000.0,36474255000000.0,42599025000000.0,38392306000000.0,44633074000000.0,43246537000000.0
2064.0,40781776000000.0,43072060000000.0,39183080000000.0,39949303000000.0,40788893000000.0,39291493000000.0,36235200000000.0,42467620000000.0,38243460000000.0,44694625000000.0,43208436000000.0
2065.0,40746535000000.0,43023614000000.0,39064030000000.0,39825126000000.0,40744207000000.0,39132005000000.0,36046515000000.0,42408713000000.0,38055460000000.0,44583730000000.0,43188720000000.0
2066.0,40684370000000.0,42954860000000.0,38763967000000.0,39796324000000.0,40611460000000.0,39075570000000.0,35802810000000.0,42331865000000.0,37891095000000.0,44539870000000.0,43215235000000.0
2067.0,40543954000000.0,43016484000000.0,38638880000000.0,39797930000000.0,40587770000000.0,38952493000000.0,35559440000000.0,42253213000000.0,37708748000000.0,44576555000000.0,43209610000000.0
2068.0,40539844000000.0,42955746000000.0,38427697000000.0,39696840000000.0,40508670000000.0,38864920000000.0,35359623000000.0,42220158000000.0,37542200000000.0,44582980000000.0,43214166000000.0
2069.0,40336294000000.0,42913736000000.0,38252132000000.0,39654133000000.0,40386380000000.0,38770300000000.0,35199310000000.0,42274558000000.0,37379897000000.0,44530577000000.0,43169446000000.0
2070.0,40335267000000.0,42882757000000.0,38249560000000.0,39502047000000.0,40330536000000.0,38703133000000.0,35043521000000.0,42242387000000.0,37076708000000.0,44555830000000.0,43220965000000.0
2071.0,40376648000000.0,42830462000000.0,38129923000000.0,39410230000000.0,40263490000000.0,38582090000000.0,34757792000000.0,42074920000000.0,36867307000000.0,44503250000000.0,43232090000000.0
2072.0,40333442000000.0,42791304000000.0,38096515000000.0,39303653000000.0,40088768000000.0,38406097000000.0,34516297000000.0,41932273000000.0,36588667000000.0,44586685000000.0,43267300000000.0
2073.0,40243588000000.0,42815002000000.0,37947487000000.0,39246094000000.0,40048683000000.0,38350250000000.0,34257653000000.0,41966940000000.0,36462980000000.0,44571150000000.0,43291152000000.0
2074.0,40191160000000.0,42776335000000.0,37880960000000.0,39173805000000.0,39973244000000.0,38249347000000.0,34017859000000.0,41894810000000.0,36376760000000.0,44509230000000.0,43287717000000.0
2075.0,40035965000000.0,42758576000000.0,37852197000000.0,39031883000000.0,39882990000000.0,38200983000000.0,33890182000000.0,41870047000000.0,36115760000000.0,44490182000000.0,43360580000000.0
2076.0,39977774000000.0,42774905000000.0,37852720000000.0,38836487000000.0,39777923000000.0,38092933000000.0,33681838000000.0,41843752000000.0,35966200000000.0,44464693000000.0,43378240000000.0
2077.0,39918350000000.0,42769314000000.0,37784287000000.0,38777930000000.0,39541453000000.0,37978097000000.0,33477003000000.0,41752340000000.0,35754080000000.0,44368145000000.0,43384960000000.0
2078.0,39909478000000.0,42675080000000.0,37742610000000.0,38669923000000.0,39403270000000.0,37876940000000.0,33393440000000.0,41657475000000.0,35494770000000.0,44286163000000.0,43447176000000.0
2079.0,39891463000000.0,42665228000000.0,37727416000000.0,38503946000000.0,39233610000000.0,37780466000000.0,33172954000000.0,41555264000000.0,35308993000000.0,44194995000000.0,43434384000000.0
2080.0,39920490000000.0,42664653000000.0,37692583000000.0,38392524000000.0,39054997000000.0,37557606000000.0,32755266000000.0,41523800000000.0,35077577000000.0,44157414000000.0,43472636000000.0
2081.0,39869716000000.0,42631153000000.0,37585690000000.0,38303050000000.0,38805800000000.0,37393760000000.0,32558210000000.0,41423480000000.0,34865307000000.0,44176616000000.0,43518840000000.0
2082.0,39745233000000.0,42602162000000.0,37570370000000.0,38152690000000.0,38699500000000.0,37312800000000.0,32403337000000.0,41368440000000.0,34704005000000.0,44225440000000.0,43542538000000.0
2083.0,39581740000000.0,42617983000000.0,37533518000000.0,38058813000000.0,38510766000000.0,37135395000000.0,32270600000000.0,41325420000000.0,34469765000000.0,44222510000000.0,43577800000000.0
2084.0,39385957000000.0,42542650000000.0,37395127000000.0,37953440000000.0,38404010000000.0,36973720000000.0,32139850000000.0,41295810000000.0,34367234000000.0,44254930000000.0,43559034000000.0
2085.0,39337660000000.0,42563843000000.0,37263384000000.0,37851080000000.0,38292400000000.0,36844855000000.0,31930911000000.0,41193174000000.0,34226830000000.0,44276482000000.0,43592650000000.0
2086.0,39300940000000.0,42550774000000.0,37142533000000.0,37830430000000.0,38155090000000.0,36678245000000.0,31737313000000.0,41073640000000.0,34026105000000.0,44285220000000.0,43617645000000.0
2087.0,39315840000000.0,42591450000000.0,37034186000000.0,37666515000000.0,38061484000000.0,36432136000000.0,31606222000000.0,40998860000000.0,33819965000000.0,44300864000000.0,43665720000000.0
2088.0,39273610000000.0,42624426000000.0,37030294000000.0,37690080000000.0,37888964000000.0,36265722000000.0,31375313000000.0,40913290000000.0,33638536000000.0,44325774000000.0,43706996000000.0
2089.0,39217060000000.0,42638700000000.0,36991765000000.0,37599008000000.0,37749768000000.0,36099397000000.0,31175691000000.0,40840750000000.0,33428706000000.0,44248485000000.0,43696175000000.0
2090.0,39117186000000.0,42648233000000.0,36885340000000.0,37486920000000.0,37691270000000.0,35945475000000.0,30965040000000.0,40830207000000.0,33313515000000.0,44203095000000.0,43673035000000.0
2091.0,39113328000000.0,42608190000000.0,36777243000000.0,37413330000000.0,37609530000000.0,35823567000000.0,30744122000000.0,40810268000000.0,33106320000000.0,44158190000000.0,43709316000000.0
2092.0,39032206000000.0,42629136000000.0,36631667000000.0,37360994000000.0,37496110000000.0,35636598000000.0,30559112000000.0,40757457000000.0,32994470000000.0,44040075000000.0,43763943000000.0
2093.0,39062254000000.0,42580820000000.0,36499827000000.0,37219640000000.0,37281510000000.0,35512590000000.0,30311866000000.0,40678076000000.0,32815616000000.0,43899804000000.0,43737230000000.0
2094.0,39003013000000.0,42641777000000.0,36311470000000.0,37109524000000.0,37260674000000.0,35328560000000.0,30141877000000.0,40646593000000.0,32672770000000.0,43911000000000.0,43755135000000.0
2095.0,38968654000000.0,42611730000000.0,36189625000000.0,37063726000000.0,37228642000000.0,35165596000000.0,29980176000000.0,40624204000000.0,32422000000000.0,43848634000000.0,43718455000000.0
2096.0,38994537000000.0,42568500000000.0,36115350000000.0,36928800000000.0,37189020000000.0,34945640000000.0,29748862000000.0,40611360000000.0,32244448000000.0,43803843000000.0,43683085000000.0
2097.0,38892460000000.0,42463452000000.0,36022200000000.0,36831786000000.0,37146774000000.0,34810035000000.0,29534800000000.0,40525180000000.0,32057820000000.0,43774588000000.0,43710486000000.0
2098.0,38889070000000.0,42420486000000.0,35902097000000.0,36733270000000.0,37044718000000.0,34603488000000.0,29345335000000.0,40481160000000.0,31894542000000.0,43747180000000.0,43728455000000.0
2099.0,38815640000000.0,42314510000000.0,35810860000000.0,36645760000000.0,37029500000000.0,34411560000000.0,29093350000000.0,40373240000000.0,31779432000000.0,43707902000000.0,43765050000000.0
2100.0,38688280000000.0,42270830000000.0,35675177000000.0,36603632000000.0,36996165000000.0,34246603000000.0,28836120000000.0,40195596000000.0,31677700000000.0,43533495000000.0,43797816000000.0
