time,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,CANESM2,NORESM1-M,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,CESM1-CAM5
2013.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0,44590620000000.0
2014.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0,44491520000000.0
2015.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0,44576643000000.0
2016.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0,44546583000000.0
2017.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0,44558566000000.0
2018.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0,44417700000000.0
2019.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0,44381004000000.0
2020.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0,44365060000000.0
2021.0,44311970000000.0,44345690000000.0,44183927000000.0,44334620000000.0,44296730000000.0,44306245000000.0,44230945000000.0,44393090000000.0,44216906000000.0,44360914000000.0,44355226000000.0
2022.0,44274427000000.0,44263380000000.0,44087495000000.0,44201830000000.0,44235215000000.0,44260343000000.0,44193242000000.0,44332132000000.0,44192185000000.0,44384725000000.0,44332380000000.0
2023.0,44229800000000.0,44149865000000.0,43946856000000.0,44082835000000.0,44125177000000.0,44174530000000.0,44167460000000.0,44314080000000.0,44174690000000.0,44393097000000.0,44275910000000.0
2024.0,44125278000000.0,44180840000000.0,43794830000000.0,43908850000000.0,44103648000000.0,44023550000000.0,44306270000000.0,44287230000000.0,44181760000000.0,44343662000000.0,44068025000000.0
2025.0,44032185000000.0,44070227000000.0,43681900000000.0,43645244000000.0,44034383000000.0,43956243000000.0,44375440000000.0,44295973000000.0,44122270000000.0,44322393000000.0,43981635000000.0
2026.0,43952740000000.0,43896660000000.0,43598310000000.0,43543523000000.0,43989460000000.0,43867990000000.0,44418883000000.0,44373744000000.0,44097805000000.0,44344090000000.0,43791055000000.0
2027.0,43795614000000.0,43855387000000.0,43458780000000.0,43471994000000.0,43904600000000.0,43778056000000.0,44463964000000.0,44261815000000.0,44053857000000.0,44318975000000.0,43618182000000.0
2028.0,43639670000000.0,43778120000000.0,43332360000000.0,43364010000000.0,43783520000000.0,43646220000000.0,44517042000000.0,44143150000000.0,44019020000000.0,44328000000000.0,43520250000000.0
2029.0,43488680000000.0,43693600000000.0,43174114000000.0,43296760000000.0,43720100000000.0,43460124000000.0,44574123000000.0,44083842000000.0,44029773000000.0,44343964000000.0,43426096000000.0
2030.0,43368344000000.0,43576906000000.0,43025405000000.0,43276020000000.0,43596653000000.0,43288397000000.0,44616347000000.0,44021716000000.0,43892137000000.0,44263174000000.0,43357780000000.0
2031.0,43224387000000.0,43546543000000.0,42979310000000.0,43164590000000.0,43484300000000.0,43168993000000.0,44742940000000.0,43968380000000.0,43824390000000.0,44283483000000.0,43173450000000.0
2032.0,43114945000000.0,43547720000000.0,42917580000000.0,42967725000000.0,43448862000000.0,43071287000000.0,44879384000000.0,43992465000000.0,43698717000000.0,44283830000000.0,43040043000000.0
2033.0,42938692000000.0,43470600000000.0,42910720000000.0,42902017000000.0,43363110000000.0,42985570000000.0,44897147000000.0,43897057000000.0,43664437000000.0,44135084000000.0,42805390000000.0
2034.0,42679140000000.0,43477170000000.0,42788790000000.0,42897215000000.0,43211330000000.0,42990165000000.0,44918265000000.0,43936513000000.0,43570910000000.0,44023030000000.0,42652184000000.0
2035.0,42485036000000.0,43334425000000.0,42723743000000.0,42756940000000.0,43143240000000.0,42904614000000.0,44843812000000.0,43899054000000.0,43405317000000.0,43895220000000.0,42474510000000.0
2036.0,42354157000000.0,43139125000000.0,42698690000000.0,42631027000000.0,43047677000000.0,42867350000000.0,44777760000000.0,43915550000000.0,43353215000000.0,43794943000000.0,42182916000000.0
2037.0,42271320000000.0,43075917000000.0,42621213000000.0,42409795000000.0,42947880000000.0,42698840000000.0,44735120000000.0,43895317000000.0,43272630000000.0,43666475000000.0,41949554000000.0
2038.0,42126088000000.0,43027687000000.0,42540238000000.0,42279570000000.0,42849610000000.0,42618147000000.0,44585410000000.0,43827550000000.0,43254230000000.0,43561756000000.0,41846120000000.0
2039.0,41984677000000.0,42977783000000.0,42478550000000.0,42106073000000.0,42773270000000.0,42559180000000.0,44452970000000.0,43786430000000.0,43266154000000.0,43458295000000.0,41678110000000.0
2040.0,41832558000000.0,42798846000000.0,42370400000000.0,41897842000000.0,42733008000000.0,42462437000000.0,44476756000000.0,43625417000000.0,43260215000000.0,43346590000000.0,41576670000000.0
2041.0,41751205000000.0,42683892000000.0,42283240000000.0,41718833000000.0,42619523000000.0,42435010000000.0,44464463000000.0,43558370000000.0,43169960000000.0,43133883000000.0,41412112000000.0
2042.0,41599338000000.0,42564783000000.0,42230564000000.0,41605717000000.0,42461682000000.0,42357446000000.0,44551956000000.0,43423590000000.0,43139790000000.0,42991260000000.0,41224720000000.0
2043.0,41447050000000.0,42376983000000.0,42140336000000.0,41516160000000.0,42205633000000.0,42363615000000.0,44532654000000.0,43380590000000.0,43074776000000.0,42826314000000.0,40953314000000.0
2044.0,41214695000000.0,42236474000000.0,42093683000000.0,41236900000000.0,42124427000000.0,42195760000000.0,44554780000000.0,43297370000000.0,42934480000000.0,42669686000000.0,40699634000000.0
2045.0,41012130000000.0,42040150000000.0,41808140000000.0,41042854000000.0,41961620000000.0,42061050000000.0,44538467000000.0,43258060000000.0,42912540000000.0,42558150000000.0,40381260000000.0
2046.0,40856996000000.0,41866817000000.0,41761473000000.0,40853740000000.0,41765890000000.0,41963496000000.0,44468577000000.0,43270067000000.0,42793230000000.0,42476736000000.0,40172150000000.0
2047.0,40669390000000.0,41706444000000.0,41601947000000.0,40696937000000.0,41599585000000.0,41862765000000.0,44389863000000.0,43201977000000.0,42739727000000.0,42311360000000.0,40037723000000.0
2048.0,40535088000000.0,41619280000000.0,41428820000000.0,40589295000000.0,41535907000000.0,41768528000000.0,44383513000000.0,43194037000000.0,42717816000000.0,42050767000000.0,39729823000000.0
2049.0,40393324000000.0,41543335000000.0,41319573000000.0,40411170000000.0,41406144000000.0,41653010000000.0,44282040000000.0,43053440000000.0,42698283000000.0,41793640000000.0,39387807000000.0
2050.0,40190840000000.0,41498943000000.0,41217670000000.0,40237825000000.0,41180255000000.0,41522876000000.0,44280760000000.0,42990240000000.0,42651650000000.0,41701040000000.0,39192110000000.0
2051.0,39979393000000.0,41343183000000.0,41048960000000.0,40014910000000.0,41128355000000.0,41405435000000.0,44282283000000.0,42944600000000.0,42673370000000.0,41664316000000.0,38875574000000.0
2052.0,39805296000000.0,41310673000000.0,40862508000000.0,39906227000000.0,40949737000000.0,41349668000000.0,44280563000000.0,42949740000000.0,42553670000000.0,41557227000000.0,38501370000000.0
2053.0,39570616000000.0,41220726000000.0,40644350000000.0,39712840000000.0,40827790000000.0,41239475000000.0,44268568000000.0,42930670000000.0,42496840000000.0,41527590000000.0,38199892000000.0
2054.0,39400000000000.0,41018276000000.0,40571884000000.0,39536436000000.0,40641707000000.0,41070990000000.0,44202060000000.0,42926768000000.0,42427327000000.0,41487492000000.0,37900985000000.0
2055.0,39223655000000.0,40850310000000.0,40451235000000.0,39340185000000.0,40501040000000.0,40986885000000.0,44202550000000.0,42942404000000.0,42338140000000.0,41371553000000.0,37703127000000.0
2056.0,38942087000000.0,40769004000000.0,40218355000000.0,39112520000000.0,40324050000000.0,40839984000000.0,44218395000000.0,42926042000000.0,42216630000000.0,41079740000000.0,37413125000000.0
2057.0,38649916000000.0,40601207000000.0,39978743000000.0,38852274000000.0,40188588000000.0,40646810000000.0,44131890000000.0,42865720000000.0,42162637000000.0,40880086000000.0,36979857000000.0
2058.0,38398650000000.0,40491560000000.0,39931750000000.0,38611278000000.0,40044650000000.0,40513743000000.0,43940730000000.0,42862306000000.0,42160580000000.0,40765450000000.0,36649933000000.0
2059.0,38172740000000.0,40314362000000.0,39940964000000.0,38397180000000.0,39885140000000.0,40429664000000.0,43894738000000.0,42899236000000.0,42152870000000.0,40684506000000.0,36313445000000.0
2060.0,37904223000000.0,40119620000000.0,39818155000000.0,38177893000000.0,39736690000000.0,40316057000000.0,43899280000000.0,42873374000000.0,41995300000000.0,40562460000000.0,36119064000000.0
2061.0,37597032000000.0,39909767000000.0,39695120000000.0,37860670000000.0,39584750000000.0,40193450000000.0,43816535000000.0,42837438000000.0,41924015000000.0,40377920000000.0,35905910000000.0
2062.0,37430644000000.0,39729250000000.0,39529344000000.0,37555387000000.0,39534234000000.0,40074830000000.0,43685568000000.0,42836137000000.0,41838543000000.0,40094363000000.0,35643866000000.0
2063.0,37197386000000.0,39559160000000.0,39190574000000.0,37150796000000.0,39358700000000.0,39989404000000.0,43619140000000.0,42851317000000.0,41772060000000.0,39836874000000.0,35438824000000.0
2064.0,36968587000000.0,39218390000000.0,38986710000000.0,36865830000000.0,39219397000000.0,39951396000000.0,43666460000000.0,42807250000000.0,41760680000000.0,39501284000000.0,35214450000000.0
2065.0,36766450000000.0,39009940000000.0,38978090000000.0,36548830000000.0,39104633000000.0,39884380000000.0,43788236000000.0,42752247000000.0,41624580000000.0,39152737000000.0,35052562000000.0
2066.0,36525030000000.0,38844700000000.0,38768724000000.0,36263650000000.0,38826620000000.0,39729160000000.0,43768883000000.0,42732750000000.0,41377920000000.0,38872298000000.0,34881596000000.0
2067.0,36284446000000.0,38657820000000.0,38638810000000.0,36092602000000.0,38691867000000.0,39618230000000.0,43833128000000.0,42718210000000.0,41137608000000.0,38732880000000.0,34725545000000.0
2068.0,36097230000000.0,38465677000000.0,38526190000000.0,35945647000000.0,38585303000000.0,39547380000000.0,43893490000000.0,42699940000000.0,41027855000000.0,38488620000000.0,34392532000000.0
2069.0,35850940000000.0,38162408000000.0,38466950000000.0,35683427000000.0,38421830000000.0,39470480000000.0,43900035000000.0,42642826000000.0,40945400000000.0,38282038000000.0,34111320000000.0
2070.0,35694886000000.0,38025174000000.0,38392855000000.0,35475620000000.0,38330240000000.0,39352843000000.0,43823686000000.0,42618360000000.0,40860385000000.0,38049057000000.0,33740530000000.0
2071.0,35427906000000.0,37879254000000.0,38224915000000.0,35282240000000.0,38262316000000.0,39268590000000.0,43739188000000.0,42513010000000.0,40849260000000.0,37900030000000.0,33282810000000.0
2072.0,35180230000000.0,37720600000000.0,38140467000000.0,35140034000000.0,38051220000000.0,39219470000000.0,43732910000000.0,42516498000000.0,40721640000000.0,37710463000000.0,32929500000000.0
2073.0,34963200000000.0,37569144000000.0,38107777000000.0,35016220000000.0,37901635000000.0,39091160000000.0,43757000000000.0,42453510000000.0,40594836000000.0,37540010000000.0,32689363000000.0
2074.0,34788568000000.0,37333684000000.0,37867376000000.0,34881785000000.0,37724510000000.0,38986945000000.0,43761434000000.0,42415923000000.0,40487054000000.0,37282078000000.0,32439477000000.0
2075.0,34653468000000.0,37131477000000.0,37688086000000.0,34791257000000.0,37620147000000.0,38936920000000.0,43686620000000.0,42285333000000.0,40430763000000.0,37040305000000.0,32153484000000.0
2076.0,34416210000000.0,36876030000000.0,37492586000000.0,34673230000000.0,37457047000000.0,38789225000000.0,43557490000000.0,42290000000000.0,40310063000000.0,36604640000000.0,31920197000000.0
2077.0,34161543000000.0,36640618000000.0,37374620000000.0,34543713000000.0,37199035000000.0,38560124000000.0,43471272000000.0,42311833000000.0,40198520000000.0,36285784000000.0,31730370000000.0
2078.0,33955298000000.0,36499120000000.0,37206048000000.0,34390670000000.0,36984730000000.0,38402796000000.0,43451580000000.0,42318510000000.0,40174147000000.0,35934330000000.0,31519316000000.0
2079.0,33744252000000.0,36404030000000.0,36962237000000.0,34188290000000.0,36905330000000.0,38313900000000.0,43480760000000.0,42308210000000.0,40141884000000.0,35644135000000.0,31263973000000.0
2080.0,33486757000000.0,36252603000000.0,36670414000000.0,34014030000000.0,36718846000000.0,38267823000000.0,43575900000000.0,42376330000000.0,40055690000000.0,35312043000000.0,30886425000000.0
2081.0,33253686000000.0,36152070000000.0,36402394000000.0,33877695000000.0,36489702000000.0,38190500000000.0,43641260000000.0,42441248000000.0,39927505000000.0,34933270000000.0,30620552000000.0
2082.0,32970824000000.0,35967625000000.0,36203640000000.0,33686640000000.0,36294386000000.0,38119540000000.0,43694980000000.0,42415948000000.0,39734353000000.0,34594510000000.0,30455575000000.0
2083.0,32723350000000.0,35575070000000.0,35911824000000.0,33419363000000.0,36203380000000.0,38117898000000.0,43744083000000.0,42382510000000.0,39547505000000.0,34304715000000.0,30121243000000.0
2084.0,32377202000000.0,35283035000000.0,35762410000000.0,33165626000000.0,36030400000000.0,38146868000000.0,43743460000000.0,42296350000000.0,39442070000000.0,34081178000000.0,29719232000000.0
2085.0,32017100000000.0,34974040000000.0,35644194000000.0,33017156000000.0,35882730000000.0,38069563000000.0,43758616000000.0,42219590000000.0,39337330000000.0,33814957000000.0,29464965000000.0
2086.0,31722154000000.0,34845946000000.0,35557523000000.0,32711423000000.0,35755970000000.0,38028140000000.0,43805223000000.0,42160133000000.0,39180248000000.0,33502792000000.0,29129452000000.0
2087.0,31447153000000.0,34714853000000.0,35438505000000.0,32438263000000.0,35642038000000.0,37827425000000.0,43824170000000.0,42117180000000.0,39014816000000.0,33269041000000.0,28812890000000.0
2088.0,31165851000000.0,34629090000000.0,35347370000000.0,32199997000000.0,35489250000000.0,37721890000000.0,43830036000000.0,42111430000000.0,38842690000000.0,33053752000000.0,28527884000000.0
2089.0,30898288000000.0,34381016000000.0,35254540000000.0,31974192000000.0,35380140000000.0,37532486000000.0,43788650000000.0,42107310000000.0,38767105000000.0,32859830000000.0,28249460000000.0
2090.0,30675906000000.0,34229490000000.0,35137564000000.0,31777786000000.0,35286638000000.0,37430880000000.0,43738856000000.0,42046572000000.0,38662285000000.0,32640883000000.0,27870462000000.0
2091.0,30309647000000.0,34050293000000.0,35002908000000.0,31599284000000.0,35152573000000.0,37288420000000.0,43781920000000.0,41952370000000.0,38588926000000.0,32345132000000.0,27546090000000.0
2092.0,30048942000000.0,33908603000000.0,34833183000000.0,31497224000000.0,35025280000000.0,37149110000000.0,43788706000000.0,41852816000000.0,38523906000000.0,32140947000000.0,27205338000000.0
2093.0,29728054000000.0,33725998000000.0,34690294000000.0,31379715000000.0,34866802000000.0,36984072000000.0,43676480000000.0,41739818000000.0,38443346000000.0,31983877000000.0,26986989000000.0
2094.0,29443897000000.0,33608069000000.0,34510805000000.0,31212792000000.0,34679462000000.0,36855135000000.0,43526516000000.0,41655114000000.0,38338120000000.0,31849701000000.0,26772188000000.0
2095.0,29190804000000.0,33409910000000.0,34433487000000.0,30950925000000.0,34526382000000.0,36655190000000.0,43409213000000.0,41509750000000.0,38307190000000.0,31521193000000.0,26514194000000.0
2096.0,29013133000000.0,33322988000000.0,34334268000000.0,30728042000000.0,34432065000000.0,36411000000000.0,43332510000000.0,41472175000000.0,38083110000000.0,31096738000000.0,26313893000000.0
2097.0,28811368000000.0,33166906000000.0,34221108000000.0,30536561000000.0,34324582000000.0,36290213000000.0,43326950000000.0,41528780000000.0,37977015000000.0,30718613000000.0,26041553000000.0
2098.0,28550223000000.0,32910260000000.0,34134989000000.0,30337110000000.0,34240224000000.0,36229215000000.0,43194033000000.0,41512680000000.0,37718100000000.0,30454010000000.0,25740680000000.0
2099.0,28230315000000.0,32676753000000.0,33950662000000.0,30121367000000.0,33992078000000.0,36140665000000.0,43118473000000.0,41503787000000.0,37588405000000.0,30096862000000.0,25366693000000.0
2100.0,27921590000000.0,32441884000000.0,33838158000000.0,29852810000000.0,33968968000000.0,36003167000000.0,43029864000000.0,41520410000000.0,37484980000000.0,29778020000000.0,25039705000000.0
