time,MIROC6,CANESM5,CNRM-CM6-1,CESM2-WACCM,TAIESM1,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3,IPSL-CM6A-LR,MPI-ESM1-2-HR
2016.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0
2017.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0
2018.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0
2021.0,26805797000.0,26920518000.0,26933258000.0,26878270000.0,26859110000.0,26827254000.0,26871890000.0,26870954000.0,26924237000.0,26984440000.0,26888841000.0,26825146000.0,26955270000.0,27128770000.0
2022.0,26667612000.0,26785580000.0,26698346000.0,27189676000.0,26713416000.0,26720287000.0,26671112000.0,26683193000.0,26853040000.0,26830629000.0,26958717000.0,26670088000.0,26800417000.0,27274586000.0
2023.0,26623040000.0,26630430000.0,26780869000.0,26737183000.0,26645957000.0,26575671000.0,26491558000.0,26563120000.0,26725845000.0,26666996000.0,26808470000.0,26540945000.0,26941508000.0,26976434000.0
2024.0,26431134000.0,26597738000.0,26398026000.0,26513121000.0,26593376000.0,26399545000.0,26526398000.0,26341134000.0,26607395000.0,26590420000.0,26615270000.0,26484476000.0,26621442000.0,26921392000.0
2025.0,26150705000.0,26441077000.0,26210662000.0,26651126000.0,26370128000.0,26365346000.0,25960387000.0,26196138000.0,26422240000.0,26508663000.0,26749260000.0,26278110000.0,26544100000.0,26807510000.0
2026.0,26040828000.0,26391986000.0,25957239000.0,26245001000.0,26327534000.0,26074059000.0,25661060000.0,26323840000.0,26300856000.0,26256986000.0,26651392000.0,26132965000.0,26266075000.0,26565933000.0
2027.0,25846444000.0,26231296000.0,25781185000.0,26286670000.0,26136685000.0,25862803000.0,25314064000.0,26497092000.0,26140914000.0,26115027000.0,26365460000.0,25976620000.0,26169387000.0,26430579000.0
2028.0,25702939000.0,26040613000.0,25538726000.0,25925286000.0,25842330000.0,25911525000.0,24945402000.0,25818376000.0,26017995000.0,26001380000.0,26198350000.0,26248366000.0,25973275000.0,26346154000.0
2029.0,25646232000.0,25904091000.0,25361164000.0,25685199000.0,25642560000.0,25503085000.0,24632031000.0,26052458000.0,25909991000.0,25903862000.0,26034230000.0,25696150000.0,25851107000.0,26248342000.0
2030.0,25504510000.0,25756086000.0,25109518000.0,25462403000.0,25456314000.0,25149395000.0,24379316000.0,25730791000.0,25778915000.0,25726415000.0,25938899000.0,25397440000.0,25685930000.0,26040930000.0
2031.0,25448856000.0,25571824000.0,24748374000.0,25303753000.0,25190853000.0,24995131000.0,24078418000.0,25574790000.0,25644886000.0,25515074000.0,25788860000.0,25472842000.0,25502876000.0,25966432000.0
2032.0,25063821000.0,25381163000.0,24533316000.0,25126290000.0,24925055000.0,24804180000.0,23552874000.0,25270987000.0,25429332000.0,25417673000.0,25755800000.0,25260134000.0,25320552000.0,25827553000.0
2033.0,24919499000.0,25178681000.0,24268655000.0,24904182000.0,24699660000.0,24737970000.0,22980684000.0,25117696000.0,25273434000.0,25196200000.0,25583200000.0,25197738000.0,25049940000.0,25674783000.0
2034.0,24581136000.0,24968300000.0,24414085000.0,24902945000.0,24498258000.0,24338524000.0,22525305000.0,25099452000.0,25141744000.0,25070852000.0,25858632000.0,24805712000.0,24751059000.0,25504602000.0
2035.0,24363133000.0,24711174000.0,23839076000.0,24465555000.0,24294867000.0,23967873000.0,22099800000.0,25047532000.0,24888779000.0,24710058000.0,25529958000.0,24487948000.0,24542780000.0,25391145000.0
2036.0,24208570000.0,24541989000.0,23591662000.0,24168098000.0,24001126000.0,23697936000.0,21807104000.0,24742545000.0,24768460000.0,24575060000.0,25258670000.0,24233746000.0,24331192000.0,25884766000.0
2037.0,24189823000.0,24335870000.0,23248833000.0,23850807000.0,23729205000.0,23408417000.0,21489959000.0,24547465000.0,24590127000.0,24624181000.0,25099856000.0,24076524000.0,24188447000.0,25127504000.0
2038.0,23787958000.0,24149934000.0,22896753000.0,23534252000.0,23392844000.0,23113531000.0,21058347000.0,24633508000.0,24441990000.0,24276054000.0,24844999000.0,23869512000.0,23858708000.0,25126132000.0
2039.0,23724804000.0,23940698000.0,22720432000.0,23303018000.0,23085710000.0,23031878000.0,20757110000.0,24445258000.0,24272224000.0,24365887000.0,24633630000.0,23685986000.0,23607486000.0,24961227000.0
2040.0,24124076000.0,23667520000.0,22412770000.0,23031808000.0,22794242000.0,23028302000.0,20506560000.0,24247067000.0,24124020000.0,24681738000.0,24519760000.0,23772610000.0,23324670000.0,24829608000.0
2041.0,25784252000.0,23470190000.0,22295773000.0,22905516000.0,22524047000.0,22525415000.0,20516882000.0,24047004000.0,23993831000.0,24008204000.0,24394109000.0,23286082000.0,23145662000.0,24797522000.0
2042.0,24126067000.0,23255814000.0,22063868000.0,22559705000.0,22195323000.0,22468368000.0,20045427000.0,23912888000.0,23805702000.0,23796562000.0,24361785000.0,23074507000.0,22967183000.0,24544205000.0
2043.0,23397462000.0,23121273000.0,21737316000.0,22202735000.0,21871862000.0,22103607000.0,19855331000.0,23699520000.0,23618957000.0,23600330000.0,24097718000.0,23223845000.0,22677508000.0,24560753000.0
2044.0,23158569000.0,22884628000.0,21554119000.0,21949356000.0,21494305000.0,21951562000.0,19644940000.0,23471151000.0,23459250000.0,23534980000.0,23988967000.0,22909080000.0,22484679000.0,24442000000.0
2045.0,22954930000.0,22554284000.0,21309223000.0,21724103000.0,21177027000.0,21669034000.0,19418147000.0,23289053000.0,23414772000.0,23370201000.0,23781970000.0,22666207000.0,22574199000.0,24321581000.0
2046.0,22700288000.0,22466507000.0,21070719000.0,21489440000.0,20932035000.0,21415629000.0,19260221000.0,23118506000.0,23105243000.0,23147039000.0,23691713000.0,22506470000.0,22182867000.0,24806042000.0
2047.0,22551153000.0,22095596000.0,20865704000.0,21607766000.0,20622567000.0,21045006000.0,19108688000.0,23021797000.0,22860394000.0,22977708000.0,23491270000.0,22398468000.0,21945254000.0,24698080000.0
2048.0,22410324000.0,21930977000.0,21018997000.0,21248993000.0,20419367000.0,20960550000.0,18911842000.0,23019192000.0,22688920000.0,22739110000.0,23344600000.0,22081352000.0,21917856000.0,24148724000.0
2049.0,22317072000.0,21809211000.0,20624812000.0,21061272000.0,20058230000.0,20701805000.0,18902782000.0,22763815000.0,22537865000.0,23142963000.0,23216065000.0,21820854000.0,21596025000.0,23953424000.0
2050.0,22267160000.0,21703115000.0,20470667000.0,20803322000.0,19851452000.0,20538130000.0,18661614000.0,22641578000.0,22456748000.0,22537570000.0,23269282000.0,21943210000.0,21333776000.0,23998646000.0
2051.0,22496147000.0,21398944000.0,20466205000.0,20585548000.0,19553884000.0,20313848000.0,18516085000.0,22477634000.0,22255780000.0,22717786000.0,22980209000.0,21960094000.0,21444645000.0,23835810000.0
2052.0,21868510000.0,21241985000.0,20139663000.0,20483355000.0,19616807000.0,20141515000.0,18342816000.0,22458898000.0,22168424000.0,22264283000.0,22863630000.0,21505907000.0,21096786000.0,23571018000.0
2053.0,21848780000.0,21020557000.0,19967642000.0,20398995000.0,18956810000.0,19978160000.0,18193197000.0,22320804000.0,21986222000.0,22130799000.0,22658695000.0,21309448000.0,20985197000.0,23626131000.0
2054.0,22263670000.0,20947067000.0,19843467000.0,20026978000.0,18753825000.0,19738460000.0,18228908000.0,22181030000.0,21795807000.0,21988810000.0,22628866000.0,21141950000.0,21066717000.0,23415974000.0
2055.0,22168950000.0,20776255000.0,19686365000.0,20364403000.0,18575608000.0,19529986000.0,18169625000.0,21928587000.0,21710182000.0,21957562000.0,22476194000.0,20915753000.0,21136302000.0,23406131000.0
2056.0,21761864000.0,20605438000.0,19553354000.0,19801254000.0,18315926000.0,19380316000.0,18302747000.0,21950091000.0,21561188000.0,21902297000.0,22540329000.0,20906303000.0,20858675000.0,23654945000.0
2057.0,21863500000.0,20396904000.0,19370758000.0,19382129000.0,18041494000.0,19263230000.0,18296678000.0,21955322000.0,21411932000.0,21644943000.0,22499592000.0,20789895000.0,20672160000.0,23443225000.0
2058.0,21461471000.0,20207006000.0,19190794000.0,19196586000.0,17808570000.0,18943625000.0,18052300000.0,21623073000.0,21137107000.0,21500051000.0,22197197000.0,20485816000.0,20549925000.0,23337730000.0
2059.0,21885872000.0,20047948000.0,19231820000.0,19154055000.0,17783933000.0,18896601000.0,17945221000.0,21418023000.0,20885490000.0,21424472000.0,22218037000.0,20371778000.0,20365834000.0,23236900000.0
2060.0,21345096000.0,19923149000.0,18914500000.0,19045222000.0,17403908000.0,19988530000.0,17694992000.0,21257431000.0,20707387000.0,21609535000.0,22067958000.0,20281418000.0,20526442000.0,23510335000.0
2061.0,21404826000.0,19756775000.0,18794338000.0,18641619000.0,17315013000.0,19065453000.0,17491110000.0,21021014000.0,20457935000.0,21354867000.0,21967540000.0,20058984000.0,20209041000.0,23300678000.0
2062.0,21423649000.0,19581792000.0,19163384000.0,18474312000.0,17345880000.0,18515933000.0,17547260000.0,20854569000.0,20277041000.0,22117595000.0,21822677000.0,19937698000.0,20055247000.0,23111782000.0
2063.0,21100673000.0,19438426000.0,19464292000.0,18276241000.0,17127347000.0,18624450000.0,17927625000.0,20753291000.0,20032040000.0,22288372000.0,21810290000.0,19748420000.0,19949328000.0,22887901000.0
2064.0,21632743000.0,19336288000.0,18741654000.0,18080920000.0,16922316000.0,18287194000.0,17289925000.0,20584448000.0,19970015000.0,21362194000.0,21593550000.0,19597530000.0,19829410000.0,22759408000.0
2065.0,21083597000.0,19268428000.0,18507284000.0,17903213000.0,16861198000.0,18387601000.0,17082917000.0,20398526000.0,19837637000.0,21143024000.0,21487989000.0,19656920000.0,19726698000.0,22794258000.0
2066.0,21051380000.0,19094927000.0,18786226000.0,17830195000.0,16795696000.0,18212995000.0,17112331000.0,20433400000.0,19677151000.0,21385425000.0,21413626000.0,19414276000.0,19634627000.0,22699323000.0
2067.0,21604493000.0,18965625000.0,18727580000.0,17613945000.0,16740649000.0,18124358000.0,16972696000.0,20266404000.0,19403307000.0,20999879000.0,21951318000.0,19285641000.0,20852830000.0,22876056000.0
2068.0,20908816000.0,18851666000.0,18238110000.0,17480098000.0,16829905000.0,17950431000.0,16932251000.0,20355004000.0,19244569000.0,20871944000.0,21437434000.0,19182948000.0,20282917000.0,22972764000.0
2069.0,20877451000.0,18706225000.0,18162039000.0,17349204000.0,16412278000.0,17776214000.0,16730175000.0,20145517000.0,19090614000.0,20692345000.0,21386156000.0,19097030000.0,19741366000.0,22565860000.0
2070.0,20724484000.0,18589608000.0,18014568000.0,17174240000.0,16110819000.0,17616183000.0,17929638000.0,19871566000.0,19011142000.0,20676348000.0,21111476000.0,18950312000.0,20138717000.0,22607229000.0
2071.0,21209672000.0,18473273000.0,17906436000.0,17142306000.0,16199621000.0,17468058000.0,17138254000.0,20130763000.0,18822896000.0,21320727000.0,21765261000.0,19023010000.0,19528684000.0,22479241000.0
2072.0,20778318000.0,18309196000.0,17857868000.0,17061002000.0,15968283000.0,17886900000.0,16977754000.0,19649907000.0,18856495000.0,20753926000.0,21044670000.0,18746313000.0,19436605000.0,22250527000.0
2073.0,20624700000.0,18193920000.0,17680802000.0,16806639000.0,15926212000.0,17260456000.0,16873599000.0,19486855000.0,19063638000.0,20431688000.0,21018667000.0,18582497000.0,19267594000.0,22305776000.0
2074.0,20554396000.0,18095012000.0,17638150000.0,16590883000.0,15786474000.0,17204590000.0,16570429000.0,19297585000.0,18546502000.0,20646642000.0,21054708000.0,19179133000.0,19199058000.0,22155876000.0
2075.0,20567556000.0,17953812000.0,17471388000.0,16417606000.0,15559352000.0,17044994000.0,16636380000.0,19169743000.0,18404620000.0,20320901000.0,21044089000.0,18348446000.0,19173472000.0,22071669000.0
2076.0,21072396000.0,17952094000.0,17586970000.0,16244411000.0,15374852000.0,16905278000.0,16504937000.0,19795569000.0,18192750000.0,20154065000.0,20958781000.0,18236318000.0,19051594000.0,22013810000.0
2077.0,20453190000.0,17697210000.0,17334884000.0,16138429000.0,15235963000.0,16918966000.0,16270742000.0,19065620000.0,18261567000.0,20106146000.0,20941036000.0,18192456000.0,18975474000.0,22120073000.0
2078.0,20579236000.0,17733276000.0,17193327000.0,15937797000.0,15129307000.0,16755163000.0,16126372000.0,18755650000.0,17988354000.0,19930761000.0,20921856000.0,18008814000.0,19141622000.0,22066692000.0
2079.0,20869587000.0,17564158000.0,17111277000.0,16115113000.0,15051365000.0,17659451000.0,16071576000.0,18583804000.0,17964171000.0,20026800000.0,20600195000.0,17841707000.0,18812391000.0,21801472000.0
2080.0,20593574000.0,17377972000.0,17226338000.0,15822660000.0,15021954000.0,17811526000.0,15874719000.0,18549983000.0,17748353000.0,19762194000.0,20510583000.0,18488769000.0,19005395000.0,21715536000.0
2081.0,21432810000.0,17338145000.0,16849765000.0,15591145000.0,14825491000.0,17564340000.0,15966943000.0,18487284000.0,17583172000.0,20114051000.0,20519576000.0,17752406000.0,18843280000.0,21621424000.0
2082.0,20626915000.0,17214484000.0,16722231000.0,16327045000.0,14731903000.0,17204892000.0,16067782000.0,18537648000.0,17428419000.0,19932275000.0,20378900000.0,17601274000.0,18623350000.0,21516409000.0
2083.0,20581366000.0,17525793000.0,16768819000.0,15842365000.0,14631483000.0,16599009000.0,15632511000.0,18204772000.0,17282484000.0,20206877000.0,20836784000.0,17692820000.0,18569351000.0,21425970000.0
2084.0,20136403000.0,17094282000.0,16583164000.0,15741884000.0,14534873000.0,17340244000.0,15527626000.0,18123753000.0,17157068000.0,19856790000.0,20286224000.0,17352174000.0,18420814000.0,21434767000.0
2085.0,20013967000.0,17308928000.0,17661268000.0,15319449000.0,14629825000.0,17246575000.0,15512864000.0,17992118000.0,17007016000.0,19569054000.0,20976034000.0,17275020000.0,18339508000.0,21358385000.0
2086.0,20371554000.0,17451110000.0,16713042000.0,15446118000.0,14263943000.0,16447977000.0,15385463000.0,18832660000.0,16861125000.0,19487609000.0,20142380000.0,17209807000.0,18390858000.0,21120720000.0
2087.0,20327311000.0,17265370000.0,16367458000.0,15262538000.0,14119741000.0,16218297000.0,15276563000.0,17831277000.0,16777219000.0,19422448000.0,20007610000.0,17391022000.0,18508892000.0,21214250000.0
2088.0,20623788000.0,17020066000.0,16466577000.0,14899865000.0,13982960000.0,16064691000.0,15484827000.0,17736268000.0,16628495000.0,19229608000.0,19950844000.0,17164498000.0,18269426000.0,21284900000.0
2089.0,20246180000.0,16768548000.0,16489050000.0,14736791000.0,13866274000.0,15992186000.0,15185263000.0,17617811000.0,16544957000.0,19157027000.0,20477897000.0,16886485000.0,18056856000.0,21143906000.0
2090.0,20815704000.0,16573694000.0,16170162000.0,14569265000.0,13769035000.0,15893627000.0,15129202000.0,17543582000.0,16424001000.0,19340773000.0,19830000000.0,17508989000.0,17969414000.0,20988633000.0
2091.0,20381700000.0,16426821000.0,16020795000.0,14457672000.0,13686831000.0,15795543000.0,15032816000.0,17627781000.0,16509811000.0,18979637000.0,19910427000.0,16756559000.0,17909258000.0,21500115000.0
2092.0,20300712000.0,16281263000.0,15842819000.0,14616680000.0,13564712000.0,15724626000.0,15052231000.0,17602984000.0,16222137000.0,19009044000.0,19802820000.0,16640190000.0,17849428000.0,20987533000.0
2093.0,20247462000.0,16391973000.0,16034341000.0,14171567000.0,13477905000.0,15829760000.0,14757689000.0,17335593000.0,16135123000.0,18782750000.0,20552190000.0,16596771000.0,17781109000.0,20776073000.0
2094.0,20118688000.0,16197851000.0,15695580000.0,14430854000.0,13369318000.0,15602929000.0,14686222000.0,17224034000.0,16013357000.0,18997630000.0,19748536000.0,16602768000.0,17713302000.0,20806760000.0
2095.0,20637936000.0,16297816000.0,15553483000.0,14030633000.0,13258209000.0,15688417000.0,14687855000.0,17166683000.0,15853574000.0,19396640000.0,21069300000.0,16885705000.0,17892362000.0,20888540000.0
2096.0,20567646000.0,16270365000.0,15534278000.0,13882537000.0,13194541000.0,15505198000.0,14513455000.0,17113359000.0,15752858000.0,18804122000.0,19868510000.0,16509353000.0,18373968000.0,21154286000.0
2097.0,20536418000.0,15953876000.0,15329104000.0,13824009000.0,13095231000.0,15317710000.0,14594021000.0,17041695000.0,15747379000.0,18669890000.0,19791978000.0,16823821000.0,17607016000.0,20586170000.0
2098.0,21249593000.0,15877598000.0,15272468000.0,13734080000.0,12987861000.0,15370581000.0,14661609000.0,17012996000.0,15605552000.0,18634631000.0,19422683000.0,16378847000.0,17687247000.0,20346829000.0
2099.0,20539083000.0,16454299000.0,15291933000.0,14132890000.0,12902483000.0,15407919000.0,14508542000.0,16907577000.0,15777148000.0,19306033000.0,19382820000.0,16289549000.0,17475891000.0,20288403000.0
2100.0,20154204000.0,16311515000.0,15769418000.0,14444476000.0,12739808000.0,15557285000.0,14514722000.0,17121800000.0,15575456000.0,18543470000.0,20091726000.0,17162897000.0,17386756000.0,20326470000.0
