time,MPI-ESM-LR,NORESM1-M,GFDL-CM3,CANESM2,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CSIRO-MK3-6-0,CCSM4,GISS-E2-R,GFDL-ESM2G
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7304278700000.0,7313424400000.0,7270168000000.0,7264870600000.0,7310136600000.0,7280501000000.0,7283720000000.0,7283986000000.0,7303465000000.0,7308586000000.0,7292284000000.0
2022.0,7297430000000.0,7289316000000.0,7249106300000.0,7248391700000.0,7283558300000.0,7260257000000.0,7252109000000.0,7264883700000.0,7286998000000.0,7303820500000.0,7267706500000.0
2023.0,7273931300000.0,7252516300000.0,7212057500000.0,7204803000000.0,7239927600000.0,7260270000000.0,7218617400000.0,7245715700000.0,7300425000000.0,7290783500000.0,7260520000000.0
2024.0,7270383500000.0,7250189500000.0,7139897600000.0,7180958300000.0,7231439000000.0,7247376000000.0,7176450500000.0,7222831000000.0,7308400000000.0,7273622500000.0,7247978000000.0
2025.0,7245132000000.0,7237796000000.0,7098404400000.0,7152961000000.0,7213320000000.0,7214944000000.0,7159383000000.0,7208148400000.0,7313500400000.0,7269420000000.0,7243905400000.0
2026.0,7228505500000.0,7216357700000.0,7050938500000.0,7121241000000.0,7186943000000.0,7184565400000.0,7128614000000.0,7183528400000.0,7318584000000.0,7256354000000.0,7224704400000.0
2027.0,7225365500000.0,7204346000000.0,6986033000000.0,7101577000000.0,7169728600000.0,7172980700000.0,7071921000000.0,7156671700000.0,7325507000000.0,7232666700000.0,7190773500000.0
2028.0,7199746000000.0,7177389000000.0,6932773500000.0,7082889000000.0,7124567500000.0,7134423000000.0,7040619000000.0,7135439600000.0,7308204000000.0,7234080000000.0,7185462000000.0
2029.0,7171731400000.0,7155856000000.0,6858540600000.0,7032690700000.0,7095301700000.0,7083496000000.0,6999290000000.0,7127647600000.0,7308112000000.0,7227541000000.0,7180796300000.0
2030.0,7151888000000.0,7091571000000.0,6808457400000.0,6992661000000.0,7075828000000.0,7034251500000.0,6933934000000.0,7107339400000.0,7297517500000.0,7219126000000.0,7159880400000.0
2031.0,7133595000000.0,7059050000000.0,6752394300000.0,6947680000000.0,7048450300000.0,7001691000000.0,6879825000000.0,7087235500000.0,7295249400000.0,7197734000000.0,7126094000000.0
2032.0,7112641000000.0,7040425000000.0,6694145400000.0,6913547300000.0,7010325600000.0,6960352000000.0,6816672000000.0,7072019600000.0,7294162600000.0,7174616000000.0,7112155000000.0
2033.0,7067658000000.0,7003235700000.0,6649540500000.0,6871474000000.0,6972785600000.0,6936728000000.0,6777857400000.0,7035582700000.0,7289615000000.0,7153488000000.0,7078682300000.0
2034.0,7024431000000.0,6974574400000.0,6606980000000.0,6836158700000.0,6948363700000.0,6894151000000.0,6711957500000.0,6998349300000.0,7284695500000.0,7146041000000.0,7068831400000.0
2035.0,6984550000000.0,6945685600000.0,6566282500000.0,6808521400000.0,6909577000000.0,6833003000000.0,6670605400000.0,6975379700000.0,7283476500000.0,7124490400000.0,7074098400000.0
2036.0,6951898400000.0,6918271000000.0,6530733000000.0,6768546000000.0,6878815300000.0,6771291700000.0,6620233000000.0,6947886000000.0,7250032000000.0,7109561000000.0,7047396500000.0
2037.0,6919100000000.0,6877916700000.0,6485469300000.0,6737185000000.0,6856837000000.0,6719814500000.0,6561621000000.0,6912744600000.0,7243835600000.0,7077950000000.0,7032156500000.0
2038.0,6885458600000.0,6849094500000.0,6434591300000.0,6696348000000.0,6808744000000.0,6630741000000.0,6489536700000.0,6877195000000.0,7191223000000.0,7058167400000.0,7018988400000.0
2039.0,6839831400000.0,6792953000000.0,6400398000000.0,6632798000000.0,6770681000000.0,6562296400000.0,6408821500000.0,6846746700000.0,7149243000000.0,7037664000000.0,7006683000000.0
2040.0,6807624400000.0,6724289000000.0,6368153600000.0,6593374600000.0,6679941300000.0,6476890400000.0,6324713000000.0,6803981000000.0,7129276600000.0,7020252500000.0,6968207500000.0
2041.0,6773982400000.0,6673224000000.0,6329640000000.0,6551027000000.0,6631977400000.0,6415305000000.0,6261649000000.0,6764209000000.0,7077109000000.0,6989277600000.0,6951099000000.0
2042.0,6718050300000.0,6618964000000.0,6276753000000.0,6486377000000.0,6585316000000.0,6351026000000.0,6194123500000.0,6711151000000.0,7051789000000.0,6955523000000.0,6932279000000.0
2043.0,6679520000000.0,6568001700000.0,6223709600000.0,6448419000000.0,6492722300000.0,6259459000000.0,6130744400000.0,6664775000000.0,7001914000000.0,6931765300000.0,6899491700000.0
2044.0,6617675300000.0,6517587000000.0,6185495000000.0,6371448700000.0,6403159000000.0,6178276000000.0,6034418600000.0,6599139700000.0,6948725500000.0,6915452600000.0,6854811000000.0
2045.0,6573785000000.0,6476914000000.0,6127998700000.0,6319215000000.0,6344155300000.0,6078923000000.0,5931203600000.0,6552867000000.0,6899783000000.0,6892695300000.0,6821379000000.0
2046.0,6537174000000.0,6425992500000.0,6057169000000.0,6243665000000.0,6290108600000.0,5980343000000.0,5866671000000.0,6524162300000.0,6869932000000.0,6883571000000.0,6797353500000.0
2047.0,6510491000000.0,6380693000000.0,6012846700000.0,6172666500000.0,6221619000000.0,5875119000000.0,5794432500000.0,6499314000000.0,6819986500000.0,6866217700000.0,6772659000000.0
2048.0,6480613300000.0,6307673300000.0,5980181000000.0,6111374000000.0,6143619400000.0,5802807000000.0,5692840000000.0,6470658700000.0,6770654700000.0,6854660300000.0,6741769600000.0
2049.0,6439581500000.0,6265826000000.0,5931484000000.0,6048357000000.0,6048024400000.0,5713476000000.0,5605074000000.0,6442436300000.0,6737083500000.0,6831351500000.0,6693190000000.0
2050.0,6400893000000.0,6211472700000.0,5904820300000.0,5983532000000.0,5959565000000.0,5631036600000.0,5515266500000.0,6417138000000.0,6700888000000.0,6797260000000.0,6662297500000.0
2051.0,6363076000000.0,6150832500000.0,5870629400000.0,5955788000000.0,5906468000000.0,5539151500000.0,5426421700000.0,6384693000000.0,6664369500000.0,6787864000000.0,6633879000000.0
2052.0,6320750000000.0,6104107000000.0,5835948000000.0,5892213000000.0,5823172400000.0,5438320400000.0,5305378000000.0,6362979400000.0,6602973000000.0,6767956700000.0,6599190500000.0
2053.0,6282327000000.0,6043793000000.0,5796415000000.0,5826749000000.0,5750388000000.0,5370069000000.0,5234716000000.0,6321101000000.0,6569862400000.0,6759835500000.0,6564490000000.0
2054.0,6221331000000.0,5996951400000.0,5750071500000.0,5776337300000.0,5635775700000.0,5309061000000.0,5176856000000.0,6287930000000.0,6551856000000.0,6739436000000.0,6542244000000.0
2055.0,6199645300000.0,5951619300000.0,5695888000000.0,5723811500000.0,5539755000000.0,5215626000000.0,5090616300000.0,6254263000000.0,6526343300000.0,6722524000000.0,6509165500000.0
2056.0,6169624600000.0,5904686000000.0,5642215000000.0,5666771000000.0,5472619300000.0,5119069400000.0,4998600000000.0,6197186400000.0,6500907000000.0,6696594000000.0,6484238300000.0
2057.0,6130391600000.0,5848833000000.0,5559997000000.0,5612610000000.0,5397080400000.0,5009599000000.0,4913811000000.0,6146785500000.0,6468476000000.0,6651787000000.0,6470104000000.0
2058.0,6090508000000.0,5803857000000.0,5484837300000.0,5551753300000.0,5311301700000.0,4902173500000.0,4815442000000.0,6105073000000.0,6404115500000.0,6654222400000.0,6436708000000.0
2059.0,6037888300000.0,5763739000000.0,5437538700000.0,5511730700000.0,5231795500000.0,4779409000000.0,4720894000000.0,6067723400000.0,6358986000000.0,6641524700000.0,6414048700000.0
2060.0,5969497600000.0,5710306000000.0,5380776000000.0,5449132000000.0,5158352700000.0,4665662000000.0,4611443000000.0,6037619300000.0,6324209000000.0,6629441400000.0,6394069000000.0
2061.0,5927720000000.0,5669725400000.0,5325898400000.0,5396240000000.0,5102842700000.0,4554511000000.0,4493814000000.0,6004175500000.0,6279576000000.0,6617195600000.0,6366666700000.0
2062.0,5895252600000.0,5623703400000.0,5250143500000.0,5343786600000.0,5010224600000.0,4459288000000.0,4366525300000.0,5969596600000.0,6246502000000.0,6594601000000.0,6347150600000.0
2063.0,5862865000000.0,5572555000000.0,5179325300000.0,5304876500000.0,4913996000000.0,4385196700000.0,4276205600000.0,5937116000000.0,6188051700000.0,6569351700000.0,6331749600000.0
2064.0,5822698000000.0,5523619000000.0,5120393000000.0,5239844400000.0,4807081300000.0,4320978500000.0,4184326500000.0,5900679000000.0,6147050000000.0,6562844000000.0,6317395700000.0
2065.0,5753493500000.0,5493827000000.0,5064769000000.0,5169089000000.0,4752979000000.0,4234661000000.0,4116869300000.0,5855022000000.0,6106473000000.0,6552945000000.0,6293777000000.0
2066.0,5730245000000.0,5439356400000.0,5025461400000.0,5133017000000.0,4659886400000.0,4120764200000.0,4048375000000.0,5815737500000.0,6066479000000.0,6526037000000.0,6273630000000.0
2067.0,5685691500000.0,5395016300000.0,4970015400000.0,5081722000000.0,4601277000000.0,4036369000000.0,3949591500000.0,5785563000000.0,6016680300000.0,6495131000000.0,6242440000000.0
2068.0,5637626400000.0,5316067000000.0,4905226500000.0,5033489300000.0,4543423000000.0,3967038300000.0,3830200000000.0,5718698600000.0,5958625000000.0,6474450000000.0,6228205000000.0
2069.0,5604420600000.0,5256418000000.0,4844048000000.0,4984314000000.0,4478646400000.0,3859764500000.0,3749094600000.0,5685966000000.0,5918574000000.0,6455378300000.0,6190311000000.0
2070.0,5564995000000.0,5215356500000.0,4768189600000.0,4928223300000.0,4412291000000.0,3758974300000.0,3654057700000.0,5648462400000.0,5874623400000.0,6417354300000.0,6163085700000.0
2071.0,5533102000000.0,5187618000000.0,4680396000000.0,4883697600000.0,4324387000000.0,3677346900000.0,3539804600000.0,5605372000000.0,5833679000000.0,6406043300000.0,6147024600000.0
2072.0,5495378000000.0,5134996700000.0,4595241000000.0,4819615000000.0,4247709000000.0,3595682700000.0,3427160300000.0,5578392000000.0,5804818000000.0,6380892700000.0,6128813500000.0
2073.0,5479288300000.0,5041701000000.0,4523863000000.0,4778662300000.0,4151827000000.0,3510688800000.0,3342677600000.0,5548529400000.0,5749012000000.0,6367247600000.0,6113128000000.0
2074.0,5455553000000.0,4995569700000.0,4459460600000.0,4725388300000.0,4047980700000.0,3416821600000.0,3235358400000.0,5513952600000.0,5696889300000.0,6347595000000.0,6079723300000.0
2075.0,5425981000000.0,4929464300000.0,4384662700000.0,4664801000000.0,3939854000000.0,3342024000000.0,3114046600000.0,5482230600000.0,5668969400000.0,6323312000000.0,6055269000000.0
2076.0,5399044000000.0,4851201700000.0,4326660500000.0,4616718000000.0,3825225000000.0,3259927000000.0,2997959500000.0,5440916000000.0,5618294300000.0,6291087000000.0,6020737300000.0
2077.0,5361835000000.0,4795707400000.0,4261749500000.0,4551665000000.0,3741208500000.0,3179508000000.0,2903261600000.0,5383010000000.0,5583903000000.0,6267369700000.0,5985642000000.0
2078.0,5315416300000.0,4724403700000.0,4206913000000.0,4496294400000.0,3642500000000.0,3085380600000.0,2807100000000.0,5352421000000.0,5554318600000.0,6241259000000.0,5954336000000.0
2079.0,5276367300000.0,4644438300000.0,4143040200000.0,4433481000000.0,3568841500000.0,2960856400000.0,2706796200000.0,5329389600000.0,5498405000000.0,6222482000000.0,5921211700000.0
2080.0,5239020000000.0,4575177700000.0,4107751700000.0,4374770700000.0,3488512000000.0,2877462000000.0,2614182300000.0,5308499000000.0,5425845000000.0,6201137400000.0,5848618000000.0
2081.0,5195902000000.0,4519721000000.0,4057397000000.0,4307983300000.0,3391262000000.0,2812482200000.0,2529519000000.0,5287445000000.0,5344258400000.0,6178666000000.0,5808750300000.0
2082.0,5148656000000.0,4473499000000.0,4013006300000.0,4253210600000.0,3309087500000.0,2749713400000.0,2448197700000.0,5251518700000.0,5293074000000.0,6147988000000.0,5782763500000.0
2083.0,5112640600000.0,4411720500000.0,3970790000000.0,4204288500000.0,3220921000000.0,2663921200000.0,2338138000000.0,5235171400000.0,5225511400000.0,6124894000000.0,5758815000000.0
2084.0,5060833000000.0,4359794200000.0,3912018700000.0,4144829000000.0,3133258300000.0,2620710700000.0,2224561600000.0,5221643000000.0,5190993300000.0,6099050700000.0,5732729000000.0
2085.0,5034300000000.0,4294597700000.0,3841172400000.0,4082321000000.0,3066047500000.0,2579877000000.0,2128824600000.0,5196590000000.0,5126651000000.0,6083112000000.0,5693638000000.0
2086.0,4990513000000.0,4239140000000.0,3778467000000.0,4042091100000.0,2996671300000.0,2540976000000.0,2030219200000.0,5172912700000.0,5086713000000.0,6062017600000.0,5667645000000.0
2087.0,4948671600000.0,4199407000000.0,3710538000000.0,3984798500000.0,2895624800000.0,2492428000000.0,1949355100000.0,5149498500000.0,5051465600000.0,6053611700000.0,5635210500000.0
2088.0,4909193000000.0,4159608000000.0,3647136600000.0,3919606200000.0,2801837000000.0,2460222000000.0,1881277700000.0,5123870300000.0,5013572000000.0,6020078000000.0,5591275700000.0
2089.0,4872431000000.0,4099325300000.0,3588280300000.0,3868751800000.0,2736066400000.0,2414957000000.0,1823641400000.0,5087652000000.0,4976621000000.0,5994674000000.0,5564704000000.0
2090.0,4834849000000.0,4045356400000.0,3545863800000.0,3802577200000.0,2651947300000.0,2382536400000.0,1743577000000.0,5038614000000.0,4925046000000.0,5967383600000.0,5519031400000.0
2091.0,4812365000000.0,3978695500000.0,3502575200000.0,3746561000000.0,2591743000000.0,2353873000000.0,1678823900000.0,5005435700000.0,4880659000000.0,5954374500000.0,5478419000000.0
2092.0,4773088600000.0,3913308700000.0,3446603500000.0,3699995300000.0,2524454300000.0,2319087300000.0,1606193100000.0,4969040000000.0,4841340000000.0,5911832700000.0,5432672000000.0
2093.0,4727265300000.0,3843526000000.0,3400464900000.0,3661837400000.0,2447509000000.0,2265180500000.0,1532788100000.0,4933420000000.0,4803816000000.0,5894011000000.0,5401721000000.0
2094.0,4688890600000.0,3768496400000.0,3355793400000.0,3628715200000.0,2397739400000.0,2228451000000.0,1456117600000.0,4891441000000.0,4763544000000.0,5871105000000.0,5364863500000.0
2095.0,4664699000000.0,3713772600000.0,3290005500000.0,3583440600000.0,2358024300000.0,2193797300000.0,1394715500000.0,4865068000000.0,4723203600000.0,5847317000000.0,5344281500000.0
2096.0,4646332000000.0,3663120000000.0,3239019800000.0,3534831500000.0,2308585600000.0,2147850300000.0,1339443900000.0,4829877000000.0,4688294000000.0,5805275000000.0,5320136500000.0
2097.0,4608658000000.0,3596817800000.0,3187578500000.0,3476343500000.0,2244143000000.0,2106718800000.0,1280873900000.0,4800642000000.0,4646349300000.0,5796568500000.0,5296194000000.0
2098.0,4574787700000.0,3517272300000.0,3131742400000.0,3428477000000.0,2176714800000.0,2058172000000.0,1240384900000.0,4768392500000.0,4616285600000.0,5776137500000.0,5258574000000.0
2099.0,4541251000000.0,3447127000000.0,3069301000000.0,3381404400000.0,2127283700000.0,2001282500000.0,1199840700000.0,4740292300000.0,4562608000000.0,5760105000000.0,5241906400000.0
2100.0,4516685000000.0,3388835000000.0,3004848000000.0,3331786000000.0,2076534500000.0,1936770200000.0,1161717600000.0,4719022000000.0,4516736000000.0,5729809000000.0,5212047000000.0
