time,CNRM-CM6-1,UKESM1-0-LL,IPSL-CM6A-LR,CNRM-ESM2-1,MIROC6,CANESM5,EC-EARTH3,CESM2-WACCM,TAIESM1,MPI-ESM1-2-HR,KACE-1-0-G,GFDL-ESM4,IITM-ESM,MRI-ESM2-0
2011.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26703290000000.0,26734332000000.0,26742167000000.0,26802148000000.0,26756044000000.0,26712130000000.0,26695558000000.0,26684925000000.0,26640615000000.0,26712658000000.0,26701850000000.0,26729094000000.0,26707392000000.0,26789670000000.0
2022.0,26569626000000.0,26680878000000.0,26654430000000.0,26700641000000.0,26769682000000.0,26665403000000.0,26662410000000.0,26681392000000.0,26564983000000.0,26711943000000.0,26710116000000.0,26696246000000.0,26677625000000.0,26805166000000.0
2023.0,26505418000000.0,26646927000000.0,26588112000000.0,26663052000000.0,26776310000000.0,26611752000000.0,26617053000000.0,26652193000000.0,26505631000000.0,26672993000000.0,26672609000000.0,26660140000000.0,26638511000000.0,26762682000000.0
2024.0,26512307000000.0,26602914000000.0,26594565000000.0,26616363000000.0,26782210000000.0,26589016000000.0,26500613000000.0,26643120000000.0,26379658000000.0,26646411000000.0,26656463000000.0,26636605000000.0,26627768000000.0,26755230000000.0
2025.0,26454612000000.0,26522954000000.0,26523715000000.0,26603302000000.0,26759806000000.0,26465890000000.0,26320885000000.0,26592680000000.0,26343308000000.0,26638170000000.0,26583302000000.0,26611880000000.0,26598617000000.0,26814825000000.0
2026.0,26397690000000.0,26496305000000.0,26459526000000.0,26651320000000.0,26716777000000.0,26456137000000.0,26272376000000.0,26568791000000.0,26254093000000.0,26587125000000.0,26557830000000.0,26613085000000.0,26562242000000.0,26849124000000.0
2027.0,26397470000000.0,26441117000000.0,26434888000000.0,26558016000000.0,26700348000000.0,26453882000000.0,26231643000000.0,26580700000000.0,26196430000000.0,26617160000000.0,26537502000000.0,26615850000000.0,26545177000000.0,26830008000000.0
2028.0,26329286000000.0,26376415000000.0,26398236000000.0,26587972000000.0,26636232000000.0,26343928000000.0,26182664000000.0,26629850000000.0,26103884000000.0,26602277000000.0,26453138000000.0,26592147000000.0,26558710000000.0,26771181000000.0
2029.0,26324047000000.0,26322577000000.0,26377753000000.0,26495110000000.0,26541388000000.0,26244431000000.0,26081883000000.0,26570287000000.0,25996451000000.0,26622575000000.0,26448853000000.0,26560438000000.0,26526740000000.0,26772639000000.0
2030.0,26383418000000.0,26251023000000.0,26376076000000.0,26436369000000.0,26514742000000.0,26251652000000.0,25976360000000.0,26567630000000.0,25867523000000.0,26581741000000.0,26454486000000.0,26556848000000.0,26467240000000.0,26697607000000.0
2031.0,26345048000000.0,26142963000000.0,26327577000000.0,26318048000000.0,26487310000000.0,26194997000000.0,25772880000000.0,26566705000000.0,25735186000000.0,26581710000000.0,26421045000000.0,26478499000000.0,26377202000000.0,26719713000000.0
2032.0,26342345000000.0,26104463000000.0,26282820000000.0,26176087000000.0,26497557000000.0,26131710000000.0,25630228000000.0,26535778000000.0,25558449000000.0,26576083000000.0,26335152000000.0,26376613000000.0,26338375000000.0,26691339000000.0
2033.0,26348440000000.0,25972926000000.0,26270763000000.0,26085687000000.0,26479400000000.0,26073673000000.0,25384148000000.0,26474136000000.0,25434847000000.0,26541000000000.0,26294543000000.0,26325782000000.0,26264587000000.0,26749524000000.0
2034.0,26281454000000.0,25882182000000.0,26203954000000.0,25971439000000.0,26424386000000.0,25978238000000.0,25212916000000.0,26426470000000.0,25292290000000.0,26528901000000.0,26275620000000.0,26319120000000.0,26127007000000.0,26704217000000.0
2035.0,26231238000000.0,25775095000000.0,26192533000000.0,25845380000000.0,26313295000000.0,25879596000000.0,25053205000000.0,26401070000000.0,25069546000000.0,26540778000000.0,26268372000000.0,26298362000000.0,26068463000000.0,26683292000000.0
2036.0,26109928000000.0,25634837000000.0,26163800000000.0,25702366000000.0,26291412000000.0,25786250000000.0,24933835000000.0,26372743000000.0,24930991000000.0,26539672000000.0,26304884000000.0,26285053000000.0,26019486000000.0,26700222000000.0
2037.0,25929512000000.0,25525420000000.0,26126815000000.0,25591554000000.0,26226815000000.0,25758846000000.0,24790916000000.0,26362851000000.0,24734870000000.0,26545517000000.0,26306438000000.0,26270618000000.0,25986725000000.0,26632838000000.0
2038.0,25846641000000.0,25415484000000.0,26070024000000.0,25485330000000.0,26202117000000.0,25655092000000.0,24632020000000.0,26303880000000.0,24500140000000.0,26479161000000.0,26332887000000.0,26219639000000.0,25960443000000.0,26690953000000.0
2039.0,25799153000000.0,25301403000000.0,26069032000000.0,25473105000000.0,26202935000000.0,25541898000000.0,24578038000000.0,26220067000000.0,24402520000000.0,26460069000000.0,26303684000000.0,26212850000000.0,25930183000000.0,26665887000000.0
2040.0,25734123000000.0,25167663000000.0,26030811000000.0,25368528000000.0,26160891000000.0,25487787000000.0,24419278000000.0,26146350000000.0,24260169000000.0,26397507000000.0,26275070000000.0,26142478000000.0,25897950000000.0,26683036000000.0
2041.0,25696357000000.0,25052079000000.0,25968643000000.0,25232421000000.0,26147186000000.0,25435432000000.0,24301195000000.0,26138418000000.0,24038452000000.0,26364242000000.0,26218400000000.0,26107070000000.0,25808813000000.0,26597317000000.0
2042.0,25617337000000.0,24918358000000.0,25944540000000.0,25118395000000.0,26117174000000.0,25391834000000.0,24119337000000.0,26015230000000.0,23763295000000.0,26329022000000.0,26107380000000.0,26044590000000.0,25766901000000.0,26530330000000.0
2043.0,25587360000000.0,24866544000000.0,25896845000000.0,24919962000000.0,26138166000000.0,25325822000000.0,23972018000000.0,25975788000000.0,23574150000000.0,26368253000000.0,26031354000000.0,26034311000000.0,25674811000000.0,26473258000000.0
2044.0,25535978000000.0,24741201000000.0,25860925000000.0,24814861000000.0,26115320000000.0,25201046000000.0,23832920000000.0,25843869000000.0,23341910000000.0,26353259000000.0,25889394000000.0,25964958000000.0,25579179000000.0,26315140000000.0
2045.0,25504403000000.0,24563828000000.0,25816840000000.0,24734369000000.0,26053964000000.0,25114914000000.0,23737259000000.0,25825475000000.0,23192844000000.0,26308472000000.0,25860644000000.0,25885818000000.0,25468649000000.0,26240380000000.0
2046.0,25552266000000.0,24420366000000.0,25714135000000.0,24606014000000.0,25958787000000.0,25063116000000.0,23370272000000.0,25751055000000.0,22933320000000.0,26320988000000.0,25783563000000.0,25802857000000.0,25395140000000.0,26153710000000.0
2047.0,25455722000000.0,24297270000000.0,25649597000000.0,24473960000000.0,25897497000000.0,24939940000000.0,22996394000000.0,25699065000000.0,22685071000000.0,26356340000000.0,25652938000000.0,25742524000000.0,25303791000000.0,25993547000000.0
2048.0,25396278000000.0,24079086000000.0,25594250000000.0,24257373000000.0,25796184000000.0,24861802000000.0,22782222000000.0,25695370000000.0,22491118000000.0,26281119000000.0,25558837000000.0,25692566000000.0,25192298000000.0,25775185000000.0
2049.0,25359838000000.0,23830260000000.0,25427213000000.0,24170320000000.0,25737950000000.0,24759486000000.0,22521230000000.0,25637302000000.0,22203060000000.0,26270725000000.0,25440513000000.0,25664344000000.0,25024630000000.0,25755442000000.0
2050.0,25268119000000.0,23676483000000.0,25329305000000.0,23992935000000.0,25673524000000.0,24689003000000.0,22264670000000.0,25515505000000.0,21913775000000.0,26319948000000.0,25386405000000.0,25579376000000.0,24870290000000.0,25643301000000.0
2051.0,25071950000000.0,23504425000000.0,25243200000000.0,23800444000000.0,25639830000000.0,24575243000000.0,22004512000000.0,25345284000000.0,21628604000000.0,26239940000000.0,25300094000000.0,25557030000000.0,24781697000000.0,25450257000000.0
2052.0,24981312000000.0,23347914000000.0,25158700000000.0,23722713000000.0,25598578000000.0,24505164000000.0,21696168000000.0,25285920000000.0,21399930000000.0,26253273000000.0,25154948000000.0,25488622000000.0,24714615000000.0,25448898000000.0
2053.0,24905326000000.0,23196661000000.0,25092715000000.0,23622528000000.0,25521290000000.0,24395060000000.0,21447050000000.0,25180800000000.0,21141991000000.0,26212791000000.0,25115510000000.0,25459155000000.0,24585295000000.0,25431015000000.0
2054.0,24859944000000.0,23015000000000.0,25013360000000.0,23495847000000.0,25475750000000.0,24296817000000.0,21114093000000.0,25123139000000.0,20806917000000.0,26180080000000.0,25018260000000.0,25434738000000.0,24450460000000.0,25299654000000.0
2055.0,24838243000000.0,22819660000000.0,24951860000000.0,23390136000000.0,25451120000000.0,24176407000000.0,20780493000000.0,24997380000000.0,20488785000000.0,26158112000000.0,24911228000000.0,25358085000000.0,24348415000000.0,25179026000000.0
2056.0,24687566000000.0,22566608000000.0,24837706000000.0,23222165000000.0,25312706000000.0,24097168000000.0,20547304000000.0,24962698000000.0,20234811000000.0,26109926000000.0,24779187000000.0,25314122000000.0,24260130000000.0,25060080000000.0
2057.0,24538641000000.0,22362378000000.0,24666540000000.0,23168777000000.0,25249177000000.0,24035150000000.0,20356803000000.0,24897055000000.0,19868647000000.0,26098757000000.0,24650136000000.0,25257237000000.0,24157453000000.0,24873089000000.0
2058.0,24439742000000.0,22106977000000.0,24596390000000.0,22948096000000.0,25180070000000.0,23986720000000.0,20079647000000.0,24800827000000.0,19701241000000.0,26053940000000.0,24547514000000.0,25153547000000.0,24068791000000.0,24835864000000.0
2059.0,24351559000000.0,21810404000000.0,24486259000000.0,22779370000000.0,25080384000000.0,23885056000000.0,19766027000000.0,24608024000000.0,19472277000000.0,26010225000000.0,24442067000000.0,25107915000000.0,23897037000000.0,24782000000000.0
2060.0,24190460000000.0,21587753000000.0,24359553000000.0,22559492000000.0,25054295000000.0,23787119000000.0,19520033000000.0,24488268000000.0,19271692000000.0,25991401000000.0,24306963000000.0,25058613000000.0,23808925000000.0,24667385000000.0
2061.0,24102786000000.0,21420017000000.0,24311872000000.0,22364937000000.0,25017767000000.0,23757467000000.0,19284716000000.0,24360048000000.0,18999352000000.0,25852771000000.0,24171204000000.0,25010820000000.0,23706580000000.0,24559361000000.0
2062.0,23930337000000.0,21220108000000.0,24162716000000.0,22258913000000.0,25031583000000.0,23638204000000.0,19039986000000.0,24211370000000.0,18736742000000.0,25809979000000.0,24011168000000.0,24915317000000.0,23614400000000.0,24496988000000.0
2063.0,23867037000000.0,20980892000000.0,24066460000000.0,22128273000000.0,24958089000000.0,23438494000000.0,18896237000000.0,24051850000000.0,18465843000000.0,25719692000000.0,23909586000000.0,24866770000000.0,23553680000000.0,24533973000000.0
2064.0,23770410000000.0,20682550000000.0,23893643000000.0,21983683000000.0,24900312000000.0,23339586000000.0,18479067000000.0,23952554000000.0,18120014000000.0,25703804000000.0,23805500000000.0,24902044000000.0,23522259000000.0,24548050000000.0
2065.0,23674678000000.0,20451697000000.0,23763660000000.0,21826382000000.0,24873275000000.0,23182371000000.0,18140814000000.0,23880813000000.0,17786380000000.0,25637077000000.0,23657584000000.0,24795788000000.0,23463973000000.0,24582633000000.0
2066.0,23528582000000.0,20272630000000.0,23597737000000.0,21730484000000.0,24751339000000.0,23079913000000.0,17926327000000.0,23769553000000.0,17471689000000.0,25551297000000.0,23428065000000.0,24770718000000.0,23377629000000.0,24513213000000.0
2067.0,23313382000000.0,20065487000000.0,23408270000000.0,21579702000000.0,24607390000000.0,22944309000000.0,17671150000000.0,23628314000000.0,17262291000000.0,25476730000000.0,23302100000000.0,24700846000000.0,23237205000000.0,24489870000000.0
2068.0,23131744000000.0,19861007000000.0,23281038000000.0,21402430000000.0,24464540000000.0,22781706000000.0,17400210000000.0,23506530000000.0,16974503000000.0,25448359000000.0,23136119000000.0,24625096000000.0,23111718000000.0,24421796000000.0
2069.0,22975363000000.0,19579214000000.0,23178238000000.0,21232650000000.0,24432926000000.0,22613580000000.0,17001924000000.0,23319780000000.0,16640580000000.0,25344812000000.0,22971356000000.0,24549106000000.0,23062712000000.0,24386070000000.0
2070.0,22772360000000.0,19339948000000.0,23116575000000.0,21021428000000.0,24313944000000.0,22540351000000.0,16613114000000.0,23095851000000.0,16398089000000.0,25286408000000.0,22771608000000.0,24506656000000.0,22941916000000.0,24328360000000.0
2071.0,22547393000000.0,19056327000000.0,22867345000000.0,20918525000000.0,24301198000000.0,22432272000000.0,16267881000000.0,23014035000000.0,16164354000000.0,25268924000000.0,22598776000000.0,24429462000000.0,22790787000000.0,24183750000000.0
2072.0,22312334000000.0,18767460000000.0,22615687000000.0,20729970000000.0,24152486000000.0,22266870000000.0,16085760000000.0,22807373000000.0,15846356000000.0,25275247000000.0,22446570000000.0,24354280000000.0,22718364000000.0,24076207000000.0
2073.0,22219617000000.0,18441526000000.0,22448907000000.0,20511107000000.0,24012150000000.0,22232204000000.0,15813535000000.0,22555306000000.0,15562693000000.0,25199129000000.0,22330294000000.0,24301355000000.0,22592138000000.0,24009380000000.0
2074.0,22048802000000.0,18175419000000.0,22275236000000.0,20356765000000.0,23780236000000.0,21953866000000.0,15507330000000.0,22333350000000.0,15222631000000.0,25175790000000.0,22144285000000.0,24291884000000.0,22492003000000.0,23845673000000.0
2075.0,21779423000000.0,17870650000000.0,22082665000000.0,20189555000000.0,23623239000000.0,21810540000000.0,15091784000000.0,22052115000000.0,14857546000000.0,25168825000000.0,21918244000000.0,24193914000000.0,22318483000000.0,23839753000000.0
2076.0,21554545000000.0,17572053000000.0,21990262000000.0,19930383000000.0,23521270000000.0,21648535000000.0,14720106000000.0,21794770000000.0,14590388000000.0,25127220000000.0,21737274000000.0,24108107000000.0,22208350000000.0,23822562000000.0
2077.0,21431760000000.0,17197590000000.0,21711198000000.0,19757978000000.0,23347214000000.0,21518338000000.0,14326482000000.0,21579847000000.0,14220188000000.0,25033857000000.0,21550959000000.0,24075408000000.0,22082824000000.0,23581320000000.0
2078.0,21225575000000.0,16882279000000.0,21424304000000.0,19540096000000.0,23211810000000.0,21389480000000.0,14019587000000.0,21400702000000.0,13922629000000.0,24931050000000.0,21373313000000.0,24036900000000.0,21878947000000.0,23472100000000.0
2079.0,20942518000000.0,16497719000000.0,21272348000000.0,19300060000000.0,23080490000000.0,21218567000000.0,13715720000000.0,21183798000000.0,13592246000000.0,24851723000000.0,21165035000000.0,23928370000000.0,21728776000000.0,23348516000000.0
2080.0,20799088000000.0,16182170000000.0,21074243000000.0,19036188000000.0,22864867000000.0,21080289000000.0,13323285000000.0,20919534000000.0,13308867000000.0,24834195000000.0,20925970000000.0,23838157000000.0,21584117000000.0,23217723000000.0
2081.0,20639163000000.0,15897123000000.0,20825864000000.0,18721884000000.0,22730383000000.0,20869185000000.0,13001993000000.0,20669360000000.0,12960857000000.0,24745748000000.0,20656968000000.0,23750481000000.0,21425470000000.0,22968948000000.0
2082.0,20491367000000.0,15559837000000.0,20534398000000.0,18513920000000.0,22536702000000.0,20632568000000.0,12676565000000.0,20290168000000.0,12640931000000.0,24687336000000.0,20351812000000.0,23690108000000.0,21307582000000.0,22826474000000.0
2083.0,20226555000000.0,15284597000000.0,20291880000000.0,18218500000000.0,22416290000000.0,20463045000000.0,12370051000000.0,19985690000000.0,12361261000000.0,24625625000000.0,20076527000000.0,23642120000000.0,21176740000000.0,22791500000000.0
2084.0,20004462000000.0,14963672000000.0,20050776000000.0,18040884000000.0,22232133000000.0,20231318000000.0,11994933000000.0,19685156000000.0,12055669000000.0,24554775000000.0,19788286000000.0,23521180000000.0,21038025000000.0,22621448000000.0
2085.0,19893366000000.0,14644308000000.0,19835038000000.0,17842010000000.0,21998080000000.0,20139284000000.0,11588340000000.0,19485707000000.0,11817832000000.0,24558971000000.0,19478845000000.0,23391189000000.0,20892940000000.0,22506720000000.0
2086.0,19657880000000.0,14310278000000.0,19630576000000.0,17520843000000.0,21939120000000.0,19930903000000.0,11201879000000.0,19142214000000.0,11508307000000.0,24505810000000.0,19295118000000.0,23343546000000.0,20809570000000.0,22455029000000.0
2087.0,19444317000000.0,13983167000000.0,19343434000000.0,17298499000000.0,21856392000000.0,19701240000000.0,10689656000000.0,18960142000000.0,11132450000000.0,24422598000000.0,18993876000000.0,23238288000000.0,20667140000000.0,22401260000000.0
2088.0,19240027000000.0,13662925000000.0,19079161000000.0,16987814000000.0,21705970000000.0,19496987000000.0,10284463000000.0,18676720000000.0,10841486000000.0,24309800000000.0,18777360000000.0,23131448000000.0,20536076000000.0,22232437000000.0
2089.0,18993019000000.0,13324268000000.0,18821759000000.0,16710276000000.0,21570903000000.0,19316045000000.0,9951446000000.0,18432964000000.0,10475015000000.0,24284141000000.0,18464826000000.0,23063333000000.0,20400375000000.0,22188917000000.0
2090.0,18700653000000.0,12955353000000.0,18576203000000.0,16382495000000.0,21403921000000.0,19140973000000.0,9564068000000.0,18190411000000.0,10197763000000.0,24173255000000.0,18249301000000.0,22970670000000.0,20258067000000.0,22015969000000.0
2091.0,18454516000000.0,12646528000000.0,18292155000000.0,16069280000000.0,21245444000000.0,18944625000000.0,9180522000000.0,17973337000000.0,9848362000000.0,24124376000000.0,17983490000000.0,22921945000000.0,20154660000000.0,21836300000000.0
2092.0,18208266000000.0,12271061000000.0,17956545000000.0,15755604000000.0,21115260000000.0,18757815000000.0,8799702000000.0,17672622000000.0,9513756000000.0,24057985000000.0,17608257000000.0,22835253000000.0,19977197000000.0,21633630000000.0
2093.0,17921466000000.0,11899266000000.0,17704214000000.0,15353735000000.0,20867245000000.0,18553841000000.0,8443498300000.0,17443518000000.0,9281619000000.0,24034446000000.0,17399577000000.0,22743502000000.0,19807517000000.0,21428414000000.0
2094.0,17643501000000.0,11572571000000.0,17460807000000.0,15100941000000.0,20737850000000.0,18285660000000.0,8042676000000.0,17069259000000.0,9051217000000.0,24045578000000.0,17074778000000.0,22689691000000.0,19637973000000.0,21238292000000.0
2095.0,17479012000000.0,11235483000000.0,17176957000000.0,14755780000000.0,20667024000000.0,18073512000000.0,7643151700000.0,16737237000000.0,8803337000000.0,23934754000000.0,16744749000000.0,22666440000000.0,19527140000000.0,21163992000000.0
2096.0,17182934000000.0,10923803000000.0,16900773000000.0,14463289000000.0,20479702000000.0,17806997000000.0,7246787000000.0,16315909000000.0,8559161000000.0,23874666000000.0,16443708000000.0,22616205000000.0,19381828000000.0,20967504000000.0
2097.0,16955892000000.0,10574311000000.0,16606270000000.0,14148195000000.0,20238622000000.0,17586359000000.0,6890780000000.0,16090126000000.0,8236358000000.0,23814505000000.0,16121808000000.0,22526990000000.0,19258468000000.0,20758114000000.0
2098.0,16724660000000.0,10270902000000.0,16288747000000.0,13836689000000.0,20066280000000.0,17355116000000.0,6618794000000.0,15749508000000.0,7960741300000.0,23787311000000.0,15847467000000.0,22436000000000.0,19106309000000.0,20590482000000.0
2099.0,16531894000000.0,9990441000000.0,15986900000000.0,13555076000000.0,19802962000000.0,17060318000000.0,6260676600000.0,15391121000000.0,7686049500000.0,23743575000000.0,15586000000000.0,22330193000000.0,18912607000000.0,20460132000000.0
2100.0,16167460000000.0,9686217000000.0,15716637000000.0,13292709000000.0,19605650000000.0,16833013000000.0,5894063000000.0,15007084000000.0,7354180000000.0,23656787000000.0,15331232000000.0,22273417000000.0,18705038000000.0,20347636000000.0
