time,NORESM1-M,GFDL-CM3,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0
2014.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0,4479932400000.0
2015.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0,4477288000000.0
2016.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0,4452134000000.0
2017.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0,4398756400000.0
2018.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0,4369841400000.0
2019.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0,4327268200000.0
2020.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0,4296396200000.0
2021.0,4267323200000.0,4247930500000.0,4277557300000.0,4255763100000.0,4280702700000.0,4254445000000.0,4265618200000.0,4274922700000.0
2022.0,4247296400000.0,4206736200000.0,4250050800000.0,4221665000000.0,4253380800000.0,4226886700000.0,4241016500000.0,4230763000000.0
2023.0,4216823200000.0,4156313600000.0,4226230000000.0,4185252400000.0,4247095000000.0,4189976800000.0,4222421600000.0,4203744000000.0
2024.0,4180565800000.0,4147643400000.0,4208988800000.0,4140219000000.0,4211112000000.0,4154664200000.0,4209690300000.0,4189967400000.0
2025.0,4147590700000.0,4118238000000.0,4190706000000.0,4098945200000.0,4197043100000.0,4124400000000.0,4206982000000.0,4158236700000.0
2026.0,4137968700000.0,4078036800000.0,4149274000000.0,4064576300000.0,4173805400000.0,4114681400000.0,4184520500000.0,4126075000000.0
2027.0,4104005600000.0,4055114200000.0,4092336000000.0,4026216000000.0,4168223300000.0,4107670000000.0,4160962200000.0,4101778700000.0
2028.0,4074698400000.0,4041641300000.0,4069932700000.0,4003293800000.0,4150468800000.0,4077870400000.0,4134540100000.0,4060235400000.0
2029.0,4053757900000.0,3996280200000.0,4040836800000.0,3994059500000.0,4133512800000.0,4027027600000.0,4104595400000.0,4020923000000.0
2030.0,3994400000000.0,3961719400000.0,4007755000000.0,3984616600000.0,4110474000000.0,3991065900000.0,4080568600000.0,3987915400000.0
2031.0,3962052500000.0,3949237000000.0,3963246300000.0,3975827200000.0,4087518900000.0,3955734300000.0,4067219700000.0,3965950000000.0
2032.0,3930679400000.0,3904238800000.0,3942388900000.0,3958612700000.0,4056065200000.0,3936038700000.0,4019900000000.0,3927528700000.0
2033.0,3902075600000.0,3882127200000.0,3900064000000.0,3936471000000.0,4013772000000.0,3921669000000.0,3994768400000.0,3889026000000.0
2034.0,3863003300000.0,3864142000000.0,3865088400000.0,3899055000000.0,3990296500000.0,3902221000000.0,3976082200000.0,3876875100000.0
2035.0,3844905000000.0,3844132300000.0,3831186800000.0,3888953000000.0,3968575500000.0,3872431500000.0,3955993000000.0,3868034300000.0
2036.0,3822661700000.0,3818598200000.0,3839112500000.0,3852889200000.0,3958369700000.0,3838486500000.0,3932276000000.0,3837538000000.0
2037.0,3796890000000.0,3813215600000.0,3799611600000.0,3801900600000.0,3937419000000.0,3821570400000.0,3905617100000.0,3818212600000.0
2038.0,3755340700000.0,3797677000000.0,3761991300000.0,3758607000000.0,3922825800000.0,3805546800000.0,3872332200000.0,3801820000000.0
2039.0,3713152300000.0,3789662200000.0,3737532000000.0,3732204000000.0,3912254600000.0,3781875500000.0,3851352500000.0,3790017700000.0
2040.0,3697972000000.0,3745859200000.0,3704485600000.0,3717202700000.0,3898581700000.0,3749921700000.0,3800774000000.0,3766848600000.0
2041.0,3686692000000.0,3721359500000.0,3676281800000.0,3695186500000.0,3875569100000.0,3722177700000.0,3784467500000.0,3736012000000.0
2042.0,3662076000000.0,3664570200000.0,3646311600000.0,3672699300000.0,3853151000000.0,3697428000000.0,3763686000000.0,3715393400000.0
2043.0,3653546800000.0,3609005000000.0,3614508800000.0,3634405800000.0,3830199600000.0,3680155000000.0,3756530900000.0,3689554400000.0
2044.0,3639154800000.0,3572520500000.0,3600211500000.0,3606818600000.0,3809443600000.0,3661553000000.0,3728497000000.0,3667102000000.0
2045.0,3616632700000.0,3546553500000.0,3579241000000.0,3588077600000.0,3775522700000.0,3615920800000.0,3694570800000.0,3658640800000.0
2046.0,3579593600000.0,3541602700000.0,3552470600000.0,3561763000000.0,3753309400000.0,3575029700000.0,3678320700000.0,3642449200000.0
2047.0,3570144400000.0,3525043800000.0,3505121000000.0,3527316600000.0,3714180200000.0,3556710800000.0,3647733000000.0,3604053200000.0
2048.0,3534099300000.0,3491675000000.0,3459374400000.0,3495779000000.0,3675973700000.0,3541670600000.0,3618013400000.0,3586212800000.0
2049.0,3498715400000.0,3464159000000.0,3423513300000.0,3479147600000.0,3652845300000.0,3525166200000.0,3598084500000.0,3558880800000.0
2050.0,3455030700000.0,3449210500000.0,3410332000000.0,3465591700000.0,3640555200000.0,3510597800000.0,3560593200000.0,3534712200000.0
2051.0,3419282300000.0,3420300000000.0,3374435800000.0,3453098000000.0,3632059400000.0,3490003300000.0,3532758200000.0,3494167700000.0
2052.0,3404268000000.0,3400034200000.0,3334489500000.0,3429714400000.0,3617491800000.0,3463410600000.0,3511876300000.0,3479144800000.0
2053.0,3386510700000.0,3360119000000.0,3309545500000.0,3420367600000.0,3605558700000.0,3425998700000.0,3505906500000.0,3451337600000.0
2054.0,3348535000000.0,3325834300000.0,3271918600000.0,3392123200000.0,3596374800000.0,3379926700000.0,3500475200000.0,3446326000000.0
2055.0,3325945200000.0,3285917400000.0,3241162800000.0,3370889800000.0,3599601000000.0,3355362200000.0,3476479300000.0,3412059000000.0
2056.0,3312809400000.0,3212046200000.0,3208133500000.0,3353082900000.0,3579706000000.0,3321272700000.0,3433679600000.0,3384024200000.0
2057.0,3304097600000.0,3177808000000.0,3182677200000.0,3334565800000.0,3577175900000.0,3300627800000.0,3408870200000.0,3359594000000.0
2058.0,3283937700000.0,3161892300000.0,3182904000000.0,3338102000000.0,3559409000000.0,3270591000000.0,3388137300000.0,3338659700000.0
2059.0,3250892600000.0,3135474200000.0,3160709800000.0,3310743500000.0,3541702000000.0,3248916500000.0,3347442800000.0,3304502600000.0
2060.0,3233707500000.0,3104970600000.0,3143397500000.0,3275370500000.0,3529519400000.0,3230237000000.0,3275582300000.0,3251141300000.0
2061.0,3217590300000.0,3075102200000.0,3114132800000.0,3237425400000.0,3516555300000.0,3216509000000.0,3254532700000.0,3208537400000.0
2062.0,3176096600000.0,3060986800000.0,3088262000000.0,3216777400000.0,3483918000000.0,3169967100000.0,3246212500000.0,3188260000000.0
2063.0,3144515600000.0,3028162700000.0,3059747400000.0,3196427700000.0,3461147300000.0,3132742700000.0,3215996700000.0,3173723000000.0
2064.0,3124202000000.0,3010428700000.0,3023515200000.0,3177733200000.0,3440128000000.0,3120879000000.0,3197030400000.0,3139970300000.0
2065.0,3095469800000.0,2981888300000.0,3003250000000.0,3146629800000.0,3421384500000.0,3092130300000.0,3161316400000.0,3124535500000.0
2066.0,3072858300000.0,2958099500000.0,2982912700000.0,3127904300000.0,3403650700000.0,3062660900000.0,3131134400000.0,3090490300000.0
2067.0,3060128300000.0,2919145100000.0,2972032400000.0,3105089700000.0,3390326200000.0,3041187300000.0,3112949300000.0,3079003200000.0
2068.0,3026496300000.0,2902082000000.0,2946334500000.0,3091341800000.0,3364179400000.0,3015387400000.0,3077587900000.0,3061524500000.0
2069.0,3001840300000.0,2891991200000.0,2932719500000.0,3075164600000.0,3336167200000.0,2993133000000.0,3051083800000.0,3031949600000.0
2070.0,2981006000000.0,2861342000000.0,2906588700000.0,3044960600000.0,3303341000000.0,2982534400000.0,3029054300000.0,2993763000000.0
2071.0,2963656000000.0,2843598700000.0,2894593300000.0,3019031000000.0,3294121200000.0,2951700500000.0,2999783000000.0,2975410400000.0
2072.0,2949287000000.0,2826329700000.0,2862191700000.0,2996154100000.0,3288993000000.0,2925863000000.0,2962412300000.0,2958104000000.0
2073.0,2926711400000.0,2807547000000.0,2829180500000.0,2975387400000.0,3253271500000.0,2903136800000.0,2910169600000.0,2938105000000.0
2074.0,2894061000000.0,2778243500000.0,2792806200000.0,2941641800000.0,3236075100000.0,2889876000000.0,2867352000000.0,2910064500000.0
2075.0,2861670000000.0,2760112900000.0,2756666700000.0,2912946500000.0,3213941300000.0,2867107500000.0,2840779800000.0,2887494000000.0
2076.0,2840681800000.0,2749345600000.0,2730427200000.0,2903002800000.0,3190587400000.0,2843311900000.0,2818559400000.0,2852866500000.0
2077.0,2816019800000.0,2729915700000.0,2709623700000.0,2879004900000.0,3174901200000.0,2814660300000.0,2797760000000.0,2836704000000.0
2078.0,2803408600000.0,2693884000000.0,2688714000000.0,2863003900000.0,3162494500000.0,2785656000000.0,2773352700000.0,2811393200000.0
2079.0,2790672600000.0,2675587400000.0,2669413000000.0,2832188800000.0,3154406300000.0,2760527800000.0,2750666200000.0,2787002500000.0
2080.0,2788615500000.0,2652766200000.0,2640207200000.0,2798108500000.0,3141757300000.0,2738253200000.0,2713266000000.0,2764933200000.0
2081.0,2772113800000.0,2634210300000.0,2612289000000.0,2772830000000.0,3125457200000.0,2692216500000.0,2677985800000.0,2741065200000.0
2082.0,2764586400000.0,2609957000000.0,2573096700000.0,2756981300000.0,3108811000000.0,2683954300000.0,2648024000000.0,2735694200000.0
2083.0,2745815300000.0,2575159800000.0,2550109800000.0,2738997000000.0,3069712300000.0,2656852800000.0,2600128500000.0,2701848700000.0
2084.0,2724740700000.0,2547622600000.0,2527008000000.0,2719145000000.0,3040537200000.0,2634441600000.0,2580396400000.0,2668104300000.0
2085.0,2708565400000.0,2534743200000.0,2501797500000.0,2703612400000.0,3028847000000.0,2608450500000.0,2559636100000.0,2648955400000.0
2086.0,2681192300000.0,2523818400000.0,2472565000000.0,2696484700000.0,3014222700000.0,2586440400000.0,2537504400000.0,2618435000000.0
2087.0,2662053400000.0,2506513700000.0,2452279500000.0,2693300500000.0,2998325000000.0,2558656200000.0,2500976700000.0,2585324700000.0
2088.0,2633391100000.0,2494051000000.0,2427183400000.0,2680938000000.0,2985410200000.0,2518311200000.0,2481815800000.0,2559130500000.0
2089.0,2602552300000.0,2471808200000.0,2399068500000.0,2662364300000.0,2981382300000.0,2486303700000.0,2456842100000.0,2540916700000.0
2090.0,2578548300000.0,2454987500000.0,2364219300000.0,2648066200000.0,2967573600000.0,2464001300000.0,2438149400000.0,2525518400000.0
2091.0,2548339800000.0,2438635000000.0,2331425400000.0,2617575500000.0,2948540000000.0,2441805600000.0,2398454800000.0,2492131200000.0
2092.0,2521516000000.0,2412577300000.0,2310011000000.0,2578093000000.0,2932768800000.0,2407483800000.0,2370036000000.0,2449507000000.0
2093.0,2505303000000.0,2401568000000.0,2292075500000.0,2560741300000.0,2906187600000.0,2372620300000.0,2341419000000.0,2442745600000.0
2094.0,2481788300000.0,2383831000000.0,2276709400000.0,2553591400000.0,2889697500000.0,2352962900000.0,2314625600000.0,2415014400000.0
2095.0,2463289600000.0,2352540500000.0,2268302700000.0,2528843100000.0,2881922000000.0,2323442000000.0,2285466000000.0,2376505000000.0
2096.0,2462614800000.0,2340744000000.0,2241413300000.0,2504561000000.0,2858070000000.0,2307992300000.0,2269552300000.0,2348147300000.0
2097.0,2437258400000.0,2311627000000.0,2219796300000.0,2475423000000.0,2814216000000.0,2282503800000.0,2245491200000.0,2327992300000.0
2098.0,2412660700000.0,2299516700000.0,2198644000000.0,2462072000000.0,2785455600000.0,2258744400000.0,2207895000000.0,2304021400000.0
2099.0,2404022000000.0,2285740500000.0,2175677200000.0,2451720400000.0,2776444200000.0,2234827700000.0,2175531700000.0,2284406400000.0
2100.0,2383887000000.0,2274472200000.0,2149209300000.0,2441722500000.0,2738946300000.0,2222793700000.0,2133704000000.0,2244279300000.0
