time,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,MPI-ESM-LR,IPSL-CM5A-LR
2025.0,4142590300000.0,4171882300000.0,4226931200000.0,4114910500000.0,4102940800000.0,4181595500000.0,4104921000000.0,4152953400000.0,4172653500000.0,4159660600000.0,4169113500000.0
2026.0,4122106400000.0,4136043500000.0,4190491600000.0,4062899000000.0,4068303700000.0,4143099700000.0,4072419000000.0,4127320700000.0,4138518000000.0,4134030800000.0,4134054700000.0
2027.0,4087915000000.0,4091773700000.0,4167602000000.0,4036770700000.0,4028767100000.0,4126800600000.0,4026925300000.0,4111218200000.0,4105503200000.0,4111784200000.0,4109462700000.0
2028.0,4072182600000.0,4062518200000.0,4151768000000.0,3996599200000.0,3998455700000.0,4107430000000.0,4005995500000.0,4082712400000.0,4084549000000.0,4092222000000.0,4059446000000.0
2029.0,4035327600000.0,4015268000000.0,4106512800000.0,3979492700000.0,3949775300000.0,4072616500000.0,3993060200000.0,4058868400000.0,4075336500000.0,4068848700000.0,4028673300000.0
2030.0,4023212300000.0,4005850000000.0,4084344800000.0,3968882400000.0,3920573800000.0,4053566000000.0,3958713600000.0,4035583000000.0,4060216800000.0,4047963000000.0,3983196800000.0
2031.0,4017677400000.0,3985810400000.0,4016871000000.0,3948761800000.0,3902956000000.0,4024609800000.0,3917319800000.0,4000668700000.0,4020936600000.0,4027648300000.0,3951187200000.0
2032.0,3998468800000.0,3959017700000.0,3980456000000.0,3940718200000.0,3862003400000.0,4006622800000.0,3863286400000.0,3959917400000.0,4001512300000.0,3999033500000.0,3919199900000.0
2033.0,3958100700000.0,3935857500000.0,3964997200000.0,3901911500000.0,3833253900000.0,3992512600000.0,3820811000000.0,3920386000000.0,3979246000000.0,3960978300000.0,3889758700000.0
2034.0,3938862200000.0,3892487000000.0,3948599300000.0,3874488800000.0,3810010600000.0,3963782000000.0,3787819000000.0,3872269300000.0,3957559400000.0,3921156500000.0,3876913200000.0
2035.0,3928163400000.0,3863417700000.0,3927686300000.0,3835578800000.0,3767375000000.0,3924868700000.0,3762266300000.0,3838188200000.0,3921617400000.0,3891863000000.0,3878753400000.0
2036.0,3911534500000.0,3826390000000.0,3890208800000.0,3809148700000.0,3738172400000.0,3920138600000.0,3691860200000.0,3781692800000.0,3897998400000.0,3866907400000.0,3862943500000.0
2037.0,3883238700000.0,3801315800000.0,3850019500000.0,3742738400000.0,3699079400000.0,3886122500000.0,3644027600000.0,3757574700000.0,3887709300000.0,3832049600000.0,3814414400000.0
2038.0,3872945600000.0,3779149200000.0,3810840800000.0,3711392800000.0,3657858300000.0,3845345500000.0,3622114700000.0,3710072000000.0,3864113700000.0,3799105000000.0,3787279000000.0
2039.0,3861838300000.0,3737197200000.0,3773439400000.0,3681347200000.0,3601219700000.0,3794823300000.0,3604288000000.0,3681899000000.0,3843315500000.0,3745903000000.0,3747355600000.0
2040.0,3852415500000.0,3713224000000.0,3758798400000.0,3653189800000.0,3551314600000.0,3782394000000.0,3574875300000.0,3641649000000.0,3819807700000.0,3707736700000.0,3727096800000.0
2041.0,3854029300000.0,3688389400000.0,3747995700000.0,3623446600000.0,3521080500000.0,3733077400000.0,3545467000000.0,3601822400000.0,3792900200000.0,3692972700000.0,3706504300000.0
2042.0,3832980000000.0,3671827000000.0,3726416300000.0,3599729200000.0,3496555800000.0,3708013800000.0,3521703800000.0,3559645200000.0,3777499000000.0,3684323300000.0,3693760700000.0
2043.0,3818564600000.0,3651541700000.0,3701824300000.0,3568657800000.0,3477399700000.0,3691328300000.0,3492097000000.0,3524634000000.0,3741548000000.0,3662385800000.0,3656886800000.0
2044.0,3811186800000.0,3618824000000.0,3674342200000.0,3509488200000.0,3427860200000.0,3663505000000.0,3456282700000.0,3499665000000.0,3696956300000.0,3629481000000.0,3625727300000.0
2045.0,3795540200000.0,3586419600000.0,3641673300000.0,3490422500000.0,3406699200000.0,3622252300000.0,3409510000000.0,3467260500000.0,3661571300000.0,3595134000000.0,3590673100000.0
2046.0,3786492000000.0,3543368700000.0,3604056600000.0,3469693000000.0,3368580500000.0,3575558000000.0,3384084500000.0,3445805800000.0,3619275100000.0,3576897700000.0,3557373800000.0
2047.0,3764923000000.0,3511941900000.0,3586672300000.0,3449203000000.0,3342864700000.0,3568231800000.0,3364737300000.0,3412390800000.0,3570191300000.0,3562822000000.0,3540396300000.0
2048.0,3763135000000.0,3501148900000.0,3516439200000.0,3425349100000.0,3289827800000.0,3558102300000.0,3330791400000.0,3401279300000.0,3539693000000.0,3533674600000.0,3518389000000.0
2049.0,3733581000000.0,3467574000000.0,3486297600000.0,3411611000000.0,3261853300000.0,3548702600000.0,3312357200000.0,3391075000000.0,3499679500000.0,3520908000000.0,3491820000000.0
2050.0,3707126400000.0,3448900000000.0,3481704900000.0,3375471500000.0,3226479400000.0,3507590300000.0,3262211200000.0,3368340400000.0,3473341200000.0,3496796200000.0,3468629600000.0
2051.0,3686863200000.0,3404717600000.0,3454245000000.0,3347546600000.0,3198864900000.0,3478707500000.0,3233073300000.0,3353249300000.0,3451871800000.0,3477254000000.0,3435308800000.0
2052.0,3665278500000.0,3362370400000.0,3400235200000.0,3338070700000.0,3176849200000.0,3459009500000.0,3211332400000.0,3340248800000.0,3430397000000.0,3449415300000.0,3410816100000.0
2053.0,3664623400000.0,3342826200000.0,3375600500000.0,3302447400000.0,3139322500000.0,3420332500000.0,3193805200000.0,3305213000000.0,3406088400000.0,3429690000000.0,3386791400000.0
2054.0,3649794500000.0,3318349300000.0,3350716700000.0,3279449500000.0,3109583000000.0,3406411600000.0,3165450400000.0,3261783300000.0,3372878000000.0,3406338500000.0,3372225700000.0
2055.0,3632875700000.0,3288137500000.0,3336449800000.0,3239218800000.0,3076090800000.0,3394428200000.0,3144733000000.0,3236385500000.0,3326263000000.0,3391008500000.0,3359913800000.0
2056.0,3636255800000.0,3249744000000.0,3290326600000.0,3195013700000.0,3043802000000.0,3365378000000.0,3122405800000.0,3228892000000.0,3307320400000.0,3374066700000.0,3332752800000.0
2057.0,3614847300000.0,3234747400000.0,3268054000000.0,3151816300000.0,3016153000000.0,3346111100000.0,3095679000000.0,3213329400000.0,3285300000000.0,3353135300000.0,3312255800000.0
2058.0,3586485600000.0,3203401300000.0,3244895500000.0,3114667600000.0,2978871200000.0,3340700200000.0,3074840000000.0,3215222000000.0,3230958000000.0,3309224000000.0,3281658800000.0
2059.0,3573339700000.0,3178328000000.0,3230780600000.0,3068047700000.0,2943264200000.0,3320652500000.0,3038670700000.0,3202348500000.0,3217722000000.0,3278408000000.0,3246454000000.0
2060.0,3542135300000.0,3159725000000.0,3211917000000.0,3031649500000.0,2916779300000.0,3308916800000.0,3007155500000.0,3182185400000.0,3207180600000.0,3250660300000.0,3232274000000.0
2061.0,3522908400000.0,3135076000000.0,3160852100000.0,2973576500000.0,2881305000000.0,3280778600000.0,2981442400000.0,3158141300000.0,3207626800000.0,3239098200000.0,3214165700000.0
2062.0,3508545500000.0,3124699300000.0,3131753400000.0,2947077400000.0,2849875200000.0,3280436000000.0,2967260600000.0,3127224300000.0,3186576000000.0,3217499000000.0,3195643400000.0
2063.0,3505719600000.0,3096104000000.0,3105689400000.0,2923659800000.0,2817043700000.0,3270774600000.0,2955588400000.0,3088946800000.0,3152091500000.0,3210202600000.0,3167025600000.0
2064.0,3480911300000.0,3075630400000.0,3085783000000.0,2914799800000.0,2790863400000.0,3229123600000.0,2910067000000.0,3058392400000.0,3131768600000.0,3192491900000.0,3124914300000.0
2065.0,3469946700000.0,3052459000000.0,3060315500000.0,2911245000000.0,2764986600000.0,3201895200000.0,2869773700000.0,3029807000000.0,3117230000000.0,3166707000000.0,3112294700000.0
2066.0,3456691600000.0,3052874000000.0,3039524600000.0,2879908200000.0,2742601600000.0,3165733300000.0,2840129400000.0,3015399200000.0,3091251000000.0,3147973000000.0,3089855400000.0
2067.0,3463558200000.0,3037832200000.0,3010046000000.0,2841854600000.0,2713981600000.0,3150206000000.0,2830227200000.0,2985294000000.0,3080388000000.0,3128154700000.0,3087414600000.0
2068.0,3439338700000.0,3019634000000.0,2965881700000.0,2814358000000.0,2691190800000.0,3134207800000.0,2795564200000.0,2963094600000.0,3072851700000.0,3119338200000.0,3080069600000.0
2069.0,3408917700000.0,2984363700000.0,2921936500000.0,2788714600000.0,2667860000000.0,3122478200000.0,2766171500000.0,2923445400000.0,3056022800000.0,3091653000000.0,3063545000000.0
2070.0,3394683300000.0,2981829500000.0,2882470400000.0,2759151300000.0,2639663200000.0,3097553800000.0,2753817000000.0,2896672600000.0,3034150300000.0,3039779600000.0,3052862200000.0
2071.0,3379165400000.0,2964556000000.0,2838466700000.0,2719851500000.0,2615434000000.0,3083053800000.0,2741086500000.0,2868860200000.0,2995773200000.0,3014478000000.0,3019956600000.0
2072.0,3359065200000.0,2943694400000.0,2821896000000.0,2692554200000.0,2603307000000.0,3062111000000.0,2713900000000.0,2840554400000.0,2972074600000.0,3006324000000.0,2993968600000.0
2073.0,3339684000000.0,2929525300000.0,2799305200000.0,2665027000000.0,2589695100000.0,3045480000000.0,2689629200000.0,2819919200000.0,2962073300000.0,2984597500000.0,2988137000000.0
2074.0,3311614800000.0,2912695000000.0,2770102600000.0,2649258500000.0,2568657300000.0,3043187500000.0,2654914000000.0,2791349700000.0,2949345700000.0,2973278700000.0,2979854800000.0
2075.0,3271291800000.0,2899595200000.0,2746739300000.0,2628466200000.0,2554801700000.0,3037374200000.0,2629274700000.0,2758977000000.0,2911835800000.0,2951810000000.0,2956805000000.0
2076.0,3254987500000.0,2894287000000.0,2730311500000.0,2616489100000.0,2535902700000.0,3012432200000.0,2602681500000.0,2723461200000.0,2893684100000.0,2927256100000.0,2935155300000.0
2077.0,3245253900000.0,2876153500000.0,2707962000000.0,2600491000000.0,2511137000000.0,2996138400000.0,2573172700000.0,2693743500000.0,2872926300000.0,2917444000000.0,2924321200000.0
2078.0,3231214500000.0,2865225000000.0,2681004400000.0,2580538000000.0,2491420200000.0,2976400800000.0,2546919000000.0,2684232100000.0,2846132300000.0,2914385000000.0,2909013500000.0
2079.0,3207486500000.0,2851735000000.0,2649228800000.0,2562686700000.0,2467047000000.0,2956805300000.0,2524722200000.0,2669049300000.0,2831948700000.0,2905543000000.0,2884117700000.0
2080.0,3184928200000.0,2842654100000.0,2637851800000.0,2548720000000.0,2436514000000.0,2946642700000.0,2506488300000.0,2661862300000.0,2816230000000.0,2878645000000.0,2858420500000.0
2081.0,3168804300000.0,2810064000000.0,2624566000000.0,2520711400000.0,2418799500000.0,2935656300000.0,2479375000000.0,2648877000000.0,2803679400000.0,2860265000000.0,2834267600000.0
2082.0,3156100500000.0,2788181000000.0,2602870200000.0,2505499200000.0,2383280300000.0,2912111000000.0,2461438600000.0,2634861000000.0,2775920000000.0,2838391400000.0,2807502200000.0
2083.0,3150064600000.0,2772064300000.0,2563032000000.0,2462818000000.0,2366975000000.0,2887078600000.0,2428120900000.0,2617039000000.0,2763193800000.0,2827070700000.0,2762218400000.0
2084.0,3134051300000.0,2761542600000.0,2529502000000.0,2432571800000.0,2362514000000.0,2870150200000.0,2394013300000.0,2616264200000.0,2745398000000.0,2802914200000.0,2741335200000.0
2085.0,3094460800000.0,2758772500000.0,2509952000000.0,2414329000000.0,2349357600000.0,2840580800000.0,2374917000000.0,2603261600000.0,2740871500000.0,2797088800000.0,2732614500000.0
2086.0,3096999400000.0,2752245700000.0,2485816100000.0,2406284500000.0,2320917300000.0,2813504000000.0,2340748500000.0,2575815700000.0,2731944700000.0,2800828300000.0,2723420600000.0
2087.0,3086412400000.0,2743640000000.0,2464528200000.0,2410163200000.0,2283121400000.0,2805302600000.0,2313971800000.0,2544368600000.0,2712924800000.0,2785180000000.0,2692504600000.0
2088.0,3064197000000.0,2722515000000.0,2440769000000.0,2384497700000.0,2258236600000.0,2795806700000.0,2301388000000.0,2526142000000.0,2678047400000.0,2764668000000.0,2671904000000.0
2089.0,3049231700000.0,2711265200000.0,2420862600000.0,2357458400000.0,2227079000000.0,2789917300000.0,2267545300000.0,2489613500000.0,2655595300000.0,2742211300000.0,2657743300000.0
2090.0,3022686500000.0,2706377800000.0,2392918300000.0,2331275000000.0,2203097200000.0,2765731100000.0,2241417400000.0,2471464800000.0,2637046200000.0,2711436000000.0,2651285400000.0
2091.0,3008941500000.0,2689723500000.0,2362682000000.0,2300248900000.0,2192892400000.0,2743192500000.0,2227385000000.0,2452311500000.0,2624473500000.0,2700877200000.0,2631659700000.0
2092.0,2992013800000.0,2671043100000.0,2344169200000.0,2281053400000.0,2170832700000.0,2721735200000.0,2198647200000.0,2429625600000.0,2623780700000.0,2694505000000.0,2614005300000.0
2093.0,2989733000000.0,2654392000000.0,2331161700000.0,2256358000000.0,2150355800000.0,2710509000000.0,2173940400000.0,2412919000000.0,2595694300000.0,2675665800000.0,2611931000000.0
2094.0,2986566200000.0,2639052100000.0,2315821000000.0,2236871300000.0,2144665300000.0,2699348100000.0,2154237700000.0,2405784000000.0,2567659300000.0,2652377700000.0,2586179000000.0
2095.0,2960721000000.0,2640616000000.0,2302490200000.0,2214128300000.0,2124835300000.0,2681004600000.0,2121971700000.0,2393429000000.0,2549855000000.0,2634486400000.0,2575057600000.0
2096.0,2961837700000.0,2626392400000.0,2287582000000.0,2210576000000.0,2100325900000.0,2688880700000.0,2089843800000.0,2371474000000.0,2537363900000.0,2607815600000.0,2572708000000.0
2097.0,2962869500000.0,2605490600000.0,2274160000000.0,2190745000000.0,2082505200000.0,2681619300000.0,2047419700000.0,2341743400000.0,2516963000000.0,2609155000000.0,2563866400000.0
2098.0,2956636500000.0,2586350000000.0,2241463800000.0,2155707500000.0,2057407400000.0,2671500900000.0,2015682600000.0,2332500700000.0,2503426000000.0,2602871300000.0,2559262000000.0
2099.0,2967874000000.0,2570797400000.0,2224631300000.0,2137628300000.0,2034156600000.0,2632250600000.0,1982345900000.0,2315755700000.0,2501367000000.0,2591361000000.0,2547051700000.0
2100.0,2959900000000.0,2545447600000.0,2209747000000.0,2111297300000.0,2010482300000.0,2620058200000.0,1951781100000.0,2302905700000.0,2486840000000.0,2580906500000.0,2523275500000.0
