time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2019.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0
2020.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0
2021.0,148279156779000.0,148176401806000.0,148201665522000.0,148041950976000.0,148399236050000.0,147972430465000.0,148315916462000.0,148380762387000.0
2022.0,147944509546000.0,147700904356000.0,147859925370000.0,147716635577000.0,148045599513000.0,147438493111000.0,147989368552000.0,148010890220000.0
2023.0,147514782765000.0,147121441060000.0,147250742038000.0,147160210566000.0,147679155914000.0,146933278224000.0,147637475642000.0,147554054409000.0
2024.0,147119479477000.0,146721074340000.0,146755666027000.0,146611513671000.0,147175176200000.0,146316872842000.0,147413063618000.0,147148911610000.0
2025.0,146708844240000.0,146187842140000.0,146316505090000.0,146086604369000.0,146687605002000.0,145753583139000.0,147061502790000.0,146578225052000.0
2026.0,146172999370000.0,145633363086000.0,145667741762000.0,145489627948000.0,146240352660000.0,145179705468000.0,146643486061000.0,146245188493000.0
2027.0,145877155823000.0,145100216731000.0,145117142257000.0,144884619043000.0,145950267423000.0,144558743157000.0,146255578950000.0,145814653903000.0
2028.0,145528077315000.0,144631272677000.0,144608184282000.0,144469311966000.0,145667064752000.0,143850883507000.0,145757118157000.0,145525909620000.0
2029.0,145054781728000.0,144039970329000.0,143951302304000.0,143983155676000.0,145390869452000.0,143018928110000.0,145470206048000.0,145165481187000.0
2030.0,144466505527000.0,143413134183000.0,143221095918000.0,143449209042000.0,145080878333000.0,142251109749000.0,145244805375000.0,144848175392000.0
2031.0,144125037723000.0,142915459195000.0,142840186936000.0,143160143847000.0,144715570502000.0,141603191886000.0,144810672024000.0,144301918529000.0
2032.0,143760135497000.0,142177571046000.0,142438409352000.0,142679205770000.0,144234221345000.0,140969031750000.0,144401222562000.0,143931883161000.0
2033.0,143293543345000.0,141693135977000.0,142028982498000.0,142100172227000.0,143877655953000.0,140208636283000.0,143949070965000.0,143523690341000.0
2034.0,142777389140000.0,141086423572000.0,141500219088000.0,141512627859000.0,143416922721000.0,139549006000000.0,143665114963000.0,143123292070000.0
2035.0,142303349084000.0,140487608417000.0,140914314720000.0,140852747172000.0,143191952661000.0,138866740573000.0,143319499183000.0,142822666433000.0
2036.0,141970290786000.0,139668430927000.0,140432737592000.0,140176126982000.0,142674779583000.0,138248742361000.0,143098846433000.0,142346832556000.0
2037.0,141379386418000.0,139180342816000.0,139832170574000.0,139584862200000.0,142411776867000.0,137382256498000.0,142795176165000.0,141949674371000.0
2038.0,141077498298000.0,138622081222000.0,139161944299000.0,138994936157000.0,142031298894000.0,136561193388000.0,142197780467000.0,141565213271000.0
2039.0,140426364278000.0,137980414167000.0,138677168574000.0,138261714622000.0,141616071277000.0,135810679339000.0,141687792525000.0,141207880952000.0
2040.0,139871302614000.0,137298567648000.0,138159775179000.0,137721601356000.0,141289488000000.0,134998713774000.0,141075487853000.0,140714577732000.0
2041.0,139384540750000.0,136636932283000.0,137584873118000.0,137397734406000.0,141021090193000.0,134219832854000.0,140522120713000.0,140271790582000.0
2042.0,138666546850000.0,135952606021000.0,136962970573000.0,136960677218000.0,140434484408000.0,133362505432000.0,140065805838000.0,139785223705000.0
2043.0,138177791622000.0,135211300280000.0,136412182112000.0,136436012031000.0,139870180878000.0,132548337393000.0,139707235101000.0,139471583267000.0
2044.0,137593133694000.0,134556403908000.0,135901839213000.0,135979753393000.0,139392553595000.0,131907890139000.0,139058976922000.0,139060666925000.0
2045.0,137071512061000.0,133817723857000.0,135458144254000.0,135308792345000.0,139000346973000.0,131084226394000.0,138589764712000.0,138700713974000.0
2046.0,136486906427000.0,133209555960000.0,134801717638000.0,134571732222000.0,138719163995000.0,130296421962000.0,138056452185000.0,138369782984000.0
2047.0,135905461614000.0,132531800658000.0,134292062479000.0,133754678664000.0,138424029544000.0,129260992094000.0,137480804086000.0,137909183741000.0
2048.0,135328503503000.0,131864460385000.0,133522066888000.0,133056911921000.0,137966016164000.0,128438976987000.0,136971974791000.0,137410308318000.0
2049.0,134565846708000.0,131005950187000.0,132952017105000.0,132430118998000.0,137621845664000.0,127773720455000.0,136477190258000.0,136805565771000.0
2050.0,133911908711000.0,130402284625000.0,132319993357000.0,131652322666000.0,137179218430000.0,126698243669000.0,136029273533000.0,136289875778000.0
2051.0,133301428993000.0,129723986162000.0,131625618302000.0,130966201169000.0,136864045967000.0,125606841996000.0,135522767721000.0,135816451402000.0
2052.0,132649060252000.0,129103807896000.0,131030108653000.0,130220606071000.0,136516582134000.0,124611705173000.0,134858684783000.0,135482494265000.0
2053.0,132092952590000.0,128196324250000.0,130272990252000.0,129454211443000.0,136060960975000.0,123539983956000.0,134248654024000.0,134914092119000.0
2054.0,131332259103000.0,127352642146000.0,129722645748000.0,128727773750000.0,135664575462000.0,122816083263000.0,133653768796000.0,134297991293000.0
2055.0,130630238366000.0,126522865178000.0,128891466379000.0,128021025694000.0,135332413695000.0,121939050206000.0,133041557146000.0,133885868903000.0
2056.0,129941494108000.0,125587991843000.0,128082987505000.0,127188710462000.0,134864267932000.0,120997010602000.0,132509039854000.0,133553015619000.0
2057.0,129270799135000.0,124854279163000.0,127136425411000.0,126518400945000.0,134462466570000.0,119992059479000.0,131985570041000.0,133023313675000.0
2058.0,128648817352000.0,124163317395000.0,126492040816000.0,125887412146000.0,133942595193000.0,119151551672000.0,131369504378000.0,132426724088000.0
2059.0,127930269257000.0,123270041932000.0,125813169173000.0,125056798917000.0,133440924210000.0,117996762178000.0,130856749922000.0,131980533735000.0
2060.0,127368739123000.0,122579609672000.0,125152123213000.0,123968083611000.0,133005430696000.0,116546946282000.0,130292567654000.0,131611435355000.0
2061.0,126634587707000.0,121869811052000.0,124349493151000.0,123169377612000.0,132650437589000.0,115504794431000.0,129531268392000.0,131173335709000.0
2062.0,125792351020000.0,121230738361000.0,123605956175000.0,122572719409000.0,132137096428000.0,114450930296000.0,128971768951000.0,130541845231000.0
2063.0,125019541325000.0,120376943747000.0,122857981391000.0,121588556094000.0,131562211281000.0,113460306776000.0,128423116421000.0,129849639747000.0
2064.0,124283408280000.0,119671257124000.0,122081548294000.0,120685843747000.0,131184664436000.0,112283827631000.0,127798577743000.0,129480961414000.0
2065.0,123546349009000.0,118793640920000.0,121385314060000.0,119976004087000.0,130760671880000.0,111042214078000.0,127264986531000.0,128945276353000.0
2066.0,122908213372000.0,118272880630000.0,120547708213000.0,119241910189000.0,130171679162000.0,109655762249000.0,126550179958000.0,128591284789000.0
2067.0,122299515376000.0,117503561230000.0,119692891971000.0,118315369919000.0,129811682703000.0,108387532620000.0,125899937528000.0,128095945574000.0
2068.0,121540737568000.0,116790151895400.0,118907454785000.0,117651856530000.0,129289264191000.0,107252288290000.0,125328960630000.0,127653863668000.0
2069.0,120753690839000.0,116105175257600.0,118169955765000.0,116886216433000.0,128682493146000.0,106024118610000.0,124760876539000.0,127099362504000.0
2070.0,119920501847000.0,115289601048500.0,117447987574000.0,116118803323000.0,128139210297000.0,104825255761000.0,123965377770000.0,126456555685000.0
2071.0,119154669448000.0,114613760533600.0,116453400555000.0,115274272567000.0,127617494777000.0,103686443830000.0,123259415809000.0,125880890965000.0
2072.0,118405372416000.0,113894114947200.0,115655246653000.0,114376934471000.0,127225668603000.0,102431381694000.0,122650397601000.0,125459503457000.0
2073.0,117569766716000.0,112978767294800.0,115020537815000.0,113532556401000.0,126490236086000.0,101365962171000.0,122080892702000.0,125010757232000.0
2074.0,116703843773000.0,111960292289000.0,114092893336000.0,112697531183000.0,125893701178000.0,100262054690000.0,121475433862000.0,124697701026000.0
2075.0,115779587292000.0,111104552743900.0,113304307208000.0,111854447604000.0,125427613977000.0,99051640769000.0,120609602549000.0,124248410935000.0
2076.0,114871561224000.0,110397342530700.0,112320519511000.0,111046840728000.0,124805320660000.0,97806707163000.0,119863865529000.0,123793776488000.0
2077.0,113963080183000.0,109583641095000.0,111440274386000.0,110368869469000.0,124119346704000.0,96393676151000.0,119212135960000.0,123128277667000.0
2078.0,113100188539000.0,108803693145500.0,110635567052000.0,109774240848000.0,123622556324000.0,95240162575000.0,118375260576000.0,122558442552000.0
2079.0,112229768574000.0,108053370627700.0,110031024640000.0,108837156367000.0,123138765028000.0,94052493247000.0,117498608722400.0,121987526531000.0
2080.0,111515185391000.0,107322815538600.0,109197383489000.0,107976304287000.0,122743521175000.0,92735740408000.0,116643617397000.0,121702359166000.0
2081.0,110912336350000.0,106609311406300.0,108405713594000.0,107338033696000.0,122256859060000.0,91470563412000.0,115751776633500.0,121124856741000.0
2082.0,109911261518000.0,105804973039000.0,107661472114000.0,106504575364000.0,121738066747000.0,90226124995000.0,114937207263100.0,120523328281000.0
2083.0,109063722052000.0,104940539436100.0,106812727918000.0,105746064752000.0,121239419403000.0,88937993203000.0,114122114034500.0,120146897351000.0
2084.0,108103702711000.0,104052379955800.0,105778796339000.0,105038100925700.0,120864132465000.0,87509966409000.0,113440459198500.0,119705366503000.0
2085.0,107230908501000.0,103100570278000.0,104842369036000.0,104202726577600.0,120374849999000.0,86226266064000.0,112613631554000.0,119261138477000.0
2086.0,106519728317000.0,102327651284900.0,103872502505000.0,103485368407000.0,119959089470000.0,84955350978000.0,111762810381800.0,118671903370000.0
2087.0,105616026682000.0,101551704555200.0,103175507442000.0,102625801065300.0,119373867501000.0,83546995358000.0,110867207659000.0,118203393566000.0
2088.0,104664845803000.0,100837993919700.0,102424340928000.0,101866549776000.0,118820366032000.0,82092929327000.0,110041773215400.0,117597497816000.0
2089.0,103804644215000.0,99975519714800.0,101544689834400.0,101238837001700.0,118346780600000.0,80783325987000.0,109120414684000.0,117247992445000.0
2090.0,102896559275000.0,99259716016000.0,100652529079300.0,100458263321700.0,117944262982000.0,79703684260000.0,108146014267900.0,116737640477000.0
2091.0,101825952729000.0,98400023321000.0,99709302130700.0,99660513864000.0,117417621736000.0,78325582409300.0,107121481998800.0,116134660158000.0
2092.0,100852380448000.0,97440605667900.0,98675858669300.0,98863801966000.0,116920112867000.0,77093548827400.0,106304477980900.0,115643469320000.0
2093.0,99876603978000.0,96655493451800.0,97717069902400.0,98242944743000.0,116424872603000.0,75931261248600.0,105419763414800.0,115127571352000.0
2094.0,98843204160000.0,95816314166300.0,96823710684300.0,97507577518300.0,115998839340000.0,74782192651000.0,104511833400300.0,114565544825000.0
2095.0,98008263381000.0,95126389078300.0,95925826570000.0,96727540921600.0,115626606916000.0,73522037685000.0,103787032485200.0,114085660048000.0
2096.0,97060082786000.0,94402957122600.0,95100374687400.0,96053011662800.0,115209582836000.0,72431927603500.0,102992114917000.0,113616003925000.0
2097.0,96126297554000.0,93679603901400.0,94146714142000.0,95453454254200.0,114585763910000.0,71136304133700.0,102188792871700.0,113200024410000.0
2098.0,95131890656000.0,92949744567300.0,93320487049400.0,94834132682700.0,114029749096000.0,69794269875700.0,101078973763100.0,112694852284000.0
2099.0,94318584789000.0,92231601917700.0,92560345269500.0,94069998213900.0,113472570654000.0,68578012690700.0,100206381072000.0,112040008613000.0
2100.0,93492781124000.0,91531609145300.0,91718518622400.0,93453428766900.0,112935392903000.0,67238303802300.0,99369611536500.0,111682854169000.0
